,index,Player,No.,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Year,Salary
24,24,John Dittrich,68.0,27.0,G,11,4.0,236.0,6-1,Wisconsin,5/7/1933,4,3.0,Chicago Cardinals / 6th / 70th pick / 1956,1960,
25,25,Alan Goldstein,81.0,24.0,E,14,10.0,204.0,6-0,North Carolina,1/8/1936,Rook,3.0,Los Angeles Rams / 10th / 117th pick / 1959,1960,
26,26,Ron Warzeka,78.0,25.0,DT,14,3.0,250.0,6-4,Montana St.,12/24/1935,Rook,3.0,San Francisco 49ers / 14th / 164th pick / 1957,1960,
27,27,Wayne Crow,22.0,22.0,HB,14,4.0,205.0,6-1,California,5/5/1938,Rook,2.0,St. Louis Cardinals / 8th / 85th pick / 1960,1960,
28,28,Babe Parilli,10.0,30.0,QB,14,1.0,196.0,6-1,Kentucky,5/7/1930,8,2.0,Green Bay Packers / 1st / 4th pick / 1952,1960,
29,29,Doug Asad,83.0,22.0,TE,13,4.0,205.0,6-2,Northwestern,8/27/1938,Rook,2.0,,1960,
30,30,Dalton Truax,72.0,25.0,T,14,2.0,236.0,6-2,Tulane,1/17/1935,Rook,2.0,Green Bay Packers / 3rd / 29th pick / 1957,1960,
31,31,Billy Locklin,73.0,23.0,LB,2,2.0,225.0,6-2,New Mexico St.,8/13/1937,Rook,1.0,,1960,
32,32,Nyle McFarlane,26.0,25.0,HB,13,2.0,205.0,6-2,BYU,11/25/1935,Rook,1.0,,1960,
33,33,L.C. Joyner,46.0,27.0,S,2,0.0,187.0,6-1,Contra Costa JC,7/2/1933,Rook,1.0,San Francisco 49ers / 21st / 243rd pick / 1956,1960,
34,34,Don Churchwell,75.0,24.0,DT,1,0.0,253.0,6-1,Mississippi,5/11/1936,1,1.0,Baltimore Colts / 5th / 60th pick / 1959,1960,
35,35,Bill Striegel,75.0,24.0,G,1,0.0,235.0,6-2,Pacific,5/28/1936,1,1.0,Philadelphia Eagles / 8th / 88th pick / 1958,1960,
36,36,Joe Barbee,77.0,27.0,DT,1,0.0,250.0,6-3,Kent St.,8/30/1933,Rook,1.0,,1960,
37,37,Al Hoisington,84.0,27.0,E,9,1.0,200.0,6-3,Pasadena CC,11/18/1933,Rook,1.0,,1960,
38,38,Paul Larson,12.0,28.0,QB,1,0.0,185.0,5-11,California,3/19/1932,3,0.0,Chicago Cardinals / 8th / 86th pick / 1954,1960,
39,39,Billy Reynolds,46.0,29.0,HB,6,0.0,195.0,5-11,Pittsburgh,7/20/1931,7,0.0,Cleveland Browns / 2nd / 23rd pick / 1953,1960,
40,40,Larry Barnes,52.0,29.0,FB,14,1.0,228.0,6-1,Colorado St.,10/6/1931,3,0.0,San Francisco 49ers / 7th / 75th pick / 1956,1960,
41,41,Bob Keyes,24.0,24.0,HB,4,0.0,183.0,5-10,San Diego St.,4/13/1936,Rook,0.0,,1960,
42,42,Team Total,,25.0,,14,,216.9,6-1.0,,,1.3,,,1960,
43,0,Jim Otto,0.0,23.0,C,14,14.0,255.0,6-2,Miami (FL),1/5/1938,1,10.0,,1961,
44,1,Fred Williamson,24.0,24.0,DB,14,14.0,219.0,6-3,Northwestern,3/5/1937,1,7.0,,1961,
45,2,Tom Flores,15.0,24.0,QB,14,14.0,202.0,6-1,Pacific,3/21/1937,1,7.0,,1961,
46,3,George Fleming,21.0,23.0,HB,14,3.0,188.0,5-11,Washington,6/29/1938,Rook,6.0,"Oakland Raiders / 2nd / 13th pick / 1961, Chicago Bears / 6th / 76th pick / 1961",1961,
47,4,Wayne Crow,22.0,23.0,HB,14,8.0,205.0,6-1,California,5/5/1938,1,6.0,St. Louis Cardinals / 8th / 85th pick / 1960,1961,
48,5,Jack Stone,75.0,25.0,T,14,14.0,245.0,6-2,Oregon,7/28/1936,1,5.0,,1961,
49,6,Willie Smith,63.0,24.0,G,14,14.0,255.0,6-3,Michigan,11/1/1937,1,5.0,Chicago Bears / 8th / 94th pick / 1959,1961,
50,7,Ron Sabal,64.0,25.0,T,14,13.0,245.0,6-3,Purdue,7/23/1936,1,5.0,Philadelphia Eagles / 19th / 220th pick / 1958,1961,
51,8,Riley Morris,55.0,27.0,LB,14,14.0,230.0,6-2,Florida A&M,3/22/1934,1,5.0,,1961,
52,9,Alan Miller,37.0,24.0,FB,14,13.0,219.0,6-0,Boston Col.,6/19/1937,1,5.0,Philadelphia Eagles / 19th / 219th pick / 1959,1961,
53,10,Tom Louderback,60.0,28.0,LB,14,14.0,235.0,6-2,San Jose St.,3/5/1933,3,5.0,Washington Redskins / 10th / 111th pick / 1955,1961,
54,11,Wayne Hawkins,65.0,23.0,G,14,12.0,240.0,6-0,Pacific,6/17/1938,1,5.0,,1961,
55,12,Doug Asad,83.0,23.0,TE,14,13.0,205.0,6-2,Northwestern,8/27/1938,1,5.0,,1961,
56,13,Bob Dougherty,44.0,29.0,LB,14,14.0,240.0,6-1,"Cincinnati,Kentucky",4/20/1932,4,5.0,Los Angeles Rams / 20th / 238th pick / 1954,1961,
57,14,Alex Bravo,47.0,31.0,DB,14,14.0,190.0,6-0,Cal Poly-San Luis Obispo,7/27/1930,4,5.0,Los Angeles Rams / 9th / 106th pick / 1954,1961,
58,15,Joe Cannavino,27.0,26.0,DB,14,14.0,185.0,5-11,Ohio St.,1/20/1935,1,5.0,Baltimore Colts / 16th / 185th pick / 1957,1961,
59,16,Gary Finneran,76.0,27.0,DE,13,12.0,240.0,6-3,USC,2/23/1934,1,4.0,,1961,
60,17,Charley Powell,87.0,29.0,DE,14,14.0,226.0,6-3,none,4/4/1932,9,4.0,,1961,
61,18,Charley Fuller,20.0,22.0,HB,14,4.0,175.0,5-11,San Francisco St.,1/22/1939,Rook,4.0,"Oakland Raiders / 19th / 147th pick / 1961, San Francisco 49ers / 16th / 220th pick / 1961",1961,
62,19,Bob Coolbaugh,43.0,22.0,FL,14,12.0,200.0,6-4,Richmond,7/5/1939,Rook,4.0,"Oakland Raiders / 15th / 115th pick / 1961, Washington Redskins / 12th / 157th pick / 1961",1961,
63,20,Bob Garner,28.0,,DB,13,11.0,189.0,5-10,Fresno St.,0/0/0,1,4.0,,1961,
64,21,Charlie Hardy,82.0,28.0,SE,14,11.0,183.0,6-0,San Jose St.,11/7/1933,1,3.0,,1961,
65,22,Clem Daniels,35.0,24.0,HB,8,1.0,220.0,6-1,Prairie View A&M,7/9/1937,1,3.0,,1961,
66,23,Volney Peters,79.0,33.0,DT,12,6.0,237.0,6-4,USC,1/1/1928,9,2.0,Chicago Cardinals / 13th / 151st pick / 1951,1961,
67,24,Bob Voight,78.0,,DT,14,5.0,265.0,6-5,Los Angeles St.,0/0/0,Rook,2.0,Minnesota Vikings / 18th / 239th pick / 1961,1961,
68,25,Jim Brewington,73.0,22.0,T,14,6.0,280.0,6-6,North Carolina Central,2/25/1939,Rook,2.0,Green Bay Packers / 17th / 236th pick / 1961,1961,
69,26,Herb Roedel,61.0,22.0,G,14,2.0,230.0,6-3,Marquette,3/30/1939,Rook,2.0,,1961,
70,27,Cliff Roberts,71.0,28.0,T,10,3.0,260.0,6-3,Illinois,4/21/1933,Rook,2.0,San Diego Chargers / 6th / 48th pick / 1961,1961,
71,28,Harry Jagielski,70.0,30.0,DT,8,6.0,257.0,6-0,Indiana,12/25/1931,5,2.0,Washington Redskins / 7th / 80th pick / 1954,1961,
72,29,John Harris,29.0,28.0,DB,14,3.0,195.0,6-1,Santa Monica College (CA),5/7/1933,1,2.0,,1961,
73,30,Al Bansavage,53.0,23.0,LB,14,0.0,220.0,6-2,"The Citadel,USC",1/9/1938,1,2.0,Baltimore Colts / 6th / 71st pick / 1960,1961,
74,31,Nick Papac,12.0,26.0,QB,14,0.0,190.0,5-11,"California,Fresno St.",5/18/1935,Rook,1.0,,1961,
75,32,Jerry Burch,86.0,22.0,WR,14,4.0,195.0,6-1,Georgia Tech,12/13/1939,Rook,1.0,"Minnesota Vikings / 6th / 71st pick / 1961, Oakland Raiders / 13th / 99th pick / 1961",1961,
76,33,Hal Smith,72.0,26.0,DT,8,3.0,250.0,6-5,UCLA,10/3/1935,1,1.0,Chicago Cardinals / 18th / 214th pick / 1957,1961,
77,34,Jim Jones,32.0,26.0,DB,1,0.0,204.0,6-1,Washington,5/6/1935,3,0.0,Los Angeles Rams / 3rd / 30th pick / 1958,1961,
78,35,George Fields,80.0,,DT,1,1.0,245.0,6-3,Bakersfield JC,0/0/0,1,0.0,,1961,
79,36,Jack Larscheid,23.0,28.0,HB,2,0.0,162.0,5-6,Pacific,5/10/1933,1,0.0,,1961,
80,37,Walt Kowalczyk,35.0,26.0,FB,4,1.0,208.0,6-0,Michigan St.,4/17/1935,3,0.0,Philadelphia Eagles / 1st / 6th pick / 1958,1961,
81,38,Jon Jelacic,88.0,25.0,DE,4,1.0,250.0,6-3,Minnesota,12/19/1936,3,0.0,Chicago Cardinals / 7th / 74th pick / 1958,1961,
82,39,Team Total,,23.6,,14,,221.5,6-1.5,,,1.6,,,1961,
83,0,Fred Williamson,24.0,25.0,DB,14,14.0,219.0,6-3,Northwestern,3/5/1937,2,15.0,,1962,
84,1,Jim Otto,0.0,24.0,C,14,14.0,255.0,6-2,Miami (FL),1/5/1938,2,9.0,,1962,
85,2,Tommy Morrow,35.0,24.0,DB,14,14.0,187.0,6-0,Southern Miss,6/3/1938,Rook,8.0,,1962,
86,3,Dalva Allen,80.0,27.0,DE,14,14.0,245.0,6-4,Houston,1/13/1935,2,8.0,Los Angeles Rams / 23rd / 267th pick / 1957,1962,
87,4,Jackie Simpson,49.0,26.0,LLB,14,14.0,225.0,6-0,Mississippi,8/20/1936,1,7.0,Washington Redskins / 21st / 246th pick / 1958,1962,
88,5,Bo Roberson,40.0,27.0,FL,14,8.0,195.0,6-1,Cornell,7/23/1935,1,7.0,,1962,
89,6,Charlie Rieves,32.0,23.0,RLB,14,13.0,218.0,6-1,"Alabama,Houston",1/6/1939,Rook,7.0,,1962,
90,7,Bob Dougherty,44.0,30.0,LB,14,14.0,240.0,6-1,"Cincinnati,Kentucky",4/20/1932,5,7.0,Los Angeles Rams / 20th / 238th pick / 1954,1962,
91,8,Jon Jelacic,88.0,26.0,DE,14,12.0,250.0,6-3,Minnesota,12/19/1936,4,7.0,Chicago Cardinals / 7th / 74th pick / 1958,1962,
92,9,George Shirkey,77.0,26.0,DT,14,10.0,260.0,6-4,S.F. Austin,8/20/1936,2,6.0,San Francisco 49ers / 16th / 191st pick / 1958,1962,
93,10,Clem Daniels,36.0,25.0,HB,14,7.0,220.0,6-1,Prairie View A&M,7/9/1937,2,6.0,,1962,
94,11,Bob Garner,28.0,,DB,14,12.0,189.0,5-10,Fresno St.,0/0/0,2,5.0,,1962,
95,12,Vern Valdez,25.0,27.0,DB,10,9.0,190.0,6-0,"Cal Poly-Pomona,San Diego",8/12/1935,2,5.0,,1962,
96,13,Jack Stone,75.0,26.0,T,14,14.0,245.0,6-2,Oregon,7/28/1936,2,5.0,,1962,
97,14,Chuck McMurtry,73.0,25.0,DT,11,9.0,280.0,6-0,Whittier,2/15/1937,2,5.0,,1962,
98,15,Charles Brown,76.0,26.0,T,14,13.0,245.0,6-4,Houston,8/1/1936,Rook,5.0,,1962,
99,16,Stan Campbell,67.0,32.0,G,14,14.0,226.0,6-0,Iowa St.,8/26/1930,10,5.0,Detroit Lions / 18th / 213th pick / 1952,1962,
100,17,Wayne Hawkins,65.0,24.0,G,14,12.0,240.0,6-0,Pacific,6/17/1938,2,4.0,,1962,
101,18,Orville Trask,79.0,28.0,DT,7,5.0,260.0,6-4,Rice,12/3/1934,2,3.0,Chicago Cardinals / 24th / 282nd pick / 1956,1962,
102,19,Max Boydston,84.0,30.0,E,14,12.0,210.0,6-2,Oklahoma,1/22/1932,7,3.0,Chicago Cardinals / 1st / 2nd pick / 1955,1962,
103,20,Alan Miller,37.0,25.0,FB,14,10.0,219.0,6-0,Boston Col.,6/19/1937,2,3.0,Philadelphia Eagles / 19th / 219th pick / 1959,1962,
104,21,Dobie Craig,42.0,24.0,FL,14,11.0,200.0,6-5,"Baylor,Howard Payne",2/14/1938,Rook,3.0,,1962,
105,22,Cotton Davidson,19.0,31.0,QB,13,12.0,182.0,6-1,Baylor,11/30/1931,8,3.0,Baltimore Colts / 1st / 5th pick / 1954,1962,
106,23,Jim Norris,74.0,23.0,DT,7,3.0,238.0,6-4,Houston,10/14/1939,Rook,2.0,"Oakland Raiders / 7th / 49th pick / 1962, Los Angeles Rams / 10th / 128th pick / 1962",1962,
107,24,Joe Novsek,71.0,23.0,DE,14,2.0,237.0,6-4,Tulsa,5/29/1939,Rook,2.0,"Oakland Raiders / 17th / 131st pick / 1961, Baltimore Colts / 19th / 259th pick / 1961",1962,
108,25,Dan Birdwell,53.0,22.0,DT,14,1.0,250.0,6-4,Houston,10/14/1940,Rook,2.0,"Oakland Raiders / 6th / 41st pick / 1962, Detroit Lions / 5th / 66th pick / 1962",1962,
109,26,Dick Dorsey,21.0,26.0,SE,11,11.0,200.0,6-3,"USC,Oklahoma",3/11/1936,Rook,2.0,Los Angeles Rams / 19th / 224th pick / 1958,1962,
110,27,Hank Rivera,23.0,24.0,DB,9,5.0,180.0,5-11,Oregon St.,12/25/1938,Rook,2.0,"Cleveland Browns / 5th / 67th pick / 1962, Oakland Raiders / 10th / 73rd pick / 1962",1962,
111,28,John White,86.0,27.0,TE,7,0.0,230.0,6-3,Texas Southern,10/9/1935,2,1.0,,1962,
112,29,George Boynton,27.0,25.0,DB,3,0.0,190.0,5-11,"East. New Mexico,Texas A&M-Commerce",7/6/1937,Rook,1.0,Baltimore Colts / 16th / 191st pick / 1960,1962,
113,30,Chon Gallegos,12.0,23.0,QB,6,0.0,175.0,5-9,San Jose St.,9/28/1939,Rook,1.0,,1962,
114,31,Pete Nicklas,70.0,23.0,T,14,1.0,240.0,6-4,Baylor,7/24/1939,Rook,1.0,"Oakland Raiders / 30th / 233rd pick / 1962, Baltimore Colts / 9th / 119th pick / 1961",1962,
115,32,Rich Mostardo,27.0,24.0,DB,5,2.0,188.0,5-11,"Charleston (WV),Kent St.",7/1/1938,2,1.0,Cleveland Browns / 12th / 141st pick / 1960,1962,
116,33,Riley Morris,92.0,28.0,LB,4,1.0,230.0,6-2,Florida A&M,3/22/1934,2,1.0,,1962,
117,34,Mel Montalbo,22.0,24.0,DB,2,0.0,190.0,6-1,Utah St.,3/29/1938,Rook,1.0,,1962,
118,35,Hunter Enis,14.0,26.0,QB,7,1.0,195.0,6-2,TCU,12/10/1936,2,1.0,,1962,
119,36,Dan Ficca,69.0,23.0,G,14,2.0,245.0,6-1,USC,2/7/1939,Rook,1.0,"Philadelphia Eagles / 4th / 53rd pick / 1961, San Diego Chargers / 29th / 231st pick / 1961",1962,
120,37,Charlie Hardy,82.0,29.0,SE,5,4.0,183.0,6-0,San Jose St.,11/7/1933,2,1.0,,1962,
121,38,Ben Agajanian,3.0,43.0,K,6,0.0,215.0,6-0,New Mexico,8/28/1919,17,1.0,,1962,
122,39,Charley Fuller,20.0,23.0,HB,3,3.0,175.0,5-11,San Francisco St.,1/22/1939,1,0.0,"Oakland Raiders / 19th / 147th pick / 1961, San Francisco 49ers / 16th / 220th pick / 1961",1962,
123,40,M.C. Reynolds,17.0,27.0,QB,1,0.0,193.0,6-0,LSU,2/11/1935,4,0.0,,1962,
124,41,Willie Simpson,20.0,24.0,FB,10,2.0,218.0,6-0,San Francisco St.,3/11/1938,Rook,0.0,,1962,
125,42,Hal Lewis,21.0,27.0,FB,11,2.0,200.0,6-0,Houston,9/22/1935,3,0.0,Baltimore Colts / 7th / 84th pick / 1959,1962,
126,43,Don Heinrich,11.0,32.0,QB,1,1.0,182.0,6-0,Washington,9/19/1930,8,0.0,New York Giants / 3rd / 35th pick / 1952,1962,
127,44,Team Total,,25.6,,14,,217.1,6-1.3,,,2.3,,,1962,
128,0,Clem Daniels,36.0,26.0,HB,14,13.0,220.0,6-1,Prairie View A&M,7/9/1937,3,16.0,,1963,
129,1,Fred Williamson,24.0,26.0,DB,14,14.0,219.0,6-3,Northwestern,3/5/1937,3,14.0,,1963,
130,2,Art Powell,84.0,26.0,SE,14,14.0,211.0,6-3,San Jose St.,2/25/1937,4,13.0,Philadelphia Eagles / 11th / 123rd pick / 1959,1963,
131,3,Jim Otto,0.0,25.0,C,14,14.0,255.0,6-2,Miami (FL),1/5/1938,3,13.0,,1963,
132,4,Archie Matsos,56.0,29.0,LB,14,14.0,217.0,6-0,Michigan St.,11/22/1934,3,13.0,Baltimore Colts / 16th / 189th pick / 1958,1963,
133,5,Tommy Morrow,35.0,25.0,DB,14,12.0,187.0,6-0,Southern Miss,6/3/1938,1,12.0,,1963,
134,6,Dalva Allen,80.0,28.0,DE,14,14.0,245.0,6-4,Houston,1/13/1935,3,11.0,Los Angeles Rams / 23rd / 267th pick / 1957,1963,
135,7,Joe Krakoski,27.0,26.0,DB,14,14.0,195.0,6-2,Illinois,12/18/1937,2,11.0,"Washington Redskins / 6th / 72nd pick / 1961, Oakland Raiders / 18th / 138th pick / 1961",1963,
136,8,Wayne Hawkins,65.0,25.0,G,14,13.0,240.0,6-0,Pacific,6/17/1938,3,10.0,,1963,
137,9,Dave Costa,46.0,22.0,DT,14,10.0,250.0,6-2,Utah,10/27/1941,Rook,8.0,"Los Angeles Rams / 3rd / 29th pick / 1963, Oakland Raiders / 7th / 49th pick / 1963",1963,
138,10,Clancy Osborne,81.0,29.0,LB,14,14.0,218.0,6-3,Arizona St.,11/23/1934,4,8.0,Los Angeles Rams / 27th / 315th pick / 1957,1963,
139,11,Tom Flores,15.0,26.0,QB,14,9.0,202.0,6-1,Pacific,3/21/1937,3,8.0,,1963,
140,12,Jon Jelacic,88.0,27.0,DE,14,14.0,250.0,6-3,Minnesota,12/19/1936,5,8.0,Chicago Cardinals / 7th / 74th pick / 1958,1963,
141,13,Proverb Jacobs,77.0,28.0,T,14,14.0,258.0,6-4,California,5/25/1935,5,7.0,Philadelphia Eagles / 2nd / 17th pick / 1958,1963,
142,14,Jackie Simpson,49.0,27.0,LLB,14,10.0,225.0,6-0,Mississippi,8/20/1936,2,6.0,Washington Redskins / 21st / 246th pick / 1958,1963,
143,15,Alan Miller,37.0,26.0,FB,14,14.0,219.0,6-0,Boston Col.,6/19/1937,3,6.0,Philadelphia Eagles / 19th / 219th pick / 1959,1963,
144,16,Chuck McMurtry,73.0,26.0,DT,14,11.0,280.0,6-0,Whittier,2/15/1937,3,6.0,,1963,
145,17,Dick Klein,70.0,29.0,T,14,10.0,254.0,6-4,"Georgia,Iowa",2/11/1934,5,5.0,Chicago Bears / 29th / 347th pick / 1955,1963,
146,18,Sonny Bishop,66.0,24.0,G,14,10.0,245.0,6-2,Fresno St.,10/1/1939,1,5.0,"San Diego Chargers / 11th / 88th pick / 1962, Cleveland Browns / 18th / 249th pick / 1962",1963,
147,19,Cotton Davidson,19.0,32.0,QB,14,5.0,182.0,6-1,Baylor,11/30/1931,9,5.0,Baltimore Colts / 1st / 5th pick / 1954,1963,
148,20,Jim McMillin,45.0,24.0,DB,14,9.0,190.0,6-0,Colorado St.,9/18/1939,2,5.0,,1963,
149,21,Jim Norris,72.0,24.0,DT,14,7.0,238.0,6-4,Houston,10/14/1939,1,4.0,"Oakland Raiders / 7th / 49th pick / 1962, Los Angeles Rams / 10th / 128th pick / 1962",1963,
150,22,Bo Roberson,40.0,28.0,FL,14,8.0,195.0,6-1,Cornell,7/23/1935,2,4.0,,1963,
151,23,Ken Herock,86.0,22.0,TE,14,8.0,230.0,6-2,West Virginia,7/16/1941,Rook,3.0,,1963,
152,24,Dan Birdwell,53.0,23.0,DT,10,0.0,250.0,6-4,Houston,10/14/1940,1,3.0,"Oakland Raiders / 6th / 41st pick / 1962, Detroit Lions / 5th / 66th pick / 1962",1963,
153,25,Ollie Spencer,63.0,32.0,T,14,5.0,245.0,6-2,Kansas,4/17/1931,10,3.0,Detroit Lions / 6th / 74th pick / 1953,1963,
154,26,Mike Mercer,10.0,28.0,K,14,0.0,220.0,6-0,"Minnesota,Hardin-Simmons,Arizona St.",11/21/1935,2,3.0,Minnesota Vikings / 15th / 197th pick / 1961,1963,
155,27,Charlie Rieves,48.0,24.0,RLB,9,0.0,218.0,6-1,"Alabama,Houston",1/6/1939,1,3.0,,1963,
156,28,Frank Youso,78.0,27.0,T,4,4.0,257.0,6-4,Minnesota,7/5/1936,5,2.0,New York Giants / 2nd / 23rd pick / 1958,1963,
157,29,Claude Gibson,25.0,24.0,DB,14,5.0,190.0,6-1,North Carolina St.,5/26/1939,2,2.0,"Chicago Bears / 3rd / 33rd pick / 1961, San Diego Chargers / 7th / 55th pick / 1961",1963,
158,30,Bob Dougherty,44.0,31.0,LB,5,4.0,240.0,6-1,"Cincinnati,Kentucky",4/20/1932,6,2.0,Los Angeles Rams / 20th / 238th pick / 1954,1963,
159,31,Dobie Craig,42.0,25.0,FL,12,7.0,200.0,6-5,"Baylor,Howard Payne",2/14/1938,1,2.0,,1963,
160,32,Glenn Shaw,32.0,25.0,FB,12,0.0,220.0,6-2,Kentucky,7/11/1938,3,1.0,Chicago Bears / 11th / 129th pick / 1960,1963,
161,33,Warren Powers,20.0,22.0,DB,5,2.0,185.0,6-0,Nebraska,2/19/1941,Rook,1.0,,1963,
162,34,Doug Mayberry,33.0,26.0,FB,2,0.0,220.0,6-1,"California,Utah St.",3/23/1937,2,0.0,Minnesota Vikings / 10th / 127th pick / 1961,1963,
163,35,Mike Sommer,29.0,29.0,HB,4,1.0,190.0,5-11,George Washington,10/9/1934,5,0.0,Washington Redskins / 2nd / 16th pick / 1958,1963,
164,36,Jesse Murdock,,24.0,HB,1,0.0,203.0,6-2,California Western,7/11/1939,Rook,0.0,,1963,
165,37,Herman Urenda,39.0,25.0,E,2,0.0,182.0,6-0,Pacific,4/24/1938,Rook,0.0,,1963,
166,38,Bob Mischak,87.0,31.0,G,14,5.0,237.0,6-0,Army,10/25/1932,5,0.0,Cleveland Browns / 23rd / 276th pick / 1954,1963,
167,39,Jan Barrett,82.0,24.0,E,3,0.0,226.0,6-3,Fresno St.,11/13/1939,Rook,0.0,"Kansas City Chiefs / 9th / 72nd pick / 1963, Green Bay Packers / 6th / 84th pick / 1963",1963,
168,40,Team Total,,26.2,,14,,222.7,6-1.7,,,2.8,,,1963,
169,0,Jim Otto,0.0,26.0,C,14,14.0,255.0,6-2,Miami (FL),1/5/1938,4,13.0,,1964,
170,1,Art Powell,84.0,27.0,SE,14,14.0,211.0,6-3,San Jose St.,2/25/1937,5,12.0,Philadelphia Eagles / 11th / 123rd pick / 1959,1964,
171,2,Clem Daniels,36.0,27.0,HB,14,14.0,220.0,6-1,Prairie View A&M,7/9/1937,4,12.0,,1964,
172,3,Wayne Hawkins,65.0,26.0,G,14,13.0,240.0,6-0,Pacific,6/17/1938,4,11.0,,1964,
173,4,Cotton Davidson,19.0,33.0,QB,14,7.0,182.0,6-1,Baylor,11/30/1931,10,9.0,Baltimore Colts / 1st / 5th pick / 1954,1964,
174,5,Fred Williamson,24.0,27.0,DB,14,14.0,219.0,6-3,Northwestern,3/5/1937,4,8.0,,1964,
175,6,Dalva Allen,80.0,29.0,DE,14,14.0,245.0,6-4,Houston,1/13/1935,4,7.0,Los Angeles Rams / 23rd / 267th pick / 1957,1964,
176,7,Clancy Osborne,81.0,30.0,LB,14,13.0,218.0,6-3,Arizona St.,11/23/1934,5,7.0,Los Angeles Rams / 27th / 315th pick / 1957,1964,
177,8,Dave Costa,46.0,23.0,DT,14,14.0,250.0,6-2,Utah,10/27/1941,1,7.0,"Los Angeles Rams / 3rd / 29th pick / 1963, Oakland Raiders / 7th / 49th pick / 1963",1964,
178,9,Archie Matsos,56.0,30.0,LB,14,12.0,217.0,6-0,Michigan St.,11/22/1934,4,7.0,Baltimore Colts / 16th / 189th pick / 1958,1964,
179,10,Ken Rice,75.0,25.0,T,14,11.0,240.0,6-2,Auburn,9/14/1939,3,6.0,"Buffalo Bills / 1st / 1st pick / 1961, St. Louis Cardinals / 1st / 8th pick / 1961",1964,
