,index,Player,No.,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Year,Salary
24,24,Tommie Smiley,45.0,24.0,RB,8,7.0,235.0,6-1,"Arizona,Lamar",2/18/1944,Rook,2.0,Cincinnati Bengals / 2nd / 55th pick / 1968,1968,
25,25,Bill Peterson,53.0,23.0,LLB,7,0.0,230.0,6-3,San Jose St.,6/6/1945,Rook,2.0,,1968,
26,26,Philip Spiller,48.0,23.0,DB,4,0.0,195.0,6-0,Los Angeles St.,4/2/1945,1,2.0,St. Louis Cardinals / 16th / 410th pick / 1967,1968,
27,27,Pete Perreault,64.0,29.0,G,14,3.0,248.0,6-3,Boston Univ.,3/1/1939,5,2.0,,1968,
28,28,Dewey Warren,16.0,23.0,QB,7,4.0,205.0,6-0,Tennessee,5/7/1945,Rook,2.0,Cincinnati Bengals / 6th / 155th pick / 1968,1968,
29,29,Dan Archer,78.0,24.0,G,8,0.0,245.0,6-5,Oregon,9/29/1944,1,2.0,,1968,
30,30,Mike Hibler,56.0,22.0,LB,11,3.0,235.0,6-1,Stanford,1/29/1946,Rook,2.0,Oakland Raiders / 5th / 131st pick / 1967,1968,
31,31,Bill Kindricks,65.0,22.0,DT,9,3.0,268.0,6-3,Alabama A&M,7/24/1946,Rook,2.0,Cincinnati Bengals / 6th / 143rd pick / 1968,1968,
32,32,Steve Chomyszak,79.0,24.0,DT,10,0.0,265.0,6-6,Syracuse,2/27/1944,2,2.0,New York Jets / 12th / 103rd pick / 1966,1968,
33,33,Curt Frazier,43.0,23.0,DB,14,3.0,193.0,5-11,Fresno St.,3/11/1945,Rook,2.0,,1968,
34,34,Essex Johnson,19.0,22.0,RB,14,0.0,201.0,5-9,Grambling St.,10/15/1946,Rook,2.0,Cincinnati Bengals / 6th / 156th pick / 1968,1968,
35,35,John Matlock,53.0,24.0,C,12,0.0,249.0,6-4,Miami (FL),10/19/1944,1,2.0,,1968,
36,36,Bob Kelly,77.0,30.0,T,4,0.0,270.0,6-2,New Mexico St.,8/18/1938,7,1.0,Houston Oilers / 22nd / 175th pick / 1961,1968,
37,37,Dennis Randall,81.0,23.0,DE,13,1.0,250.0,6-7,Oklahoma St.,7/7/1945,1,1.0,New York Jets / 3rd / 66th pick / 1967,1968,
38,38,Estes Banks,38.0,23.0,RB,14,3.0,215.0,6-3,Colorado,12/18/1945,1,1.0,Oakland Raiders / 8th / 188th pick / 1967,1968,
39,39,Danny Brabham,85.0,27.0,RLB,9,3.0,235.0,6-4,Arkansas,2/25/1941,5,1.0,"Houston Oilers / 1st / 6th pick / 1963, St. Louis Cardinals / 3rd / 30th pick / 1963",1968,
40,40,Marty Baccaglio,85.0,24.0,DE,3,0.0,245.0,6-3,San Jose St.,9/28/1944,Rook,1.0,San Diego Chargers / 14th / 355th pick / 1967,1968,
41,41,Paul Elzey,52.0,22.0,LB,5,1.0,235.0,6-3,Toledo,5/13/1946,Rook,1.0,Baltimore Colts / 5th / 126th pick / 1968,1968,
42,42,Bernie Erickson,50.0,24.0,LB,5,3.0,240.0,6-2,Abilene Christian,10/16/1944,1,1.0,San Diego Chargers / 5th / 121st pick / 1967,1968,
43,43,John Neidert,53.0,22.0,LB,8,1.0,230.0,6-2,Louisville,6/18/1946,Rook,1.0,Cincinnati Bengals / 6th / 145th pick / 1968,1968,
44,44,Ken Herock,34.0,27.0,TE,13,2.0,230.0,6-2,West Virginia,7/16/1941,5,1.0,,1968,
45,45,Bill Scott,37.0,24.0,DB,14,1.0,188.0,6-0,Idaho,5/18/1944,Rook,1.0,San Diego Chargers / 16th / 144th pick / 1966,1968,
46,46,Ron Lamb,40.0,25.0,RB,6,4.0,225.0,6-2,South Carolina,2/4/1943,Rook,1.0,Dallas Cowboys / 13th / 190th pick / 1966,1968,
47,47,Wayne McClure,66.0,26.0,LB,13,2.0,225.0,6-1,Mississippi,7/2/1942,Rook,1.0,Kansas City Chiefs / 9th / 239th pick / 1968,1968,
48,48,White Graves,41.0,26.0,DB,2,1.0,190.0,6-0,LSU,3/20/1942,3,0.0,Boston Patriots / 17th / 135th pick / 1965,1968,
49,49,Ed McCall,82.0,25.0,WR,1,0.0,205.0,6-3,Miles,12/19/1943,Rook,0.0,,1968,
50,50,Willie Jones,74.0,26.0,DT,1,1.0,260.0,6-1,Kansas St.,5/28/1942,1,0.0,St. Louis Cardinals / 18th / 271st pick / 1966,1968,
51,51,Teddy Washington,22.0,23.0,RB,1,0.0,210.0,5-11,"Colorado,San Diego St.",11/20/1945,Rook,0.0,Cincinnati Bengals / 13th / 354th pick / 1968,1968,
52,52,Andre White,86.0,24.0,TE,3,2.0,225.0,6-3,Florida A&M,10/7/1944,1,0.0,Washington Redskins / 19th / 281st pick / 1966,1968,
53,53,Monk Williams,6.0,23.0,FL,2,0.0,155.0,5-7,Ark-Pine Bluff,2/15/1945,Rook,0.0,Cincinnati Bengals / 6th / 163rd pick / 1968,1968,
54,54,Rex Keeling,44.0,25.0,P,1,0.0,205.0,6-4,Samford,9/9/1943,Rook,0.0,Houston Oilers / 16th / 398th pick / 1967,1968,
55,55,Team Total,,24.4,,14,,226.3,6-2.1,,,1.4,,,1968,
56,0,Eric Crabtree,10.0,25.0,WR,14,14.0,185.0,6-0,Pittsburgh,11/3/1944,3,10.0,"Denver Broncos / 13th / 112th pick / 1966, Baltimore Colts / 11th / 170th pick / 1966",1969,
57,1,Greg Cook,12.0,23.0,QB,11,11.0,220.0,6-4,Cincinnati,11/20/1946,Rook,10.0,Cincinnati Bengals / 1st / 5th pick / 1969,1969,
58,2,Bob Trumpy,84.0,24.0,TE,14,14.0,228.0,6-6,"Illinois,Utah",3/6/1945,1,10.0,Cincinnati Bengals / 12th / 301st pick / 1968,1969,
59,3,Bill Bergey,66.0,24.0,LB,14,14.0,243.0,6-4,Arkansas St.,2/9/1945,Rook,8.0,Cincinnati Bengals / 2nd / 31st pick / 1969,1969,
60,4,Andy Rice,70.0,29.0,DT,14,14.0,268.0,6-2,Texas Southern,9/6/1940,3,7.0,,1969,
61,5,Bob Johnson,54.0,23.0,C,14,14.0,262.0,6-5,Tennessee,8/19/1946,1,7.0,Cincinnati Bengals / 1st / 2nd pick / 1968,1969,
62,6,Bobby Hunt,20.0,29.0,DB,14,14.0,185.0,6-1,Auburn,8/15/1940,7,7.0,Dallas Texans / 11th / 81st pick / 1962,1969,
63,7,Howard Fest,72.0,23.0,G,14,14.0,262.0,6-6,Texas,4/11/1946,1,7.0,Cincinnati Bengals / 6th / 139th pick / 1968,1969,
64,8,Jess Phillips,30.0,22.0,RB,14,12.0,210.0,6-1,Michigan St.,2/28/1947,1,7.0,Cincinnati Bengals / 4th / 84th pick / 1968,1969,
65,9,Ernie Wright,75.0,30.0,T,14,14.0,270.0,6-4,Ohio St.,11/6/1939,9,7.0,Los Angeles Rams / 15th / 200th pick / 1961,1969,
66,10,Al Coleman,23.0,25.0,DB,14,13.0,183.0,6-1,"Jackson St.,Tennessee St.",12/27/1944,2,6.0,Minnesota Vikings / 4th / 87th pick / 1967,1969,
67,11,Speedy Thomas,17.0,22.0,WR,14,12.0,170.0,6-1,Utah,4/13/1947,Rook,6.0,Cincinnati Bengals / 3rd / 57th pick / 1969,1969,
68,12,Bill Peterson,53.0,24.0,LLB,14,12.0,230.0,6-3,San Jose St.,6/6/1945,1,6.0,,1969,
69,13,Fletcher Smith,31.0,26.0,DB,14,13.0,178.0,6-0,Tennessee St.,10/10/1943,3,6.0,Kansas City Chiefs / 8th / 69th pick / 1966,1969,
70,14,Paul Robinson,18.0,25.0,RB,14,14.0,198.0,6-0,Arizona,12/19/1944,1,6.0,Cincinnati Bengals / 3rd / 82nd pick / 1968,1969,
71,15,Ken Riley,13.0,22.0,DB,14,9.0,181.0,5-11,Florida A&M,8/6/1947,Rook,6.0,Cincinnati Bengals / 6th / 135th pick / 1969,1969,
72,16,Al Beauchamp,58.0,25.0,LB,13,13.0,237.0,6-2,Southern,6/25/1944,1,6.0,Cincinnati Bengals / 5th / 138th pick / 1968,1969,
73,17,Steve Chomyszak,79.0,25.0,DT,14,12.0,265.0,6-6,Syracuse,2/27/1944,3,5.0,New York Jets / 12th / 103rd pick / 1966,1969,
74,18,Bill Staley,83.0,23.0,DT,11,11.0,250.0,6-3,Utah St.,9/9/1946,1,5.0,Cincinnati Bengals / 2nd / 28th pick / 1968,1969,
75,19,Royce Berry,82.0,23.0,DE,13,12.0,250.0,6-4,Houston,4/14/1946,Rook,5.0,Cincinnati Bengals / 7th / 161st pick / 1969,1969,
76,20,Ernie Park,74.0,29.0,G,11,8.0,253.0,6-3,McMurry,10/22/1940,6,4.0,San Diego Chargers / 19th / 146th pick / 1963,1969,
77,21,Sam Wyche,14.0,24.0,QB,7,3.0,218.0,6-4,Furman,1/5/1945,1,4.0,,1969,
78,22,Guy Dennis,63.0,22.0,G,14,7.0,255.0,6-2,Florida,2/28/1947,Rook,4.0,Cincinnati Bengals / 5th / 109th pick / 1969,1969,
79,23,Horst Muhlmann,16.0,29.0,K,14,0.0,215.0,6-1,none,1/2/1940,Rook,4.0,,1969,
80,24,Pat Matson,73.0,25.0,G,6,6.0,245.0,6-1,Oregon,7/22/1944,3,3.0,,1969,
81,25,Ken Avery,51.0,25.0,LB,14,3.0,227.0,6-0,Southern Miss,5/23/1944,2,3.0,New York Giants / 12th / 179th pick / 1966,1969,
82,26,John Guillory,28.0,24.0,DB,11,5.0,190.0,5-10,Stanford,7/28/1945,Rook,3.0,,1969,
83,27,Ed Harmon,57.0,23.0,LB,11,0.0,235.0,6-4,Louisville,12/16/1946,Rook,3.0,Dallas Cowboys / 3rd / 71st pick / 1968,1969,
84,28,Tim Buchanan,52.0,23.0,LB,14,0.0,230.0,6-1,"Arizona St.,Hawaii",5/26/1946,Rook,3.0,Cincinnati Bengals / 8th / 187th pick / 1969,1969,
85,29,Harry Gunner,89.0,25.0,DE,14,3.0,250.0,6-6,Oregon St.,11/25/1944,1,3.0,Cincinnati Bengals / 8th / 193rd pick / 1968,1969,
86,30,Justin Canale,64.0,26.0,G,8,4.0,250.0,6-2,Mississippi St.,4/11/1943,4,2.0,"Boston Patriots / 6th / 47th pick / 1965, Cleveland Browns / 12th / 167th pick / 1965",1969,
87,31,Dave Middendorf,68.0,24.0,G,12,3.0,260.0,6-3,Washington St.,11/23/1945,1,2.0,Cincinnati Bengals / 5th / 112th pick / 1968,1969,
88,32,Marty Baccaglio,85.0,25.0,DE,14,4.0,245.0,6-3,San Jose St.,9/28/1944,1,2.0,San Diego Chargers / 14th / 355th pick / 1967,1969,
89,33,Chip Myers,25.0,24.0,WR,14,2.0,203.0,6-4,NW Oklahoma St.,7/9/1945,2,2.0,San Francisco 49ers / 10th / 248th pick / 1967,1969,
90,34,Jim Johnson,29.0,24.0,DB,11,1.0,195.0,6-1,South Carolina St.,11/30/1945,Rook,1.0,Cincinnati Bengals / 6th / 165th pick / 1968,1969,
91,35,Essex Johnson,19.0,23.0,RB,12,0.0,201.0,5-9,Grambling St.,10/15/1946,1,1.0,Cincinnati Bengals / 6th / 156th pick / 1968,1969,
92,36,Charlie King,47.0,26.0,DB,9,1.0,184.0,6-0,Purdue,1/7/1943,3,1.0,Baltimore Colts / 18th / 252nd pick / 1965,1969,
93,37,Frank Peters,77.0,22.0,T,3,0.0,250.0,6-4,Ohio,7/17/1947,Rook,1.0,New York Jets / 9th / 233rd pick / 1969,1969,
94,38,Dale Livingston,11.0,24.0,K,12,0.0,210.0,6-0,"East. Michigan,Western Michigan",3/12/1945,1,1.0,Cincinnati Bengals / 3rd / 83rd pick / 1968,1969,
95,39,Clem Turner,43.0,24.0,RB,14,2.0,236.0,6-1,Cincinnati,5/28/1945,Rook,1.0,Cincinnati Bengals / 4th / 83rd pick / 1969,1969,
96,40,Mike Wilson,67.0,22.0,T,3,0.0,245.0,6-3,Dayton,10/20/1947,Rook,1.0,Cincinnati Bengals / 14th / 343rd pick / 1969,1969,
97,41,Tommie Smith,24.0,25.0,WR,2,0.0,190.0,6-3,San Jose St.,6/6/1944,Rook,0.0,Los Angeles Rams / 9th / 226th pick / 1967,1969,
98,42,Jack Gehrke,26.0,23.0,WR,10,0.0,178.0,6-0,Utah,1/14/1946,1,0.0,Kansas City Chiefs / 10th / 265th pick / 1968,1969,
99,43,Terry Swanson,41.0,25.0,P,2,0.0,210.0,6-0,Massachusetts,1/8/1944,2,0.0,,1969,
100,44,Bruce Coslet,88.0,23.0,TE,8,0.0,227.0,6-4,Pacific,8/5/1946,Rook,0.0,,1969,
101,45,Ron Lamb,40.0,26.0,RB,14,0.0,225.0,6-2,South Carolina,2/4/1943,1,0.0,Dallas Cowboys / 13th / 190th pick / 1966,1969,
102,46,Team Total,,24.5,,14,,224.0,6-2.2,,,1.5,,,1969,
103,0,Lemar Parrish,20.0,23.0,DB,14,11.0,185.0,5-11,Lincoln (MO),12/13/1947,Rook,14.0,Cincinnati Bengals / 7th / 163rd pick / 1970,1970,
104,1,Virgil Carter,11.0,25.0,QB,13,11.0,192.0,6-1,BYU,11/9/1945,2,11.0,Chicago Bears / 6th / 142nd pick / 1967,1970,
105,2,Paul Robinson,18.0,26.0,RB,14,14.0,198.0,6-0,Arizona,12/19/1944,2,9.0,Cincinnati Bengals / 3rd / 82nd pick / 1968,1970,
106,3,Royce Berry,82.0,24.0,DE,14,14.0,250.0,6-4,Houston,4/14/1946,1,9.0,Cincinnati Bengals / 7th / 161st pick / 1969,1970,
107,4,Ken Riley,13.0,23.0,DB,14,14.0,181.0,5-11,Florida A&M,8/6/1947,1,9.0,Cincinnati Bengals / 6th / 135th pick / 1969,1970,
108,5,Fletcher Smith,31.0,27.0,DB,14,12.0,178.0,6-0,Tennessee St.,10/10/1943,4,8.0,Kansas City Chiefs / 8th / 69th pick / 1966,1970,
109,6,Chip Myers,25.0,25.0,WR,14,8.0,203.0,6-4,NW Oklahoma St.,7/9/1945,3,8.0,San Francisco 49ers / 10th / 248th pick / 1967,1970,
110,7,Bob Johnson,54.0,24.0,C,14,14.0,262.0,6-5,Tennessee,8/19/1946,2,8.0,Cincinnati Bengals / 1st / 2nd pick / 1968,1970,
111,8,Jess Phillips,30.0,23.0,RB,14,14.0,210.0,6-1,Michigan St.,2/28/1947,2,8.0,Cincinnati Bengals / 4th / 84th pick / 1968,1970,
112,9,Rufus Mayes,71.0,23.0,T,14,14.0,260.0,6-5,Ohio St.,12/5/1947,1,8.0,Chicago Bears / 1st / 14th pick / 1969,1970,
113,10,Ernie Wright,75.0,31.0,T,14,14.0,270.0,6-4,Ohio St.,11/6/1939,10,8.0,Los Angeles Rams / 15th / 200th pick / 1961,1970,
114,11,Bill Bergey,66.0,25.0,LB,14,14.0,243.0,6-4,Arkansas St.,2/9/1945,1,8.0,Cincinnati Bengals / 2nd / 31st pick / 1969,1970,
115,12,Mike Wilson,67.0,23.0,T,14,12.0,245.0,6-3,Dayton,10/20/1947,1,7.0,Cincinnati Bengals / 14th / 343rd pick / 1969,1970,
116,13,Bob Trumpy,84.0,25.0,TE,11,10.0,228.0,6-6,"Illinois,Utah",3/6/1945,2,7.0,Cincinnati Bengals / 12th / 301st pick / 1968,1970,
117,14,Al Beauchamp,58.0,26.0,LB,14,14.0,237.0,6-2,Southern,6/25/1944,2,7.0,Cincinnati Bengals / 5th / 138th pick / 1968,1970,
118,15,Steve Chomyszak,79.0,26.0,DT,14,14.0,265.0,6-6,Syracuse,2/27/1944,4,7.0,New York Jets / 12th / 103rd pick / 1966,1970,
119,16,Ron Carpenter,70.0,22.0,DT,14,14.0,261.0,6-4,North Carolina St.,6/24/1948,Rook,7.0,Cincinnati Bengals / 2nd / 32nd pick / 1970,1970,
120,17,Pat Matson,73.0,26.0,G,14,9.0,245.0,6-1,Oregon,7/22/1944,4,6.0,,1970,
121,18,Horst Muhlmann,16.0,30.0,K,14,0.0,215.0,6-1,none,1/2/1940,1,6.0,,1970,
122,19,Ken Avery,51.0,26.0,LB,14,13.0,227.0,6-0,Southern Miss,5/23/1944,3,6.0,New York Giants / 12th / 179th pick / 1966,1970,
123,20,Essex Johnson,19.0,24.0,RB,13,0.0,201.0,5-9,Grambling St.,10/15/1946,2,6.0,Cincinnati Bengals / 6th / 156th pick / 1968,1970,
124,21,Ken Dyer,27.0,24.0,DB,12,6.0,190.0,6-3,Arizona St.,3/16/1946,2,5.0,San Diego Chargers / 4th / 100th pick / 1968,1970,
125,22,Dave Lewis,15.0,25.0,QB,14,0.0,216.0,6-2,Stanford,10/16/1945,Rook,5.0,New York Giants / 5th / 109th pick / 1967,1970,
126,23,Mike Reid,74.0,23.0,DT,9,9.0,255.0,6-3,Penn St.,5/24/1947,Rook,4.0,Cincinnati Bengals / 1st / 7th pick / 1970,1970,
127,24,Al Coleman,23.0,26.0,DB,11,6.0,183.0,6-1,"Jackson St.,Tennessee St.",12/27/1944,3,4.0,Minnesota Vikings / 4th / 87th pick / 1967,1970,
128,25,Speedy Thomas,17.0,23.0,WR,14,13.0,170.0,6-1,Utah,4/13/1947,1,4.0,Cincinnati Bengals / 3rd / 57th pick / 1969,1970,
129,26,Guy Dennis,63.0,23.0,G,14,5.0,255.0,6-2,Florida,2/28/1947,1,4.0,Cincinnati Bengals / 5th / 109th pick / 1969,1970,
130,27,Eric Crabtree,10.0,26.0,WR,14,7.0,185.0,6-0,Pittsburgh,11/3/1944,4,4.0,"Denver Broncos / 13th / 112th pick / 1966, Baltimore Colts / 11th / 170th pick / 1966",1970,
131,28,Kenny Graham,33.0,29.0,DB,5,5.0,210.0,6-0,Washington St.,11/25/1941,6,4.0,"San Diego Chargers / 13th / 104th pick / 1964, Baltimore Colts / 12th / 162nd pick / 1964",1970,
132,29,Wayne McClure,65.0,28.0,LB,14,0.0,225.0,6-1,Mississippi,7/2/1942,2,3.0,Kansas City Chiefs / 9th / 239th pick / 1968,1970,
133,30,Sam Wyche,14.0,25.0,QB,14,3.0,218.0,6-4,Furman,1/5/1945,2,3.0,,1970,
134,31,Willie Jones,78.0,28.0,DT,10,5.0,260.0,6-1,Kansas St.,5/28/1942,3,3.0,St. Louis Cardinals / 18th / 271st pick / 1966,1970,
135,32,Larry Ely,59.0,23.0,MLB,11,0.0,230.0,6-1,Iowa,12/19/1947,Rook,3.0,Cincinnati Bengals / 16th / 397th pick / 1970,1970,
136,33,Marty Baccaglio,85.0,26.0,DE,14,0.0,245.0,6-3,San Jose St.,9/28/1944,2,3.0,San Diego Chargers / 14th / 355th pick / 1967,1970,
137,34,Howard Fest,72.0,24.0,G,14,2.0,262.0,6-6,Texas,4/11/1946,2,2.0,Cincinnati Bengals / 6th / 139th pick / 1968,1970,
138,35,Nick Roman,81.0,23.0,DE,4,0.0,244.0,6-3,Ohio St.,9/23/1947,Rook,2.0,Cincinnati Bengals / 10th / 241st pick / 1970,1970,
139,36,Bill Peterson,53.0,25.0,LLB,14,1.0,230.0,6-3,San Jose St.,6/6/1945,2,1.0,,1970,
140,37,John Guillory,28.0,25.0,DB,7,1.0,190.0,5-10,Stanford,7/28/1945,1,1.0,,1970,
141,38,Sandy Durko,29.0,22.0,DB,1,1.0,185.0,6-1,USC,8/29/1948,Rook,1.0,Cincinnati Bengals / 6th / 137th pick / 1970,1970,
142,39,Doug Dressler,44.0,22.0,RB,14,0.0,228.0,6-3,Cal State-Chico,8/19/1948,Rook,1.0,,1970,
143,40,Bruce Coslet,88.0,24.0,TE,14,4.0,227.0,6-4,Pacific,8/5/1946,1,1.0,,1970,
144,41,Frank Cornish,76.0,26.0,DT,1,0.0,282.0,6-4,Grambling St.,6/20/1944,4,1.0,Chicago Bears / 11th / 144th pick / 1965,1970,
145,42,Marty Amsler,89.0,28.0,DE,3,0.0,255.0,6-5,"Indiana,Evansville",10/26/1942,3,1.0,Dallas Cowboys / 18th / 243rd pick / 1965,1970,
146,43,Ron Lamb,40.0,27.0,RB,14,0.0,225.0,6-2,South Carolina,2/4/1943,2,0.0,Dallas Cowboys / 13th / 190th pick / 1966,1970,
147,44,Mike Kelly,87.0,22.0,TE,12,0.0,215.0,6-4,Davidson,1/14/1948,Rook,0.0,,1970,
148,45,Paul Dunn,21.0,22.0,RB,5,0.0,210.0,6-0,"San Francisco St.,U.S. International",7/14/1948,Rook,0.0,Cincinnati Bengals / 13th / 319th pick / 1970,1970,
149,46,Team Total,,24.9,,14,,225.0,6-2.2,,,1.9,,,1970,
150,0,Lemar Parrish,20.0,24.0,DB,14,14.0,185.0,5-11,Lincoln (MO),12/13/1947,1,12.0,Cincinnati Bengals / 7th / 163rd pick / 1970,1971,
151,1,Essex Johnson,19.0,25.0,RB,14,0.0,201.0,5-9,Grambling St.,10/15/1946,3,8.0,Cincinnati Bengals / 6th / 156th pick / 1968,1971,
152,2,Virgil Carter,11.0,26.0,QB,10,10.0,192.0,6-1,BYU,11/9/1945,3,8.0,Chicago Bears / 6th / 142nd pick / 1967,1971,
153,3,Bob Johnson,54.0,25.0,C,14,14.0,262.0,6-5,Tennessee,8/19/1946,3,8.0,Cincinnati Bengals / 1st / 2nd pick / 1968,1971,
154,4,Vern Holland,76.0,23.0,T,14,14.0,268.0,6-5,Tennessee St.,6/27/1948,Rook,8.0,Cincinnati Bengals / 1st / 15th pick / 1971,1971,
155,5,Fred Willis,33.0,24.0,RB,14,6.0,212.0,6-0,Boston Col.,12/9/1947,Rook,8.0,Cincinnati Bengals / 4th / 93rd pick / 1971,1971,
156,6,Pat Matson,73.0,27.0,G,14,14.0,245.0,6-1,Oregon,7/22/1944,5,8.0,,1971,
157,7,Al Beauchamp,58.0,27.0,LB,14,14.0,237.0,6-2,Southern,6/25/1944,3,8.0,Cincinnati Bengals / 5th / 138th pick / 1968,1971,
158,8,Bob Trumpy,84.0,26.0,TE,14,14.0,228.0,6-6,"Illinois,Utah",3/6/1945,3,7.0,Cincinnati Bengals / 12th / 301st pick / 1968,1971,
159,9,Howard Fest,72.0,25.0,G,14,11.0,262.0,6-6,Texas,4/11/1946,3,7.0,Cincinnati Bengals / 6th / 139th pick / 1968,1971,
160,10,Ken Riley,13.0,24.0,DB,13,13.0,181.0,5-11,Florida A&M,8/6/1947,2,7.0,Cincinnati Bengals / 6th / 135th pick / 1969,1971,
161,11,Mike Reid,74.0,24.0,DT,14,14.0,255.0,6-3,Penn St.,5/24/1947,1,7.0,Cincinnati Bengals / 1st / 7th pick / 1970,1971,
162,12,Steve Chomyszak,79.0,27.0,DT,14,14.0,265.0,6-6,Syracuse,2/27/1944,5,7.0,New York Jets / 12th / 103rd pick / 1966,1971,
163,13,Ron Carpenter,70.0,23.0,DT,14,14.0,261.0,6-4,North Carolina St.,6/24/1948,1,6.0,Cincinnati Bengals / 2nd / 32nd pick / 1970,1971,
164,14,Bill Bergey,66.0,26.0,LB,14,14.0,243.0,6-4,Arkansas St.,2/9/1945,2,6.0,Cincinnati Bengals / 2nd / 31st pick / 1969,1971,
165,15,Ken Avery,51.0,27.0,LB,14,13.0,227.0,6-0,Southern Miss,5/23/1944,4,6.0,New York Giants / 12th / 179th pick / 1966,1971,
166,16,Sandy Durko,29.0,23.0,DB,14,12.0,185.0,6-1,USC,8/29/1948,1,6.0,Cincinnati Bengals / 6th / 137th pick / 1970,1971,
167,17,Royce Berry,82.0,25.0,DE,14,14.0,250.0,6-4,Houston,4/14/1946,2,6.0,Cincinnati Bengals / 7th / 161st pick / 1969,1971,
168,18,Jess Phillips,30.0,24.0,RB,14,10.0,210.0,6-1,Michigan St.,2/28/1947,3,5.0,Cincinnati Bengals / 4th / 84th pick / 1968,1971,
169,19,Rufus Mayes,71.0,24.0,T,14,7.0,260.0,6-5,Ohio St.,12/5/1947,2,5.0,Chicago Bears / 1st / 14th pick / 1969,1971,
