,index,Player,No.,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Year,Salary
14,14,Bryan Schwartz,58.0,24.0,LB,14,9.0,253.0,6-4,Augustana (SD),12/5/1971,Rook,4.0,Jacksonville Jaguars / 2nd / 64th pick / 1995,1995,
15,15,Tom Myslinski,50.0,27.0,G,9,9.0,283.0,6-3,Tennessee,12/7/1968,3,4.0,Dallas Cowboys / 4th / 109th pick / 1992,1995,
16,16,Shawn Bouwens,66.0,27.0,G,10,9.0,293.0,6-5,Nebraska Wesleyan,5/25/1968,4,4.0,New England Patriots / 9th / 226th pick / 1990,1995,
17,17,Pete Mitchell,83.0,24.0,TE,16,5.0,243.0,6-2,Boston Col.,10/9/1971,Rook,4.0,Miami Dolphins / 4th / 122nd pick / 1995,1995,
18,18,Jeff Lageman,56.0,28.0,DE,11,11.0,266.0,6-6,Virginia,7/18/1967,6,4.0,New York Jets / 1st / 14th pick / 1989,1995,
19,19,Steve Beuerlein,7.0,30.0,QB,7,6.0,220.0,6-3,Notre Dame,3/7/1965,7,3.0,Los Angeles Raiders / 4th / 110th pick / 1987,1995,
20,20,Jimmy Smith,82.0,26.0,WR,16,4.0,213.0,6-1,Jackson St.,2/9/1969,3,3.0,Dallas Cowboys / 2nd / 36th pick / 1992,1995,
21,21,Cedric Tillman,87.0,25.0,WR,13,2.0,204.0,6-2,Alcorn St.,7/22/1970,3,3.0,Denver Broncos / 11th / 305th pick / 1992,1995,
22,22,James Williams,90.0,27.0,LILB,12,6.0,246.0,6-0,Mississippi St.,10/10/1968,5,3.0,New Orleans Saints / 6th / 158th pick / 1990,1995,
23,23,Corey Mayfield,98.0,25.0,DT,16,4.0,302.0,6-3,Oklahoma,2/25/1970,3,3.0,San Francisco 49ers / 10th / 269th pick / 1992,1995,
24,24,Bryan Barker,4.0,31.0,P,16,0.0,202.0,6-1,Santa Clara,6/28/1964,5,3.0,,1995,
25,25,Mark Williams,51.0,24.0,RLB,11,10.0,242.0,6-3,Ohio St.,5/17/1971,1,3.0,,1995,
26,26,Mike Dumas,38.0,26.0,DB,14,8.0,198.0,6-0,Indiana,3/18/1969,4,3.0,Houston Oilers / 2nd / 28th pick / 1991,1995,
27,27,Rich Griffith,85.0,26.0,TE,16,15.0,262.0,6-5,Arizona,7/31/1969,2,2.0,New England Patriots / 5th / 138th pick / 1993,1995,
28,28,Mike Hollis,1.0,23.0,K,16,0.0,179.0,5-7,Idaho,5/22/1972,Rook,2.0,,1995,
29,29,Desmond Howard,81.0,25.0,WR,13,6.0,185.0,5-10,Michigan,5/15/1970,3,2.0,Washington Redskins / 1st / 4th pick / 1992,1995,
30,30,Ben Coleman,62.0,24.0,G,10,5.0,330.0,6-5,Wake Forest,5/18/1971,2,2.0,Phoenix Cardinals / 2nd / 32nd pick / 1993,1995,
31,31,Travis Davis,45.0,22.0,DB,9,5.0,203.0,6-0,Notre Dame,1/10/1973,Rook,2.0,New Orleans Saints / 7th / 242nd pick / 1995,1995,
32,32,Ernest Givins,84.0,31.0,WR,9,9.0,178.0,5-9,"NE Oklahoma A&M,Louisville",9/3/1964,9,2.0,Houston Oilers / 2nd / 34th pick / 1986,1995,
33,33,Vaughn Dunbar,32.0,27.0,RB,14,6.0,204.0,5-10,"NE State (OK),Indiana",9/4/1968,3,2.0,New Orleans Saints / 1st / 21st pick / 1992,1995,
34,34,Paul Frase,91.0,30.0,DE,9,5.0,272.0,6-5,Syracuse,5/6/1965,7,2.0,New York Jets / 6th / 146th pick / 1988,1995,
35,35,Le'Shai Maston,35.0,25.0,RB,16,10.0,227.0,6-0,Baylor,10/7/1970,2,2.0,,1995,
36,36,Curtis Marsh,89.0,25.0,WR,9,0.0,201.0,6-2,Utah,11/24/1970,Rook,1.0,Jacksonville Jaguars / 7th / 219th pick / 1995,1995,
37,37,Dave Thomas,41.0,27.0,DB,16,2.0,213.0,6-3,"Butler (KS),Tennessee",8/25/1968,2,1.0,Dallas Cowboys / 8th / 203rd pick / 1993,1995,
38,38,Monty Grow,28.0,24.0,DB,4,1.0,214.0,6-4,Florida,9/4/1971,1,1.0,,1995,
39,39,Tom McManus,55.0,25.0,MLB,14,2.0,252.0,6-2,Boston Col.,7/30/1970,Rook,1.0,,1995,
40,40,Ernie Logan,93.0,27.0,NT,15,1.0,290.0,6-3,East Carolina,5/18/1968,4,1.0,Atlanta Falcons / 9th / 226th pick / 1991,1995,
41,41,Santo Stephens,53.0,26.0,LB,13,0.0,244.0,6-4,Temple,6/16/1969,2,1.0,,1995,
42,42,Darren Carrington,29.0,29.0,DB,6,2.0,200.0,6-2,"Pittsburgh,Northern Arizona",10/10/1966,6,1.0,Denver Broncos / 5th / 134th pick / 1989,1995,
43,43,Randy Jordan,23.0,25.0,RB,12,3.0,207.0,5-10,North Carolina,6/6/1970,2,1.0,,1995,
44,44,Bruce Wilkerson,68.0,31.0,T,10,0.0,295.0,6-5,Tennessee,7/28/1964,8,1.0,Los Angeles Raiders / 2nd / 52nd pick / 1987,1995,
45,45,Rogerick Green,26.0,26.0,DB,14,0.0,182.0,6-0,Kansas St.,12/15/1969,3,1.0,Tampa Bay Buccaneers / 5th / 118th pick / 1992,1995,
46,46,Ray Hall,97.0,24.0,DT,12,0.0,294.0,6-4,Washington St.,3/2/1971,Rook,1.0,,1995,
47,47,Eugene Chung,69.0,26.0,G,11,0.0,301.0,6-4,Virginia Tech,6/14/1969,3,1.0,New England Patriots / 1st / 13th pick / 1992,1995,
48,48,Bernard Carter,96.0,24.0,LB,5,0.0,238.0,6-3,East Carolina,8/22/1971,Rook,0.0,Tampa Bay Buccaneers / 6th / 165th pick / 1994,1995,
49,49,Deral Boykin,21.0,25.0,DB,5,0.0,198.0,5-11,Louisville,9/2/1970,2,0.0,Los Angeles Rams / 6th / 149th pick / 1993,1995,
50,50,Mike Thompson,95.0,24.0,DT,2,0.0,295.0,6-4,Wisconsin,12/22/1971,Rook,0.0,Jacksonville Jaguars / 4th / 123rd pick / 1995,1995,
51,51,Brant Boyer,52.0,24.0,MLB,2,0.0,240.0,6-1,Arizona,6/27/1971,1,0.0,Miami Dolphins / 6th / 177th pick / 1994,1995,
52,52,Darren Studstill,30.0,25.0,DB,8,0.0,186.0,6-1,West Virginia,8/9/1970,1,0.0,Dallas Cowboys / 6th / 191st pick / 1994,1995,
53,53,Ryan Christopherson,36.0,23.0,RB,11,0.0,237.0,5-11,Wyoming,7/26/1972,Rook,0.0,Jacksonville Jaguars / 5th / 169th pick / 1995,1995,
54,54,Bronzell Miller,65.0,24.0,DE,3,0.0,247.0,6-4,Utah,10/12/1971,Rook,0.0,St. Louis Rams / 7th / 239th pick / 1995,1995,
55,55,Reggie Clark,59.0,28.0,LB,5,0.0,238.0,6-2,North Carolina,10/17/1967,1,0.0,,1995,
56,56,Ashley Sheppard,96.0,26.0,LB,2,0.0,240.0,6-3,Clemson,1/21/1969,2,0.0,Minnesota Vikings / 4th / 106th pick / 1993,1995,
57,57,Reggie Cobb,34.0,27.0,RB,1,0.0,212.0,6-1,Tennessee,7/7/1968,5,0.0,Tampa Bay Buccaneers / 2nd / 30th pick / 1990,1995,
58,58,Frank Cornish,63.0,28.0,C,3,0.0,287.0,6-4,UCLA,9/24/1967,5,0.0,San Diego Chargers / 6th / 143rd pick / 1990,1995,
59,59,Gordon Laro,40.0,23.0,TE,2,0.0,253.0,6-3,"Michigan,Boston Col.",4/17/1972,Rook,0.0,,1995,
60,60,Craig Keith,88.0,24.0,TE,11,2.0,262.0,6-3,Lenoir-Rhyne,4/27/1971,2,0.0,Pittsburgh Steelers / 7th / 189th pick / 1993,1995,
61,61,Tommy Johnson,21.0,24.0,DB,1,0.0,183.0,5-10,Alabama,12/5/1971,Rook,0.0,,1995,
62,62,Rob Johnson,11.0,22.0,QB,1,0.0,204.0,6-4,USC,3/18/1973,Rook,0.0,Jacksonville Jaguars / 4th / 99th pick / 1995,1995,
63,63,Chris Hudson,20.0,24.0,DB,1,0.0,199.0,5-10,Colorado,10/6/1971,Rook,0.0,Jacksonville Jaguars / 3rd / 71st pick / 1995,1995,
64,64,Greg Huntington,78.0,25.0,C,4,0.0,297.0,6-3,Penn St.,9/22/1970,2,0.0,Washington Redskins / 5th / 128th pick / 1993,1995,
65,65,Team Total,,25.8,,16,,241.7,6-2.1,,,2.5,,,1995,
66,0,Mark Brunell,8.0,26.0,QB,16,16.0,215.0,6-1,Washington,9/17/1970,2,16.0,Green Bay Packers / 5th / 118th pick / 1993,1996,
67,1,Tony Boselli,71.0,24.0,T,16,16.0,324.0,6-7,USC,4/17/1972,1,11.0,Jacksonville Jaguars / 1st / 2nd pick / 1995,1996,
68,2,Jimmy Smith,82.0,27.0,WR,16,9.0,213.0,6-1,Jackson St.,2/9/1969,4,11.0,Dallas Cowboys / 2nd / 36th pick / 1992,1996,
69,3,Keenan McCardell,87.0,26.0,WR,16,15.0,191.0,6-1,UNLV,1/6/1970,4,10.0,Washington Redskins / 12th / 326th pick / 1991,1996,
70,4,Kevin Hardy,51.0,23.0,LB,16,15.0,259.0,6-4,Illinois,7/24/1973,Rook,8.0,Jacksonville Jaguars / 1st / 2nd pick / 1996,1996,
71,5,Ben Coleman,62.0,25.0,G,16,16.0,330.0,6-5,Wake Forest,5/18/1971,3,8.0,Phoenix Cardinals / 2nd / 32nd pick / 1993,1996,
72,6,Leon Searcy,72.0,27.0,T,16,16.0,313.0,6-4,Miami (FL),12/21/1969,4,8.0,Pittsburgh Steelers / 1st / 11th pick / 1992,1996,
73,7,Dave Widell,79.0,31.0,C,15,14.0,303.0,6-7,Boston Col.,5/14/1965,8,7.0,Dallas Cowboys / 4th / 94th pick / 1988,1996,
74,8,Clyde Simmons,96.0,32.0,DE,16,14.0,292.0,6-5,Western Carolina,8/4/1964,10,7.0,Philadelphia Eagles / 9th / 233rd pick / 1986,1996,
75,9,Chris Hudson,37.0,25.0,DB,16,16.0,199.0,5-10,Colorado,10/6/1971,1,7.0,Jacksonville Jaguars / 3rd / 71st pick / 1995,1996,
76,10,Eddie Robinson,50.0,26.0,LB,16,15.0,240.0,6-1,Alabama St.,4/13/1970,4,7.0,Houston Oilers / 2nd / 50th pick / 1992,1996,
77,11,John Jurkovic,64.0,29.0,DT,16,14.0,301.0,6-2,Eastern Illinois,8/18/1967,5,7.0,,1996,
78,12,Don Davey,92.0,28.0,DT,16,12.0,273.0,6-4,Wisconsin,4/8/1968,5,6.0,Green Bay Packers / 3rd / 67th pick / 1991,1996,
79,13,James Stewart,33.0,25.0,RB,13,11.0,224.0,6-1,Tennessee,12/27/1971,1,6.0,Jacksonville Jaguars / 1st / 19th pick / 1995,1996,
80,14,Mickey Washington,25.0,28.0,DB,16,16.0,195.0,5-9,Texas A&M,7/8/1968,6,6.0,Phoenix Cardinals / 8th / 199th pick / 1990,1996,
81,15,Joel Smeenge,99.0,28.0,DE,10,10.0,262.0,6-6,Western Michigan,4/1/1968,6,5.0,New Orleans Saints / 3rd / 71st pick / 1990,1996,
82,16,Pete Mitchell,83.0,25.0,TE,16,7.0,243.0,6-2,Boston Col.,10/9/1971,1,5.0,Miami Dolphins / 4th / 122nd pick / 1995,1996,
83,17,Dana Hall,28.0,27.0,DB,16,10.0,208.0,6-3,Washington,7/8/1969,4,5.0,San Francisco 49ers / 1st / 18th pick / 1992,1996,
84,18,Tom McManus,55.0,26.0,MLB,16,11.0,252.0,6-2,Boston Col.,7/30/1970,1,5.0,,1996,
85,19,Jeff Lageman,56.0,29.0,DE,12,9.0,266.0,6-6,Virginia,7/18/1967,7,5.0,New York Jets / 1st / 14th pick / 1989,1996,
86,20,Brian DeMarco,73.0,24.0,G,10,9.0,323.0,6-7,Michigan St.,4/9/1972,1,5.0,Jacksonville Jaguars / 2nd / 40th pick / 1995,1996,
87,21,Andre Rison,81.0,29.0,WR,10,9.0,188.0,6-1,Michigan St.,3/18/1967,7,4.0,Indianapolis Colts / 1st / 22nd pick / 1989,1996,
88,22,Travis Davis,45.0,23.0,DB,16,7.0,203.0,6-0,Notre Dame,1/10/1973,1,4.0,New Orleans Saints / 7th / 242nd pick / 1995,1996,
89,23,Tony Brackens,90.0,22.0,DE,16,1.0,267.0,6-4,Texas,12/26/1974,Rook,4.0,Jacksonville Jaguars / 2nd / 33rd pick / 1996,1996,
90,24,Rich Tylski,76.0,25.0,G,16,7.0,305.0,6-4,Utah St.,2/27/1971,Rook,4.0,,1996,
91,25,Mike Hollis,1.0,24.0,K,16,0.0,179.0,5-7,Idaho,5/22/1972,1,4.0,,1996,
92,26,Willie Jackson,80.0,25.0,WR,16,2.0,212.0,6-1,Florida,8/16/1971,1,4.0,Dallas Cowboys / 4th / 109th pick / 1994,1996,
93,27,Natrone Means,20.0,24.0,RB,14,4.0,245.0,5-10,North Carolina,4/26/1972,3,4.0,San Diego Chargers / 2nd / 41st pick / 1993,1996,
94,28,Kelvin Pritchett,94.0,27.0,DT,13,4.0,322.0,6-3,Mississippi,10/24/1969,5,3.0,Dallas Cowboys / 1st / 20th pick / 1991,1996,
95,29,Dave Thomas,41.0,28.0,DB,9,5.0,213.0,6-3,"Butler (KS),Tennessee",8/25/1968,3,3.0,Dallas Cowboys / 8th / 203rd pick / 1993,1996,
96,30,Aaron Beasley,21.0,23.0,DB,9,7.0,205.0,6-0,West Virginia,7/7/1973,Rook,3.0,Jacksonville Jaguars / 3rd / 63rd pick / 1996,1996,
97,31,Bryan Schwartz,58.0,25.0,LB,4,3.0,253.0,6-4,Augustana (SD),12/5/1971,1,2.0,Jacksonville Jaguars / 2nd / 64th pick / 1995,1996,
98,32,Robert Massey,40.0,29.0,DB,16,2.0,200.0,5-11,North Carolina Central,2/17/1967,7,2.0,New Orleans Saints / 2nd / 46th pick / 1989,1996,
99,33,Bryan Barker,4.0,32.0,P,16,0.0,202.0,6-1,Santa Clara,6/28/1964,6,2.0,,1996,
100,34,Vinnie Clark,27.0,27.0,DB,4,4.0,202.0,6-0,Ohio St.,1/22/1969,5,2.0,Green Bay Packers / 1st / 19th pick / 1991,1996,
101,35,Michael Cheever,63.0,23.0,C,11,2.0,293.0,6-4,Georgia Tech,6/24/1973,Rook,2.0,Jacksonville Jaguars / 2nd / 60th pick / 1996,1996,
102,36,Ricky Bell,42.0,22.0,DB,12,0.0,194.0,5-10,North Carolina St.,10/2/1974,Rook,1.0,,1996,
103,37,Brant Boyer,52.0,25.0,MLB,12,0.0,240.0,6-1,Arizona,6/27/1971,2,1.0,Miami Dolphins / 6th / 177th pick / 1994,1996,
104,38,Bucky Brooks,22.0,25.0,DB,6,1.0,192.0,6-0,North Carolina,1/22/1971,2,1.0,Buffalo Bills / 2nd / 48th pick / 1994,1996,
105,39,Le'Shai Maston,35.0,26.0,RB,15,7.0,227.0,6-0,Baylor,10/7/1970,3,1.0,,1996,
106,40,Derek Brown,86.0,26.0,TE,16,14.0,259.0,6-6,Notre Dame,3/31/1970,4,1.0,New York Giants / 1st / 14th pick / 1992,1996,
107,41,Paul Frase,91.0,31.0,DE,14,0.0,272.0,6-5,Syracuse,5/6/1965,8,1.0,New York Jets / 6th / 146th pick / 1988,1996,
108,42,Jeff Kopp,57.0,25.0,LB,12,0.0,244.0,6-3,USC,7/8/1971,1,1.0,Miami Dolphins / 6th / 194th pick / 1995,1996,
109,43,Randy Jordan,23.0,26.0,RB,15,0.0,207.0,5-10,North Carolina,6/6/1970,3,0.0,,1996,
110,44,Darren Studstill,30.0,26.0,DB,7,0.0,186.0,6-1,West Virginia,8/9/1970,2,0.0,Dallas Cowboys / 6th / 191st pick / 1994,1996,
111,45,Kendricke Bullard,88.0,24.0,WR,12,0.0,183.0,6-1,Arkansas St.,4/30/1972,Rook,0.0,,1996,
112,46,Ryan Christopherson,36.0,24.0,RB,2,0.0,237.0,5-11,Wyoming,7/26/1972,1,0.0,Jacksonville Jaguars / 5th / 169th pick / 1995,1996,
113,47,Reggie Clark,59.0,29.0,LB,5,0.0,238.0,6-2,North Carolina,10/17/1967,2,0.0,,1996,
114,48,Nate Dingle,53.0,25.0,LB,2,0.0,252.0,6-2,Cincinnati,7/23/1971,1,0.0,,1996,
115,49,Andre Davis,77.0,21.0,DT,2,0.0,330.0,6-3,Southern,10/7/1975,Rook,0.0,,1996,
116,50,Jeff Novak,67.0,29.0,G,5,0.0,297.0,6-6,Texas St.,7/27/1967,2,0.0,San Diego Chargers / 7th / 172nd pick / 1990,1996,
117,51,Rashid Gayle,24.0,22.0,DB,2,0.0,174.0,5-8,Boise St.,4/16/1974,Rook,0.0,,1996,
118,52,Roger Graham,34.0,24.0,RB,1,0.0,217.0,5-11,New Haven,11/8/1972,Rook,0.0,,1996,
119,53,Rich Griffith,85.0,27.0,TE,16,2.0,262.0,6-5,Arizona,7/31/1969,3,0.0,New England Patriots / 5th / 138th pick / 1993,1996,
120,54,Ty Hallock,49.0,25.0,RB,7,0.0,252.0,6-2,Michigan St.,4/30/1971,3,0.0,Detroit Lions / 7th / 174th pick / 1993,1996,
121,55,Reggie Barlow,84.0,23.0,WR,7,0.0,190.0,6-0,Alabama St.,1/22/1973,Rook,0.0,Jacksonville Jaguars / 4th / 110th pick / 1996,1996,
122,56,Curtis Marsh,89.0,26.0,WR,1,0.0,201.0,6-2,Utah,11/24/1970,1,0.0,Jacksonville Jaguars / 7th / 219th pick / 1995,1996,
123,57,Ernie Logan,93.0,28.0,NT,4,0.0,290.0,6-3,East Carolina,5/18/1968,5,0.0,Atlanta Falcons / 9th / 226th pick / 1991,1996,
124,58,Rob Johnson,11.0,23.0,QB,2,0.0,204.0,6-4,USC,3/18/1973,1,0.0,Jacksonville Jaguars / 4th / 99th pick / 1995,1996,
125,59,Greg Huntington,66.0,26.0,C,2,0.0,297.0,6-3,Penn St.,9/22/1970,3,0.0,Washington Redskins / 5th / 128th pick / 1993,1996,
126,60,Team Total,,25.9,,16,,242.7,6-2.0,,,2.8,,,1996,
127,0,Tony Boselli,71.0,25.0,T,12,12.0,324.0,6-7,USC,4/17/1972,2,15.0,Jacksonville Jaguars / 1st / 2nd pick / 1995,1997,
128,1,Mark Brunell,8.0,27.0,QB,14,14.0,215.0,6-1,Washington,9/17/1970,3,15.0,Green Bay Packers / 5th / 118th pick / 1993,1997,
129,2,Jimmy Smith,82.0,28.0,WR,16,16.0,213.0,6-1,Jackson St.,2/9/1969,5,14.0,Dallas Cowboys / 2nd / 36th pick / 1992,1997,
130,3,Keenan McCardell,87.0,27.0,WR,16,16.0,191.0,6-1,UNLV,1/6/1970,5,13.0,Washington Redskins / 12th / 326th pick / 1991,1997,
131,4,Leon Searcy,72.0,28.0,T,16,16.0,313.0,6-4,Miami (FL),12/21/1969,5,10.0,Pittsburgh Steelers / 1st / 11th pick / 1992,1997,
132,5,Ben Coleman,62.0,26.0,G,16,16.0,330.0,6-5,Wake Forest,5/18/1971,4,10.0,Phoenix Cardinals / 2nd / 32nd pick / 1993,1997,
133,6,Dave Widell,79.0,32.0,C,16,12.0,303.0,6-7,Boston Col.,5/14/1965,9,8.0,Dallas Cowboys / 4th / 94th pick / 1988,1997,
134,7,Rich Tylski,76.0,26.0,G,13,13.0,305.0,6-4,Utah St.,2/27/1971,1,8.0,,1997,
135,8,James Stewart,33.0,26.0,RB,16,5.0,224.0,6-1,Tennessee,12/27/1971,2,8.0,Jacksonville Jaguars / 1st / 19th pick / 1995,1997,
136,9,Eddie Robinson,50.0,27.0,LB,16,13.0,240.0,6-1,Alabama St.,4/13/1970,5,7.0,Houston Oilers / 2nd / 50th pick / 1992,1997,
137,10,Chris Hudson,37.0,26.0,DB,16,16.0,199.0,5-10,Colorado,10/6/1971,2,7.0,Jacksonville Jaguars / 3rd / 71st pick / 1995,1997,
138,11,Jeff Lageman,56.0,30.0,DE,16,16.0,266.0,6-6,Virginia,7/18/1967,8,7.0,New York Jets / 1st / 14th pick / 1989,1997,
139,12,Bryan Schwartz,58.0,26.0,LB,16,16.0,253.0,6-4,Augustana (SD),12/5/1971,2,7.0,Jacksonville Jaguars / 2nd / 64th pick / 1995,1997,
140,13,Dave Thomas,41.0,29.0,DB,16,16.0,213.0,6-3,"Butler (KS),Tennessee",8/25/1968,4,7.0,Dallas Cowboys / 8th / 203rd pick / 1993,1997,
141,14,Travis Davis,45.0,24.0,DB,16,16.0,203.0,6-0,Notre Dame,1/10/1973,2,7.0,New Orleans Saints / 7th / 242nd pick / 1995,1997,
142,15,Natrone Means,20.0,25.0,RB,14,11.0,245.0,5-10,North Carolina,4/26/1972,4,7.0,San Diego Chargers / 2nd / 41st pick / 1993,1997,
143,16,Deon Figures,27.0,27.0,DB,16,12.0,200.0,6-0,Colorado,1/10/1970,4,6.0,Pittsburgh Steelers / 1st / 23rd pick / 1993,1997,
144,17,Clyde Simmons,96.0,33.0,DE,16,13.0,292.0,6-5,Western Carolina,8/4/1964,11,6.0,Philadelphia Eagles / 9th / 233rd pick / 1986,1997,
145,18,Kevin Hardy,51.0,24.0,LB,13,11.0,259.0,6-4,Illinois,7/24/1973,1,5.0,Jacksonville Jaguars / 1st / 2nd pick / 1996,1997,
146,19,Brian DeMarco,73.0,25.0,G,14,5.0,323.0,6-7,Michigan St.,4/9/1972,2,4.0,Jacksonville Jaguars / 2nd / 40th pick / 1995,1997,
147,20,Don Davey,92.0,29.0,DT,10,10.0,273.0,6-4,Wisconsin,4/8/1968,6,4.0,Green Bay Packers / 3rd / 67th pick / 1991,1997,
148,21,Tony Brackens,90.0,23.0,DE,15,3.0,267.0,6-4,Texas,12/26/1974,1,4.0,Jacksonville Jaguars / 2nd / 33rd pick / 1996,1997,
149,22,Pete Mitchell,83.0,26.0,TE,16,12.0,243.0,6-2,Boston Col.,10/9/1971,2,4.0,Miami Dolphins / 4th / 122nd pick / 1995,1997,
150,23,Mike Hollis,1.0,25.0,K,16,0.0,179.0,5-7,Idaho,5/22/1972,2,4.0,,1997,
151,24,Renaldo Wynn,97.0,23.0,DE,16,8.0,292.0,6-3,Notre Dame,9/3/1974,Rook,4.0,Jacksonville Jaguars / 1st / 21st pick / 1997,1997,
152,25,Kelvin Pritchett,94.0,28.0,DT,8,5.0,322.0,6-3,Mississippi,10/24/1969,6,3.0,Dallas Cowboys / 1st / 20th pick / 1991,1997,
153,26,Bryan Barker,4.0,33.0,P,16,0.0,202.0,6-1,Santa Clara,6/28/1964,7,3.0,,1997,
154,27,Seth Payne,91.0,22.0,DT,12,5.0,303.0,6-4,Cornell,2/12/1975,Rook,3.0,Jacksonville Jaguars / 4th / 114th pick / 1997,1997,
155,28,Joel Smeenge,99.0,29.0,DE,16,0.0,262.0,6-6,Western Michigan,4/1/1968,7,3.0,New Orleans Saints / 3rd / 71st pick / 1990,1997,
156,29,Michael Cheever,63.0,24.0,C,6,4.0,293.0,6-4,Georgia Tech,6/24/1973,1,3.0,Jacksonville Jaguars / 2nd / 60th pick / 1996,1997,
157,30,Aaron Beasley,21.0,24.0,DB,9,7.0,205.0,6-0,West Virginia,7/7/1973,1,3.0,Jacksonville Jaguars / 3rd / 63rd pick / 1996,1997,
158,31,Rob Johnson,11.0,24.0,QB,5,1.0,204.0,6-4,USC,3/18/1973,2,2.0,Jacksonville Jaguars / 4th / 99th pick / 1995,1997,
159,32,Willie Jackson,80.0,26.0,WR,16,1.0,212.0,6-1,Florida,8/16/1971,2,2.0,Dallas Cowboys / 4th / 109th pick / 1994,1997,
160,33,Jeff Kopp,57.0,26.0,LB,16,3.0,244.0,6-3,USC,7/8/1971,2,2.0,Miami Dolphins / 6th / 194th pick / 1995,1997,
161,34,Brant Boyer,52.0,26.0,MLB,16,2.0,240.0,6-1,Arizona,6/27/1971,3,2.0,Miami Dolphins / 6th / 177th pick / 1994,1997,
162,35,Reggie Barlow,84.0,24.0,WR,16,0.0,190.0,6-0,Alabama St.,1/22/1973,1,2.0,Jacksonville Jaguars / 4th / 110th pick / 1996,1997,
163,36,Jeff Novak,67.0,30.0,G,7,2.0,297.0,6-6,Texas St.,7/27/1967,3,2.0,San Diego Chargers / 7th / 172nd pick / 1990,1997,
164,37,Ty Hallock,49.0,26.0,RB,15,7.0,252.0,6-2,Michigan St.,4/30/1971,4,2.0,Detroit Lions / 7th / 174th pick / 1993,1997,
165,38,Ricky Parker,29.0,23.0,DB,12,0.0,194.0,6-0,San Diego St.,12/4/1974,Rook,1.0,Chicago Bears / 6th / 201st pick / 1997,1997,
166,39,Esera Tuaolo,93.0,29.0,NT,6,1.0,277.0,6-2,Oregon St.,7/11/1968,6,1.0,Green Bay Packers / 2nd / 35th pick / 1991,1997,
167,40,Curtis Anderson,25.0,24.0,DB,9,0.0,193.0,6-0,Pittsburgh,9/29/1973,Rook,1.0,,1997,
168,41,Dana Hall,28.0,28.0,DB,16,0.0,208.0,6-3,Washington,7/8/1969,5,1.0,San Francisco 49ers / 1st / 18th pick / 1992,1997,
169,42,Damon Jones,88.0,23.0,TE,11,3.0,270.0,6-5,"Michigan,Southern Illinois",9/18/1974,Rook,1.0,Jacksonville Jaguars / 5th / 147th pick / 1997,1997,
170,43,Derek Brown,86.0,27.0,TE,13,8.0,259.0,6-6,Notre Dame,3/31/1970,5,1.0,New York Giants / 1st / 14th pick / 1992,1997,
