,index,Player,No.,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Year,Salary
59,4,Buck Gavin,,32.0,B,9,9.0,179.0,5-10,none,6/8/1891,3,,,1923,
60,5,Jack Gray,,,E,1,1.0,175.0,5-11,Princeton,0/0/0,Rook,,,1923,
61,6,Hal Hansen,,31.0,FB,1,0.0,200.0,5-10,Minnesota,9/3/1892,Rook,,,1923,
62,7,Norbert Hayes,,27.0,E,6,5.0,175.0,5-11,Marquette,11/21/1896,1,,,1923,
63,8,Curly Lambeau,,25.0,TB,10,9.0,187.0,5-10,"Wisconsin,Notre Dame",4/9/1898,2,,,1923,
64,9,Wes Leaper,,23.0,E,2,1.0,175.0,5-11,Wisconsin,10/23/1900,Rook,,,1923,
65,10,Dewey Lyle,,32.0,G,9,8.0,196.0,5-11,Minnesota,3/23/1891,3,,,1923,
66,11,Charlie Mathys,,26.0,BB,10,10.0,165.0,5-7,"Ripon,Indiana",6/27/1897,2,,,1923,
67,12,Stan Mills,,27.0,FB,9,6.0,180.0,5-9,Penn St.,12/3/1896,1,,,1923,
68,13,Jab Murray,,31.0,E,9,5.0,219.0,6-1,Marquette,10/28/1892,2,,,1923,
69,14,Wally Niemann,,29.0,C,10,9.0,180.0,5-11,Michigan,4/21/1894,1,,,1923,
70,15,Cowboy Wheeler,,25.0,E,10,5.0,180.0,5-9,Ripon,2/7/1898,2,,,1923,
71,16,Whitey Woodin,,29.0,G,10,10.0,208.0,5-10,Marquette,11/29/1894,1,,,1923,
72,17,Team Total,,26.2,,10,,195.5,5-10.5,,,1.5,,,1923,
73,0,Myrt Basing,,24.0,B,11,8.0,190.0,5-9,Lawrence,10/29/1900,1,,,1924,
74,1,Cub Buck,,32.0,T,11,11.0,259.0,6-0,Wisconsin,8/7/1892,4,,,1924,
75,2,Walt Buland,,32.0,T,1,1.0,213.0,6-1,none,2/7/1892,4,,,1924,
76,3,Dukes Duford,,26.0,E,3,0.0,180.0,5-10,Marquette,6/11/1898,Rook,,,1924,
77,4,Jug Earp,,27.0,C,11,11.0,236.0,6-0,Monmouth (IL),7/22/1897,3,,,1924,
78,5,Moose Gardner,14.0,30.0,G,11,11.0,220.0,6-1,Wisconsin,7/2/1894,4,,,1924,
79,6,Les Hearden,,22.0,HB,2,0.0,175.0,5-8,"Marquette,St. Ambrose",4/24/1902,Rook,,,1924,
80,7,Dutch Hendrian,,28.0,B,11,11.0,182.0,5-9,"DePauw,Detroit Mercy,Pittsburgh,Princeton",1/19/1896,1,,,1924,
81,8,Curly Lambeau,,26.0,TB,11,10.0,187.0,5-10,"Wisconsin,Notre Dame",4/9/1898,3,,,1924,
82,9,Verne Lewellen,,23.0,B,8,3.0,182.0,6-1,Nebraska,9/29/1901,Rook,,,1924,
83,10,Charlie Mathys,,27.0,BB,11,11.0,165.0,5-7,"Ripon,Indiana",6/27/1897,3,,,1924,
84,11,Jab Murray,,32.0,E,4,2.0,219.0,6-1,Marquette,10/28/1892,3,,,1924,
85,12,Wally Niemann,,30.0,C,4,1.0,180.0,5-11,Michigan,4/21/1894,2,,,1924,
86,13,Dick O'Donnell,,24.0,E,9,9.0,190.0,6-0,Minnesota,7/31/1900,1,,,1924,
87,14,Rudy Rosatti,,29.0,T,11,10.0,211.0,6-0,"Western Michigan,North Dakota St.,Michigan",9/12/1895,1,,,1924,
88,15,Eddie Usher,,26.0,B,1,0.0,192.0,5-11,Michigan,6/19/1898,3,,,1924,
89,16,Tillie Voss,,27.0,E,11,11.0,207.0,6-3,Detroit Mercy,3/28/1897,3,,,1924,
90,17,Whitey Woodin,,30.0,G,11,10.0,208.0,5-10,Marquette,11/29/1894,2,,,1924,
91,18,Team Total,,27.5,,11,,199.8,5-11.1,,,2.1,,,1924,
92,0,George Abramson,12.0,22.0,G,10,5.0,198.0,5-7,Minnesota,5/13/1903,Rook,,,1925,
93,1,Myrt Basing,15.0,25.0,B,13,10.0,190.0,5-9,Lawrence,10/29/1900,2,,,1925,
94,2,Cub Buck,10.0,33.0,T,12,12.0,259.0,6-0,Wisconsin,8/7/1892,5,,,1925,
95,3,Jim Crowley,3.0,23.0,TB,2,0.0,165.0,5-9,Notre Dame,9/10/1902,Rook,,,1925,
96,4,Jug Earp,7.0,28.0,C,13,13.0,236.0,6-0,Monmouth (IL),7/22/1897,4,,,1925,
97,5,Moose Gardner,14.0,31.0,G,13,10.0,220.0,6-1,Wisconsin,7/2/1894,5,,,1925,
98,6,Jack Harris,16.0,23.0,FB,11,7.0,190.0,5-11,Wisconsin,9/29/1902,Rook,,,1925,
99,7,Eddie Kotal,18.0,23.0,B,5,1.0,170.0,5-8,"Illinois,Lawrence",9/1/1902,Rook,,,1925,
100,8,Curly Lambeau,1.0,27.0,TB,11,7.0,187.0,5-10,"Wisconsin,Notre Dame",4/9/1898,4,,,1925,
101,9,Ojay Larson,17.0,28.0,C,13,12.0,199.0,6-1,Notre Dame,10/15/1897,3,,,1925,
102,10,Walt LeJeune,8.0,27.0,G,9,4.0,231.0,6-0,"Heidelberg,Bethany (WV)",1/12/1898,3,,,1925,
103,11,Verne Lewellen,4.0,24.0,B,10,9.0,182.0,6-1,Nebraska,9/29/1901,1,,,1925,
104,12,Charlie Mathys,2.0,28.0,BB,12,11.0,165.0,5-7,"Ripon,Indiana",6/27/1897,4,,,1925,
105,13,Marty Norton,13.0,20.0,B,10,7.0,178.0,5-6,Hamline,3/17/1905,3,,,1925,
106,14,Dick O'Donnell,5.0,25.0,E,12,12.0,190.0,6-0,Minnesota,7/31/1900,2,,,1925,
107,15,George Vergara,6.0,24.0,E,12,10.0,190.0,6-1,"Fordham,Notre Dame",3/18/1901,Rook,,,1925,
108,16,Elmer Wilkens,18.0,24.0,E,6,4.0,175.0,5-9,Indiana,6/25/1901,Rook,,,1925,
109,17,Whitey Woodin,9.0,31.0,G,11,9.0,208.0,5-10,Marquette,11/29/1894,3,,,1925,
110,18,Team Total,,25.9,,13,,196.3,5-10.3,,,2.2,,,1925,
111,0,Myrt Basing,15.0,26.0,B,5,3.0,190.0,5-9,Lawrence,10/29/1900,3,,,1926,
112,1,Adolph Bieberstein,18.0,24.0,G,1,0.0,205.0,5-10,Wisconsin,12/17/1902,Rook,,,1926,
113,2,Tiny Cahoon,10.0,26.0,T,11,10.0,235.0,6-2,"Montana,Gonzaga",5/22/1900,Rook,,,1926,
114,3,Wes Carlson,11.0,25.0,G,4,2.0,210.0,6-1,Detroit Mercy,7/24/1901,Rook,,,1926,
115,4,Hector Cyre,3.0,25.0,T,10,6.0,215.0,6-2,Gonzaga,10/25/1901,Rook,,,1926,
116,5,Jug Earp,7.0,29.0,C,12,12.0,236.0,6-0,Monmouth (IL),7/22/1897,5,,,1926,
117,6,Rex Enright,20.0,25.0,FB,10,4.0,198.0,5-10,Notre Dame,3/19/1901,Rook,,,1926,
118,7,Dick Flaherty,6.0,26.0,E,12,10.0,200.0,5-10,"Gonzaga,Marquette",8/8/1900,Rook,,,1926,
119,8,Moose Gardner,14.0,32.0,G,13,13.0,220.0,6-1,Wisconsin,7/2/1894,6,,,1926,
120,9,Jack Harris,16.0,24.0,FB,10,5.0,190.0,5-11,Wisconsin,9/29/1902,1,,,1926,
121,10,Eddie Kotal,13.0,24.0,B,10,5.0,170.0,5-8,"Illinois,Lawrence",9/1/1902,1,,,1926,
122,11,Curly Lambeau,1.0,28.0,TB,12,7.0,187.0,5-10,"Wisconsin,Notre Dame",4/9/1898,5,,,1926,
123,12,Walt LeJeune,8.0,28.0,G,10,6.0,231.0,6-0,"Heidelberg,Bethany (WV)",1/12/1898,4,,,1926,
124,13,Verne Lewellen,4.0,25.0,B,13,9.0,182.0,6-1,Nebraska,9/29/1901,2,,,1926,
125,14,Cully Lidberg,17.0,26.0,FB,11,8.0,191.0,5-10,"Hamline,Minnesota",8/25/1900,Rook,,,1926,
126,15,Charlie Mathys,2.0,29.0,BB,4,3.0,165.0,5-7,"Ripon,Indiana",6/27/1897,5,,,1926,
127,16,Jack McAuliffe,19.0,25.0,HB,8,4.0,155.0,5-7,"Montana,Beloit",5/21/1901,Rook,,,1926,
128,17,Walt McGaw,2.0,27.0,G,1,0.0,195.0,,Beloit,12/27/1899,Rook,,,1926,
129,18,Dick O'Donnell,5.0,26.0,E,11,11.0,190.0,6-0,Minnesota,7/31/1900,3,,,1926,
130,19,Pid Purdy,18.0,22.0,BB,11,8.0,145.0,5-6,Beloit,6/15/1904,Rook,,,1926,
131,20,Rudy Rosatti,12.0,31.0,T,10,9.0,211.0,6-0,"Western Michigan,North Dakota St.,Michigan",9/12/1895,3,,,1926,
132,21,Whitey Woodin,9.0,32.0,G,13,8.0,208.0,5-10,Marquette,11/29/1894,4,,,1926,
133,22,Team Total,,26.6,,13,,196.8,5-7.4,,,1.9,,,1926,
134,0,Myrt Basing,27.0,27.0,B,3,0.0,190.0,5-9,Lawrence,10/29/1900,4,,,1927,
135,1,Mal Bross,6.0,24.0,B,2,1.0,170.0,5-9,Gonzaga,12/7/1903,Rook,,,1927,
136,2,Tiny Cahoon,30.0,27.0,T,8,8.0,235.0,6-2,"Montana,Gonzaga",5/22/1900,1,,,1927,
137,3,Boob Darling,17.0,24.0,C,1,0.0,206.0,6-1,"Wisconsin,Ripon,Beloit",11/18/1903,Rook,,,1927,
138,4,Lavvie Dilweg,22.0,24.0,E,10,10.0,200.0,6-3,Marquette,11/1/1903,1,,,1927,
139,5,Red Dunn,11.0,26.0,BB,10,6.0,177.0,5-11,Marquette,6/21/1901,3,,,1927,
140,6,Jug Earp,29.0,30.0,C,10,10.0,236.0,6-0,Monmouth (IL),7/22/1897,6,,,1927,
141,7,Rex Enright,15.0,26.0,FB,9,6.0,198.0,5-10,Notre Dame,3/19/1901,1,,,1927,
142,8,Tom Hearden,12.0,23.0,HB,4,2.0,178.0,5-9,Notre Dame,9/8/1904,Rook,,,1927,
143,9,Bruce Jones,24.0,23.0,G,9,9.0,219.0,6-1,Alabama,8/30/1904,Rook,,,1927,
144,10,Eddie Kotal,10.0,25.0,B,8,6.0,170.0,5-8,"Illinois,Lawrence",9/1/1902,2,,,1927,
145,11,Curly Lambeau,14.0,29.0,TB,10,5.0,187.0,5-10,"Wisconsin,Notre Dame",4/9/1898,6,,,1927,
146,12,Verne Lewellen,21.0,26.0,B,10,9.0,182.0,6-1,Nebraska,9/29/1901,3,,,1927,
147,13,Frank Mayer,19.0,25.0,G,10,10.0,215.0,5-11,"Iowa St.,Notre Dame",6/18/1902,Rook,,,1927,
148,14,Dick O'Donnell,20.0,27.0,E,9,9.0,190.0,6-0,Minnesota,7/31/1900,4,,,1927,
149,15,Claude Perry,26.0,26.0,T,9,5.0,210.0,6-1,Alabama,10/31/1901,Rook,,,1927,
150,16,Pid Purdy,18.0,23.0,BB,6,4.0,145.0,5-6,Beloit,6/15/1904,1,,,1927,
151,17,Rudy Rosatti,25.0,32.0,T,6,5.0,211.0,6-0,"Western Michigan,North Dakota St.,Michigan",9/12/1895,4,,,1927,
152,18,Gil Skeate,16.0,26.0,FB,2,1.0,190.0,5-10,Gonzaga,5/19/1901,Rook,,,1927,
153,19,Red Smith,7.0,23.0,TB,5,1.0,192.0,5-10,"Lawrence,Notre Dame",5/18/1904,Rook,,,1927,
154,20,George Tuttle,18.0,22.0,E,1,0.0,180.0,5-11,Minnesota,1/14/1905,Rook,,,1927,
155,21,Whitey Woodin,23.0,33.0,G,7,3.0,208.0,5-10,Marquette,11/29/1894,5,,,1927,
156,22,Team Total,,26.0,,10,,195.0,5-11.0,,,1.9,,,1927,
157,0,Roger Ashmore,46.0,29.0,T,13,11.0,215.0,6-0,Gonzaga,7/9/1899,2,,,1928,
158,1,Bullet Baker,12.0,28.0,BB,11,1.0,180.0,5-8,"Santa Clara,USC",11/4/1900,1,,,1928,
159,2,Jim Bowdoin,19.0,24.0,G,11,7.0,227.0,6-1,Alabama,1/15/1904,Rook,,,1928,
160,3,Tiny Cahoon,30.0,28.0,T,10,7.0,235.0,6-2,"Montana,Gonzaga",5/22/1900,2,,,1928,
161,4,Boob Darling,17.0,25.0,C,7,1.0,206.0,6-1,"Wisconsin,Ripon,Beloit",11/18/1903,1,,,1928,
162,5,Lavvie Dilweg,22.0,25.0,E,12,12.0,200.0,6-3,Marquette,11/1/1903,2,,,1928,
163,6,Red Dunn,11.0,27.0,BB,12,12.0,177.0,5-11,Marquette,6/21/1901,4,,,1928,
164,7,Jug Earp,9.0,31.0,C,13,9.0,236.0,6-0,Monmouth (IL),7/22/1897,7,,,1928,
165,8,Hal Griffen,25.0,26.0,C,5,4.0,247.0,6-1,Iowa,3/1/1902,Rook,,,1928,
166,9,Tom Hearden,12.0,24.0,HB,1,1.0,178.0,5-9,Notre Dame,9/8/1904,1,,,1928,
167,10,Bruce Jones,24.0,24.0,G,13,10.0,219.0,6-1,Alabama,8/30/1904,1,,,1928,
168,11,Eddie Kotal,10.0,26.0,B,12,11.0,170.0,5-8,"Illinois,Lawrence",9/1/1902,3,,,1928,
169,12,Curly Lambeau,42.0,30.0,TB,8,1.0,187.0,5-10,"Wisconsin,Notre Dame",4/9/1898,7,,,1928,
170,13,Verne Lewellen,45.0,27.0,B,13,13.0,182.0,6-1,Nebraska,9/29/1901,4,,,1928,
171,14,Slick Lollar,14.0,23.0,B,3,0.0,200.0,5-11,Samford,10/4/1905,Rook,,,1928,
172,15,Larry Marks,44.0,26.0,B,11,2.0,185.0,5-11,Indiana,12/20/1902,1,,,1928,
173,16,Paul Minick,15.0,29.0,G,12,7.0,195.0,6-0,Iowa,12/17/1899,1,,,1928,
174,17,Bo Molenda,,23.0,FB,4,2.0,210.0,5-10,Michigan,2/20/1905,1,,,1928,
175,18,Tom Nash,21.0,23.0,E,8,6.0,208.0,6-3,Georgia,11/22/1905,Rook,,,1928,
176,19,Harry O'Boyle,41.0,24.0,B,10,8.0,178.0,5-9,Notre Dame,11/3/1904,Rook,,,1928,
177,20,Dick O'Donnell,20.0,28.0,E,13,8.0,190.0,6-0,Minnesota,7/31/1900,5,,,1928,
178,21,Claude Perry,26.0,27.0,T,13,7.0,210.0,6-1,Alabama,10/31/1901,1,,,1928,
179,22,Dutch Webber,43.0,27.0,E,3,1.0,190.0,6-2,Kansas St.,12/15/1901,4,,,1928,
180,23,Whitey Woodin,23.0,34.0,G,10,2.0,208.0,5-10,Marquette,11/29/1894,6,,,1928,
181,24,Team Total,,26.6,,13,,201.4,5-11.7,,,2.3,,,1928,
182,0,Roger Ashmore,35.0,30.0,T,8,4.0,215.0,6-0,Gonzaga,7/9/1899,3,,,1929,
183,1,Bullet Baker,17.0,29.0,BB,2,2.0,180.0,5-8,"Santa Clara,USC",11/4/1900,2,,,1929,
184,2,Johnny Blood,24.0,26.0,TB,12,9.0,188.0,6-1,"Wisconsin–River Falls,Saint John's (MN),Notre Dame",11/27/1903,4,,,1929,
185,3,Jim Bowdoin,32.0,25.0,G,12,11.0,227.0,6-1,Alabama,1/15/1904,1,,,1929,
186,4,Tiny Cahoon,40.0,29.0,T,2,2.0,235.0,6-2,"Montana,Gonzaga",5/22/1900,3,,,1929,
187,5,Boob Darling,29.0,26.0,C,11,7.0,206.0,6-1,"Wisconsin,Ripon,Beloit",11/18/1903,2,,,1929,
188,6,Lavvie Dilweg,22.0,26.0,E,13,9.0,200.0,6-3,Marquette,11/1/1903,3,,,1929,
189,7,Red Dunn,16.0,28.0,BB,11,8.0,177.0,5-11,Marquette,6/21/1901,5,,,1929,
190,8,Jug Earp,38.0,32.0,C,11,6.0,236.0,6-0,Monmouth (IL),7/22/1897,8,,,1929,
191,9,Jack Evans,21.0,24.0,BB,2,2.0,175.0,5-9,California,8/5/1905,Rook,,,1929,
192,10,Don Hill,14.0,25.0,TB,3,1.0,175.0,5-10,Stanford,9/18/1904,Rook,,,1929,
193,11,Cal Hubbard,39.0,29.0,T,12,10.0,253.0,6-2,"Centenary,Geneva",10/31/1900,2,,,1929,
194,12,Bill Kern,33.0,23.0,T,12,9.0,187.0,6-0,Pittsburgh,9/2/1906,Rook,,,1929,
195,13,Eddie Kotal,10.0,27.0,B,11,5.0,170.0,5-8,"Illinois,Lawrence",9/1/1902,4,,,1929,
196,14,Curly Lambeau,20.0,31.0,TB,1,0.0,187.0,5-10,"Wisconsin,Notre Dame",4/9/1898,8,,,1929,
197,15,Verne Lewellen,31.0,28.0,B,13,5.0,182.0,6-1,Nebraska,9/29/1901,5,,,1929,
198,16,Cully Lidberg,34.0,29.0,FB,10,4.0,191.0,5-10,"Hamline,Minnesota",8/25/1900,3,,,1929,
199,17,Herdis McCrary,28.0,24.0,B,13,5.0,207.0,6-0,Georgia,6/9/1905,Rook,,,1929,
200,18,Mike Michalske,36.0,26.0,G,13,11.0,210.0,6-0,Penn St.,4/24/1903,2,,,1929,
201,19,Paul Minick,23.0,30.0,G,6,1.0,195.0,6-0,Iowa,12/17/1899,2,,,1929,
202,20,Bo Molenda,27.0,24.0,FB,12,9.0,210.0,5-10,Michigan,2/20/1905,2,,,1929,
203,21,Tom Nash,19.0,24.0,E,10,5.0,208.0,6-3,Georgia,11/22/1905,1,,,1929,
204,22,Dick O'Donnell,30.0,29.0,E,10,8.0,190.0,6-0,Minnesota,7/31/1900,6,,,1929,
205,23,Claude Perry,26.0,28.0,T,12,5.0,210.0,6-1,Alabama,10/31/1901,2,,,1929,
206,24,Red Smith,15.0,25.0,TB,5,2.0,192.0,5-10,"Lawrence,Notre Dame",5/18/1904,2,,,1929,
207,25,Whitey Woodin,23.0,35.0,G,6,3.0,208.0,5-10,Marquette,11/29/1894,7,,,1929,
208,26,Billy Young,18.0,28.0,G,2,0.0,210.0,5-10,Ohio St.,12/17/1901,Rook,,,1929,
209,27,Dave Zuidmulder,12.0,23.0,TB,1,0.0,175.0,5-10,"St. Ambrose,Georgetown (DC)",2/4/1906,Rook,,,1929,
210,28,Team Total,,27.2,,13,,200.0,5-11.5,,,2.8,,,1929,
211,0,Johnny Blood,24.0,27.0,TB,10,3.0,188.0,6-1,"Wisconsin–River Falls,Saint John's (MN),Notre Dame",11/27/1903,5,,,1930,
212,1,Al Bloodgood,11.0,29.0,B,3,0.0,153.0,5-8,"DePauw,Nebraska",9/5/1901,5,,,1930,
213,2,Jim Bowdoin,32.0,26.0,G,9,9.0,227.0,6-1,Alabama,1/15/1904,2,,,1930,
214,3,Boob Darling,29.0,27.0,C,13,7.0,206.0,6-1,"Wisconsin,Ripon,Beloit",11/18/1903,3,,,1930,
215,4,Lavvie Dilweg,22.0,27.0,E,12,10.0,200.0,6-3,Marquette,11/1/1903,4,,,1930,
216,5,Red Dunn,7.0,29.0,BB,13,10.0,177.0,5-11,Marquette,6/21/1901,6,,,1930,
217,6,Jug Earp,39.0,33.0,C,13,7.0,236.0,6-0,Monmouth (IL),7/22/1897,9,,,1930,
218,7,Wuert Engelmann,33.0,22.0,B,9,9.0,191.0,6-3,South Dakota St.,2/11/1908,Rook,,,1930,
219,8,Paul Fitzgibbon,18.0,27.0,B,9,0.0,176.0,5-8,Creighton,3/21/1903,4,,,1930,
220,9,Herb Franta,55.0,27.0,T,2,1.0,220.0,6-1,St. Thomas,3/10/1903,1,,,1930,
221,10,Duke Hanny,19.0,33.0,E,2,1.0,199.0,6-0,Indiana,12/10/1897,7,,,1930,
222,11,Ken Haycraft,21.0,23.0,E,1,1.0,178.0,6-0,Minnesota,2/16/1907,1,,,1930,
223,12,Arnie Herber,12.0,20.0,TB,10,4.0,203.0,5-11,"Wisconsin,Regis",4/2/1910,Rook,,,1930,
224,13,Cal Hubbard,40.0,30.0,T,14,13.0,253.0,6-2,"Centenary,Geneva",10/31/1900,3,,,1930,
225,14,Bill Kern,33.0,24.0,T,6,3.0,187.0,6-0,Pittsburgh,9/2/1906,1,,,1930,
226,15,Verne Lewellen,31.0,29.0,B,14,11.0,182.0,6-1,Nebraska,9/29/1901,6,,,1930,
227,16,Cully Lidberg,38.0,30.0,FB,5,3.0,191.0,5-10,"Hamline,Minnesota",8/25/1900,4,,,1930,
228,17,Herdis McCrary,28.0,25.0,B,14,5.0,207.0,6-0,Georgia,6/9/1905,1,,,1930,
229,18,Mike Michalske,36.0,27.0,G,14,12.0,210.0,6-0,Penn St.,4/24/1903,3,,,1930,
230,19,Bo Molenda,27.0,25.0,FB,13,9.0,210.0,5-10,Michigan,2/20/1905,3,,,1930,
231,20,Tom Nash,37.0,25.0,E,12,7.0,208.0,6-3,Georgia,11/22/1905,2,,,1930,
232,21,Dick O'Donnell,30.0,30.0,E,10,8.0,190.0,6-0,Minnesota,7/31/1900,7,,,1930,
233,22,Oran Pape,56.0,26.0,B,2,1.0,180.0,5-11,Iowa,3/10/1904,Rook,,,1930,
234,23,Claude Perry,26.0,29.0,T,9,2.0,210.0,6-1,Alabama,10/31/1901,3,,,1930,
235,24,Ken Radick,35.0,23.0,E,4,1.0,210.0,5-10,"Indiana,Marquette",6/17/1907,Rook,,,1930,
236,25,Red Sleight,34.0,23.0,T,13,10.0,226.0,6-2,Purdue,7/8/1907,Rook,,,1930,
