,Division Placement,Points For,Points for Per Game,Points For Ranking,Points Against,Points Against Per Game,Points Against Ranking,Expected Wins,Expected Losses,Team Rating SRS,SRS rank,Strength of Schedule
1951,5,254,21.2,6,375,31.3,11,3.4,8.6,-10.08,12,.00
1952,4,295,24.6,5,312,26.0,10,5.6,6.4,-2.35,7,-0.93
1953,6,200,16.7,9,338,28.2,11,2.7,9.3,-9.78,11,1.72
1954,5,234,19.5,8,251,20.9,5,5.5,6.5,1.90,7,3.32
1955,3,258,21.5,5,276,23.0,10,5.5,6.5,-3.84,9,-2.34
1956,5,264,22.0,5,342,28.5,12,4.2,7.8,-4.36,11,2.14
1957,6,218,18.2,8,311,25.9,12,3.6,8.4,-6.18,11,1.57
1958,6,193,16.1,12,382,31.8,12,2.0,10.0,-12.96,12,2.79
1959,3,248,20.7,8,246,20.5,6,6.1,5.9,1.59,6,1.42
1960,1,332,27.7,2,209,17.4,2,9.0,3.0,7.50,2,-2.75
1961,1,391,27.9,1,223,15.9,2,11.1,2.9,13.60,2,1.60
1962,1,415,29.6,1,148,10.6,1,12.9,1.1,19.66,1,.58
1963,2,369,26.4,2,206,14.7,2,11.2,2.8,10.56,1,-1.08
1964,2,342,24.4,5,245,17.5,2,9.6,4.4,9.34,3,2.41
1965,1,316,22.6,8,224,16.0,1,9.7,4.3,11.68,3,5.11
1966,1,335,23.9,4,163,11.6,1,11.9,2.1,13.49,1,1.21
1967,1,332,23.7,9,209,14.9,3,10.5,3.5,9.41,5,.62
1968,3,281,20.1,9,227,16.2,4,8.7,5.3,3.54,9,-0.32
1969,3,269,19.2,12,221,15.8,3,8.6,5.4,5.20,7,1.78
1970,3,196,14.0,24,293,20.9,19,3.9,10.1,-1.84,17,5.09
1971,4,274,19.6,13,298,21.3,18,6.3,7.7,-0.99,14,.72
1972,1,304,21.7,11,226,16.1,4,9.4,4.6,7.03,4,1.45
1973,3,202,14.4,22,259,18.5,14,5.0,9.0,-4.88,19,-0.81
1974,3,210,15.0,21,206,14.7,5,7.2,6.8,-1.27,14,-1.56
1975,4,226,16.1,20,285,20.4,13,5.1,8.9,-4.21,16,.00
1976,4,218,15.6,23,299,21.4,21,4.5,9.5,-4.49,20,1.30
1977,4,134,9.6,27,219,15.6,10,3.3,10.7,-8.72,26,-2.64
1978,2,249,15.6,22,269,16.8,8,7.3,8.7,-0.60,15,.65
1979,4,246,15.4,25,316,19.8,13,5.7,10.3,-6.83,25,-2.45
1980,5,231,14.4,28,371,23.2,22,3.9,12.1,-9.01,26,-0.26
1981,3,324,20.3,14,361,22.6,20,7.0,9.0,-1.67,17,.64
1982,1,226,25.1,5,169,18.8,11,6.0,3.0,6.15,5,-0.18
1983,2,429,26.8,5,439,27.4,26,7.8,8.2,-1.87,18,-1.25
1984,2,390,24.4,7,309,19.3,10,10.2,5.8,4.96,8,-0.11
1985,2,337,21.1,16,355,22.2,15,7.5,8.5,.13,13,1.25
1986,4,254,15.9,25,418,26.1,27,3.8,12.2,-9.59,26,.67
1987,3,255,17.0,26,300,20.0,11,6.1,8.9,-3.43,22,-0.43
1988,5,240,15.0,26,315,19.7,11,5.5,10.5,-3.32,19,1.37
1989,2,362,22.6,8,356,22.3,18,8.2,7.8,-0.97,17,-1.35
1990,4,271,16.9,23,347,21.7,18,5.7,10.3,-4.14,22,.61
1991,4,273,17.1,22,313,19.6,18,6.7,9.3,-4.78,22,-2.28
1992,2,276,17.3,17,296,18.5,15,7.3,8.7,-1.58,14,-0.33
1993,3,340,21.3,6,282,17.6,9,9.7,6.3,3.21,8,-0.42
1994,2,382,23.9,4,287,17.9,5,10.6,5.4,6.01,4,.07
1995,1,404,25.3,6,314,19.6,4,10.3,5.7,6.03,5,.41
1996,1,456,28.5,1,210,13.1,1,13.8,2.2,15.25,1,-0.12
1997,1,422,26.4,2,282,17.6,5,11.6,4.4,7.67,3,-1.08
1998,2,408,25.5,6,319,19.9,11,10.3,5.7,5.01,8,-0.55
1999,4,357,22.3,10,341,21.3,20,8.4,7.6,1.59,17,.59
2000,3,353,22.1,11,323,20.2,14,8.8,7.2,2.50,12,.63
2001,2,390,24.4,5,266,16.6,5,11.4,4.6,6.63,6,-1.12
2002,1,398,24.9,6,328,20.5,12,9.8,6.2,3.58,9,-0.80
2003,1,442,27.6,4,307,19.2,11,11.3,4.7,8.13,2,-0.31
2004,1,424,26.5,5,380,23.8,23,9.0,7.0,.30,13,-2.45
2005,4,298,18.6,22,344,21.5,19,6.7,9.3,-3.72,22,-0.85
2006,2,301,18.8,22,366,22.9,25,6.2,9.8,-4.42,25,-0.36
2007,1,435,27.2,4,291,18.2,6,11.5,4.5,9.00,4,.00
2008,3,419,26.2,5,380,23.8,22,8.9,7.1,2.89,13,.46
2009,2,461,28.8,3,297,18.6,7,11.8,4.2,7.36,5,-2.89
2010,2,388,24.3,10,240,15.0,2,12.1,3.9,10.94,2,1.69
2011,1,560,35.0,1,359,22.4,19,11.9,4.1,11.36,2,-1.21
2012,1,433,27.1,5,336,21.0,11,10.3,5.7,7.26,5,1.19
2013,1,417,26.1,8,428,26.8,24,7.8,8.2,-3.11,21,-2.42
2014,1,486,30.4,1,348,21.8,13,11.0,5.0,8.29,4,-0.34
2015,2,368,23.0,15,323,20.2,12,9.2,6.8,5.30,10,2.48
2016,1,432,27.0,4,388,24.3,21,9.0,7.0,2.83,9,.08
2017,3,320,20.0,21,384,24.0,26,6.3,9.7,-1.90,19,2.10
2018,3,376,23.5,14,400,25.0,22,7.4,8.6,-2.74,22,-1.24
2019,1,376,23.5,15,313,19.6,9,9.7,6.3,3.20,10,-0.74
2020,1,509,31.8,1,369,23.1,13,10.9,5.1,7.65,5,-1.10
2021,1,38,19.0,26,55,27.5,23,0.6,1.4,-26.73,30,-18.23
