,index,Player,No.,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Year,Salary
14,14,Ray Lewis,52.0,21.0,LB,14,13.0,240.0,6-1,Miami (FL),5/15/1975,Rook,5.0,Baltimore Ravens / 1st / 26th pick / 1996,1996,
15,15,Stevon Moore,27.0,29.0,DB,16,16.0,210.0,5-11,Mississippi,2/9/1967,6,5.0,New York Jets / 7th / 181st pick / 1989,1996,
16,16,Floyd Turner,87.0,30.0,WR,11,6.0,192.0,5-11,Northwestern St. (LA),5/29/1966,7,5.0,New Orleans Saints / 6th / 159th pick / 1989,1996,
17,17,Anthony Pleasant,98.0,28.0,DE,12,12.0,280.0,6-5,Tennessee St.,1/27/1968,6,4.0,Cleveland Browns / 3rd / 73rd pick / 1990,1996,
18,18,James Jones,97.0,27.0,DT,16,11.0,290.0,6-2,Northern Iowa,2/6/1969,5,4.0,Cleveland Browns / 3rd / 57th pick / 1991,1996,
19,19,Steve Everitt,61.0,26.0,C,8,7.0,300.0,6-5,Michigan,8/21/1970,3,4.0,Cleveland Browns / 1st / 14th pick / 1993,1996,
20,20,Donny Brady,24.0,23.0,DB,16,13.0,195.0,6-2,Wisconsin,11/24/1973,1,4.0,,1996,
21,21,Keith Goganious,50.0,28.0,LLB,13,8.0,239.0,6-2,Penn St.,12/7/1968,4,3.0,Buffalo Bills / 3rd / 83rd pick / 1992,1996,
22,22,Jerrol Williams,57.0,29.0,LOLB,9,6.0,245.0,6-4,Purdue,7/5/1967,7,3.0,Pittsburgh Steelers / 4th / 91st pick / 1989,1996,
23,23,Matt Stover,3.0,28.0,K,16,0.0,180.0,5-11,Louisiana Tech,1/27/1968,5,3.0,New York Giants / 12th / 329th pick / 1990,1996,
24,24,Mike Caldwell,56.0,25.0,LLB,9,9.0,235.0,6-2,Middle Tenn. St.,8/31/1971,3,3.0,Cleveland Browns / 3rd / 83rd pick / 1993,1996,
25,25,Mike Frederick,94.0,24.0,DE,16,11.0,280.0,6-5,Virginia,8/6/1972,1,3.0,Cleveland Browns / 3rd / 94th pick / 1995,1996,
26,26,Dan Footman,78.0,27.0,DE,10,8.0,290.0,6-5,"Northwest Mississippi CC,Florida St.",1/13/1969,3,3.0,Cleveland Browns / 2nd / 42nd pick / 1993,1996,
27,27,Tim Goad,73.0,30.0,NT,16,5.0,280.0,6-3,North Carolina,2/28/1966,8,3.0,New England Patriots / 4th / 87th pick / 1988,1996,
28,28,Eddie Sutter,54.0,27.0,LB,16,4.0,240.0,6-3,Northwestern,10/3/1969,3,2.0,,1996,
29,29,Greg Montgomery,9.0,32.0,P,16,0.0,215.0,6-4,"Penn St.,Michigan St.",10/29/1964,8,2.0,Houston Oilers / 3rd / 72nd pick / 1988,1996,
30,30,Rob Burnett,90.0,29.0,DE,6,6.0,265.0,6-4,Syracuse,8/27/1967,6,2.0,Cleveland Browns / 5th / 129th pick / 1990,1996,
31,31,Herman Arvie,70.0,26.0,T,14,1.0,312.0,6-4,Grambling St.,10/12/1970,3,2.0,Cleveland Browns / 5th / 124th pick / 1993,1996,
32,32,Rick Lyle,95.0,25.0,DE,11,3.0,285.0,6-5,Missouri,2/26/1971,2,1.0,,1996,
33,33,Quentin Neujahr,67.0,25.0,C,5,0.0,297.0,6-4,Kansas St.,1/30/1971,Rook,1.0,,1996,
34,34,Jermaine Lewis,84.0,22.0,WR,16,1.0,183.0,5-7,Maryland,10/16/1974,Rook,1.0,Baltimore Ravens / 5th / 153rd pick / 1996,1996,
35,35,Vashone Adams,43.0,23.0,DB,16,2.0,197.0,5-10,"Fort Hays St.,East. Michigan",9/12/1973,1,1.0,,1996,
36,36,DeRon Jenkins,25.0,23.0,DB,15,2.0,190.0,5-11,Tennessee,11/14/1973,Rook,1.0,Baltimore Ravens / 2nd / 55th pick / 1996,1996,
37,37,Sale Isaia,64.0,24.0,G,9,0.0,320.0,6-5,UCLA,6/13/1972,Rook,1.0,,1996,
38,38,Eric Green,86.0,29.0,TE,6,3.0,280.0,6-5,Liberty,6/22/1967,6,1.0,Pittsburgh Steelers / 1st / 21st pick / 1990,1996,
39,39,Elliott Fortune,91.0,22.0,DE,14,0.0,275.0,6-4,Georgia Tech,5/28/1974,Rook,1.0,,1996,
40,40,Bennie Thompson,37.0,33.0,DB,16,0.0,210.0,6-0,Grambling St.,2/10/1963,7,1.0,,1996,
41,41,Calvin Williams,80.0,29.0,WR,7,2.0,187.0,5-11,Purdue,3/3/1967,6,1.0,Philadelphia Eagles / 5th / 133rd pick / 1990,1996,
42,42,Issac Booth,36.0,25.0,DB,11,3.0,193.0,6-5,California,5/23/1971,2,1.0,Cleveland Browns / 5th / 141st pick / 1994,1996,
43,43,Carwell Gardner,35.0,30.0,FB,13,3.0,240.0,6-2,"Kentucky,Louisville",11/27/1966,6,1.0,Buffalo Bills / 2nd / 42nd pick / 1990,1996,
44,44,James Roe,83.0,23.0,WR,1,0.0,187.0,6-1,Norfolk St.,8/23/1973,Rook,0.0,Baltimore Ravens / 6th / 186th pick / 1996,1996,
45,45,Earnest Hunter,23.0,26.0,RB,5,0.0,201.0,5-8,SE Oklahoma St.,12/21/1970,1,0.0,,1996,
46,46,Craig Powell,59.0,25.0,LB,9,0.0,230.0,6-4,Ohio St.,11/13/1971,1,0.0,Cleveland Browns / 1st / 30th pick / 1995,1996,
47,47,Leroy Hoard,33.0,28.0,RB,2,1.0,225.0,5-11,Michigan,5/15/1968,6,0.0,Cleveland Browns / 2nd / 45th pick / 1990,1996,
48,48,Frank Hartley,48.0,29.0,TE,8,0.0,268.0,6-2,Illinois,12/15/1967,2,0.0,,1996,
49,49,Ray Ethridge,85.0,28.0,WR,14,1.0,180.0,5-10,Pasadena CC,12/12/1968,Rook,0.0,San Diego Chargers / 3rd / 63rd pick / 1992,1996,
50,50,Corey Dowden,36.0,28.0,DB,3,0.0,190.0,5-11,Tulane,10/18/1968,Rook,0.0,,1996,
51,51,Dexter Daniels,53.0,23.0,LB,4,0.0,241.0,6-1,Florida,12/8/1973,Rook,0.0,Baltimore Ravens / 6th / 172nd pick / 1996,1996,
52,52,Sedric Clark,55.0,23.0,LB,6,0.0,245.0,6-2,Tulsa,1/28/1973,Rook,0.0,Oakland Raiders / 7th / 220th pick / 1996,1996,
53,53,Dorian Brew,42.0,22.0,DB,7,0.0,182.0,5-10,Kansas,7/19/1974,Rook,0.0,Miami Dolphins / 3rd / 79th pick / 1996,1996,
54,54,Harold Bishop,89.0,26.0,TE,8,2.0,254.0,6-4,LSU,4/8/1970,2,0.0,Tampa Bay Buccaneers / 3rd / 69th pick / 1994,1996,
55,55,Randy Baldwin,23.0,29.0,RB,9,0.0,220.0,5-10,Mississippi,8/19/1967,5,0.0,Minnesota Vikings / 4th / 92nd pick / 1991,1996,
56,56,Eric Zeier,10.0,24.0,QB,1,0.0,214.0,6-1,Georgia,9/6/1972,1,0.0,Cleveland Browns / 3rd / 84th pick / 1995,1996,
57,57,Team Total,,26.6,,16,,241.3,6-2.0,,,3.4,,,1996,
58,0,Jonathan Ogden,75.0,23.0,T,16,16.0,345.0,6-9,UCLA,7/31/1974,1,14.0,Baltimore Ravens / 1st / 4th pick / 1996,1997,
59,1,Ray Lewis,52.0,22.0,LB,16,16.0,240.0,6-1,Miami (FL),5/15/1975,1,13.0,Baltimore Ravens / 1st / 26th pick / 1996,1997,
60,2,Vinny Testaverde,12.0,34.0,QB,13,13.0,235.0,6-5,Miami (FL),11/13/1963,10,8.0,Tampa Bay Buccaneers / 1st / 1st pick / 1987,1997,
61,3,Michael McCrary,99.0,27.0,DE,15,15.0,266.0,6-4,Wake Forest,7/7/1970,4,8.0,Seattle Seahawks / 7th / 170th pick / 1993,1997,
62,4,Jeff Blackshear,69.0,28.0,G,16,16.0,323.0,6-6,"Northwest Mississippi CC,La-Monroe",3/29/1969,4,8.0,Seattle Seahawks / 8th / 197th pick / 1993,1997,
63,5,Orlando Brown,77.0,27.0,T,16,16.0,360.0,6-7,"Central State (OH),South Carolina St.",12/12/1970,3,8.0,,1997,
64,6,James Jones,97.0,28.0,DT,16,16.0,290.0,6-2,Northern Iowa,2/6/1969,6,8.0,Cleveland Browns / 3rd / 57th pick / 1991,1997,
65,7,Michael Jackson,81.0,28.0,WR,16,15.0,195.0,6-4,Southern Miss,4/12/1969,6,7.0,Cleveland Browns / 6th / 141st pick / 1991,1997,
66,8,Jermaine Lewis,84.0,23.0,WR,14,7.0,183.0,5-7,Maryland,10/16/1974,1,7.0,Baltimore Ravens / 5th / 153rd pick / 1996,1997,
67,9,Antonio Langham,38.0,25.0,DB,16,15.0,181.0,6-0,Alabama,7/31/1972,3,7.0,Cleveland Browns / 1st / 9th pick / 1994,1997,
68,10,Derrick Alexander,82.0,26.0,WR,15,13.0,195.0,6-2,Michigan,11/6/1971,3,7.0,Cleveland Browns / 1st / 29th pick / 1994,1997,
69,11,Peter Boulware,58.0,23.0,LB,16,16.0,255.0,6-4,Florida St.,12/18/1974,Rook,7.0,Baltimore Ravens / 1st / 4th pick / 1997,1997,
70,12,Rob Burnett,90.0,30.0,DE,15,15.0,265.0,6-4,Syracuse,8/27/1967,7,7.0,Cleveland Browns / 5th / 129th pick / 1990,1997,
71,13,Stevon Moore,27.0,30.0,DB,13,13.0,210.0,5-11,Mississippi,2/9/1967,7,6.0,New York Jets / 7th / 181st pick / 1989,1997,
72,14,Jamie Sharper,55.0,23.0,LB,16,15.0,240.0,6-3,Virginia,11/23/1974,Rook,6.0,Baltimore Ravens / 2nd / 34th pick / 1997,1997,
73,15,Tony Siragusa,98.0,30.0,DT,14,13.0,330.0,6-3,Pittsburgh,5/14/1967,7,5.0,,1997,
74,16,Rondell Jones,31.0,26.0,DB,14,12.0,210.0,6-2,North Carolina,5/7/1971,4,5.0,Denver Broncos / 3rd / 69th pick / 1993,1997,
75,17,Wally Williams,63.0,26.0,G,10,10.0,305.0,6-2,Florida A&M,2/20/1971,4,5.0,,1997,
76,18,Bam Morris,33.0,25.0,RB,11,8.0,244.0,6-0,Texas Tech,1/13/1972,3,5.0,Pittsburgh Steelers / 3rd / 91st pick / 1994,1997,
77,19,Leo Goeas,62.0,31.0,G,11,7.0,300.0,6-4,Hawaii,8/15/1966,7,4.0,San Diego Chargers / 3rd / 60th pick / 1990,1997,
78,20,Eric Green,86.0,30.0,TE,16,15.0,280.0,6-5,Liberty,6/22/1967,7,4.0,Pittsburgh Steelers / 1st / 21st pick / 1990,1997,
79,21,Ben Cavil,65.0,25.0,G,15,8.0,310.0,6-2,Oklahoma,1/31/1972,Rook,4.0,,1997,
80,22,Matt Stover,3.0,29.0,K,16,0.0,180.0,5-11,Louisiana Tech,1/27/1968,6,3.0,New York Giants / 12th / 329th pick / 1990,1997,
81,23,DeRon Jenkins,25.0,24.0,DB,16,6.0,190.0,5-11,Tennessee,11/14/1973,1,3.0,Baltimore Ravens / 2nd / 55th pick / 1996,1997,
82,24,Donny Brady,24.0,24.0,DB,16,5.0,195.0,6-2,Wisconsin,11/24/1973,2,3.0,,1997,
83,25,Earnest Byner,21.0,35.0,RB,16,5.0,215.0,5-10,East Carolina,9/15/1962,13,3.0,Cleveland Browns / 10th / 280th pick / 1984,1997,
84,26,Quentin Neujahr,67.0,26.0,C,9,7.0,297.0,6-4,Kansas St.,1/30/1971,1,3.0,,1997,
85,27,Eugene Daniel,30.0,36.0,DB,9,6.0,178.0,5-11,LSU,5/4/1961,13,3.0,Indianapolis Colts / 8th / 205th pick / 1984,1997,
86,28,Larry Webster,79.0,28.0,DT,16,3.0,310.0,6-5,Maryland,1/18/1969,5,2.0,Miami Dolphins / 3rd / 70th pick / 1992,1997,
87,29,Ralph Staten,41.0,23.0,DB,10,3.0,205.0,6-3,Alabama,12/3/1974,Rook,2.0,Baltimore Ravens / 7th / 236th pick / 1997,1997,
88,30,Greg Montgomery,9.0,33.0,P,16,0.0,215.0,6-4,"Penn St.,Michigan St.",10/29/1964,9,2.0,Houston Oilers / 3rd / 72nd pick / 1988,1997,
89,31,Eric Zeier,10.0,25.0,QB,5,3.0,214.0,6-1,Georgia,9/6/1972,2,2.0,Cleveland Browns / 3rd / 84th pick / 1995,1997,
90,32,Jay Graham,34.0,22.0,RB,13,3.0,220.0,6-0,Tennessee,7/14/1975,Rook,2.0,Baltimore Ravens / 3rd / 64th pick / 1997,1997,
91,33,Cornell Brown,51.0,22.0,LOLB,16,1.0,240.0,6-0,Virginia Tech,3/15/1975,Rook,2.0,Baltimore Ravens / 6th / 194th pick / 1997,1997,
92,34,Kim Herring,20.0,22.0,DB,15,4.0,212.0,6-0,Penn St.,9/10/1975,Rook,2.0,Baltimore Ravens / 2nd / 58th pick / 1997,1997,
93,35,Mike Frederick,94.0,25.0,DE,16,1.0,280.0,6-5,Virginia,8/6/1972,2,2.0,Cleveland Browns / 3rd / 94th pick / 1995,1997,
94,36,Bennie Thompson,37.0,34.0,DB,16,0.0,210.0,6-0,Grambling St.,2/10/1963,8,1.0,,1997,
95,37,Ryan Yarborough,80.0,26.0,WR,16,3.0,195.0,6-2,Wyoming,4/26/1971,3,1.0,New York Jets / 2nd / 41st pick / 1994,1997,
96,38,Brian Kinchen,88.0,32.0,TE,16,7.0,240.0,6-2,LSU,8/6/1965,9,1.0,Miami Dolphins / 12th / 320th pick / 1988,1997,
97,39,James Roe,83.0,24.0,WR,12,4.0,187.0,6-1,Norfolk St.,8/23/1973,1,1.0,Baltimore Ravens / 6th / 186th pick / 1996,1997,
98,40,Spencer Folau,71.0,24.0,T,10,0.0,315.0,6-5,Idaho,4/5/1973,Rook,1.0,,1997,
99,41,Keith Washington,93.0,25.0,DE,10,1.0,285.0,6-4,UNLV,12/18/1972,1,1.0,,1997,
100,42,Tyrus McCloud,54.0,23.0,LB,16,0.0,250.0,6-1,Louisville,11/23/1974,Rook,1.0,Baltimore Ravens / 4th / 118th pick / 1997,1997,
101,43,Ray Ethridge,85.0,29.0,WR,2,0.0,180.0,5-10,Pasadena CC,12/12/1968,1,0.0,San Diego Chargers / 3rd / 63rd pick / 1992,1997,
102,44,John Williams,36.0,23.0,DB,4,0.0,180.0,5-7,Southern,7/26/1974,Rook,0.0,,1997,
103,45,Chris Ward,95.0,23.0,DE,5,0.0,271.0,6-3,Kentucky,2/4/1974,Rook,0.0,Baltimore Ravens / 7th / 205th pick / 1997,1997,
104,46,Tony Vinson,44.0,26.0,RB,13,0.0,229.0,6-1,"Purdue,Towson",3/13/1971,Rook,0.0,San Diego Chargers / 5th / 160th pick / 1994,1997,
105,47,Dorian Brew,22.0,23.0,DB,3,0.0,182.0,5-10,Kansas,7/19/1974,1,0.0,Miami Dolphins / 3rd / 79th pick / 1996,1997,
106,48,Leland Taylor,92.0,25.0,DT,1,0.0,305.0,6-3,"Tennessee,Louisville",10/25/1972,Rook,0.0,Baltimore Ravens / 7th / 238th pick / 1997,1997,
107,49,Priest Holmes,26.0,24.0,RB,7,0.0,213.0,5-9,Texas,10/7/1973,Rook,0.0,,1997,
108,50,Nate Singleton,87.0,29.0,WR,4,0.0,190.0,5-11,Grambling St.,7/5/1968,4,0.0,New York Giants / 11th / 292nd pick / 1992,1997,
109,51,Kenyon Cotton,40.0,23.0,RB,15,0.0,255.0,6-0,Louisiana,2/23/1974,Rook,0.0,,1997,
110,52,Tyrell Peters,53.0,23.0,LB,4,0.0,230.0,6-0,Oklahoma,8/4/1974,Rook,0.0,,1997,
111,53,A.J. Ofodile,89.0,24.0,TE,12,0.0,260.0,6-6,Missouri,10/9/1973,Rook,0.0,Buffalo Bills / 5th / 158th pick / 1994,1997,
112,54,Lamar Lyons,29.0,24.0,DB,1,0.0,210.0,6-3,Washington,3/25/1973,1,0.0,,1997,
113,55,Bernard Dafney,72.0,29.0,G,1,0.0,324.0,6-5,Tennessee,11/1/1968,5,0.0,Houston Oilers / 9th / 247th pick / 1992,1997,
114,56,Team Total,,26.4,,16,,243.3,6-1.9,,,3.1,,,1997,
115,0,Ray Lewis,52.0,23.0,LB,14,14.0,240.0,6-1,Miami (FL),5/15/1975,2,12.0,Baltimore Ravens / 1st / 26th pick / 1996,1998,
116,1,Michael McCrary,99.0,28.0,DE,16,16.0,266.0,6-4,Wake Forest,7/7/1970,5,11.0,Seattle Seahawks / 7th / 170th pick / 1993,1998,
117,2,Peter Boulware,58.0,24.0,LB,16,16.0,255.0,6-4,Florida St.,12/18/1974,1,9.0,Baltimore Ravens / 1st / 4th pick / 1997,1998,
118,3,Priest Holmes,33.0,25.0,RB,16,13.0,213.0,5-9,Texas,10/7/1973,1,8.0,,1998,
119,4,Jermaine Lewis,84.0,24.0,WR,13,13.0,183.0,5-7,Maryland,10/16/1974,2,8.0,Baltimore Ravens / 5th / 153rd pick / 1996,1998,
120,5,Jonathan Ogden,75.0,24.0,T,13,13.0,345.0,6-9,UCLA,7/31/1974,2,8.0,Baltimore Ravens / 1st / 4th pick / 1996,1998,
121,6,James Jones,97.0,29.0,DT,16,16.0,290.0,6-2,Northern Iowa,2/6/1969,7,8.0,Cleveland Browns / 3rd / 57th pick / 1991,1998,
122,7,Rob Burnett,90.0,31.0,DE,16,16.0,265.0,6-4,Syracuse,8/27/1967,8,7.0,Cleveland Browns / 5th / 129th pick / 1990,1998,
123,8,Jamie Sharper,55.0,24.0,LB,16,16.0,240.0,6-3,Virginia,11/23/1974,1,7.0,Baltimore Ravens / 2nd / 34th pick / 1997,1998,
124,9,Rod Woodson,26.0,33.0,DB,16,16.0,200.0,6-0,Purdue,3/10/1965,11,7.0,Pittsburgh Steelers / 1st / 10th pick / 1987,1998,
125,10,Tony Siragusa,98.0,31.0,DT,15,15.0,330.0,6-3,Pittsburgh,5/14/1967,8,7.0,,1998,
126,11,Jeff Blackshear,69.0,29.0,G,16,16.0,323.0,6-6,"Northwest Mississippi CC,La-Monroe",3/29/1969,5,6.0,Seattle Seahawks / 8th / 197th pick / 1993,1998,
127,12,Orlando Brown,77.0,28.0,T,13,13.0,360.0,6-7,"Central State (OH),South Carolina St.",12/12/1970,4,5.0,,1998,
128,13,Stevon Moore,27.0,31.0,DB,16,16.0,210.0,5-11,Mississippi,2/9/1967,8,5.0,New York Jets / 7th / 181st pick / 1989,1998,
129,14,Wally Williams,63.0,27.0,G,13,13.0,305.0,6-2,Florida A&M,2/20/1971,5,5.0,,1998,
130,15,Jim Harbaugh,4.0,35.0,QB,14,12.0,215.0,6-3,Michigan,12/23/1963,11,5.0,Chicago Bears / 1st / 26th pick / 1987,1998,
131,16,Floyd Turner,87.0,32.0,WR,16,3.0,192.0,5-11,Northwestern St. (LA),5/29/1966,9,4.0,New Orleans Saints / 6th / 159th pick / 1989,1998,
132,17,Duane Starks,22.0,24.0,DB,16,8.0,172.0,5-10,Miami (FL),5/23/1974,Rook,4.0,Baltimore Ravens / 1st / 10th pick / 1998,1998,
133,18,Jeff Mitchell,60.0,24.0,C,11,10.0,300.0,6-4,Florida,1/29/1974,Rook,4.0,Baltimore Ravens / 5th / 134th pick / 1997,1998,
134,19,Eric Zeier,10.0,26.0,QB,10,4.0,214.0,6-1,Georgia,9/6/1972,3,4.0,Cleveland Browns / 3rd / 84th pick / 1995,1998,
135,20,Corey Harris,45.0,29.0,DB,16,6.0,213.0,5-11,Vanderbilt,10/25/1969,6,4.0,Houston Oilers / 3rd / 77th pick / 1992,1998,
136,21,Michael Jackson,81.0,29.0,WR,13,12.0,195.0,6-4,Southern Miss,4/12/1969,7,3.0,Cleveland Browns / 6th / 141st pick / 1991,1998,
137,22,Ben Cavil,65.0,26.0,G,16,6.0,310.0,6-2,Oklahoma,1/31/1972,1,3.0,,1998,
138,23,Bennie Thompson,37.0,35.0,DB,16,0.0,210.0,6-0,Grambling St.,2/10/1963,9,3.0,,1998,
139,24,Matt Stover,3.0,30.0,K,16,0.0,180.0,5-11,Louisiana Tech,1/27/1968,7,3.0,New York Giants / 12th / 329th pick / 1990,1998,
140,25,Eric Green,86.0,31.0,TE,12,12.0,280.0,6-5,Liberty,6/22/1967,8,3.0,Pittsburgh Steelers / 1st / 21st pick / 1990,1998,
141,26,DeRon Jenkins,25.0,25.0,DB,16,7.0,190.0,5-11,Tennessee,11/14/1973,2,3.0,Baltimore Ravens / 2nd / 55th pick / 1996,1998,
142,27,Roosevelt Potts,42.0,27.0,RB,16,15.0,250.0,6-0,La-Monroe,1/8/1971,5,2.0,Indianapolis Colts / 2nd / 49th pick / 1993,1998,
143,28,Ralph Staten,41.0,24.0,DB,15,3.0,205.0,6-3,Alabama,12/3/1974,1,2.0,Baltimore Ravens / 7th / 236th pick / 1997,1998,
144,29,Kyle Richardson,5.0,25.0,P,16,0.0,210.0,6-2,Arkansas St.,3/2/1973,1,2.0,,1998,
145,30,James Atkins,74.0,28.0,T,9,6.0,306.0,6-6,Louisiana,1/28/1970,4,2.0,,1998,
146,31,Patrick Johnson,85.0,22.0,WR,13,0.0,186.0,5-10,Oregon,8/10/1976,Rook,2.0,Baltimore Ravens / 2nd / 42nd pick / 1998,1998,
147,32,Kim Herring,20.0,23.0,DB,7,7.0,212.0,6-0,Penn St.,9/10/1975,1,2.0,Baltimore Ravens / 2nd / 58th pick / 1997,1998,
148,33,Mike Frederick,94.0,26.0,DE,10,0.0,280.0,6-5,Virginia,8/6/1972,3,1.0,Cleveland Browns / 3rd / 94th pick / 1995,1998,
149,34,Paul Frase,95.0,33.0,DE,11,0.0,272.0,6-5,Syracuse,5/6/1965,10,1.0,New York Jets / 6th / 146th pick / 1988,1998,
150,35,Donny Brady,24.0,25.0,DB,13,0.0,195.0,6-2,Wisconsin,11/24/1973,3,1.0,,1998,
151,36,Cornell Brown,51.0,23.0,LOLB,16,1.0,240.0,6-0,Virginia Tech,3/15/1975,1,1.0,Baltimore Ravens / 6th / 194th pick / 1997,1998,
152,37,John Williams,36.0,24.0,DB,16,0.0,180.0,5-7,Southern,7/26/1974,1,1.0,,1998,
153,38,Larry Webster,79.0,29.0,DT,15,1.0,310.0,6-5,Maryland,1/18/1969,6,1.0,Miami Dolphins / 3rd / 70th pick / 1992,1998,
154,39,Keith Washington,93.0,26.0,DE,16,0.0,285.0,6-4,UNLV,12/18/1972,2,1.0,,1998,
155,40,Brian Kinchen,88.0,33.0,TE,16,5.0,240.0,6-2,LSU,8/6/1965,10,1.0,Miami Dolphins / 12th / 320th pick / 1988,1998,
156,41,Errict Rhett,32.0,28.0,RB,13,2.0,210.0,5-11,Florida,12/11/1970,4,1.0,Tampa Bay Buccaneers / 2nd / 34th pick / 1994,1998,
157,42,James Roe,83.0,25.0,WR,10,3.0,187.0,6-1,Norfolk St.,8/23/1973,2,1.0,Baltimore Ravens / 6th / 186th pick / 1996,1998,
158,43,Tyrus McCloud,54.0,24.0,LB,7,2.0,250.0,6-1,Louisville,11/23/1974,1,1.0,Baltimore Ravens / 4th / 118th pick / 1997,1998,
159,44,Jay Graham,34.0,23.0,RB,5,1.0,220.0,6-0,Tennessee,7/14/1975,1,1.0,Baltimore Ravens / 3rd / 64th pick / 1997,1998,
160,45,Tyrell Peters,53.0,24.0,LB,10,0.0,230.0,6-0,Oklahoma,8/4/1974,1,1.0,,1998,
161,46,Jerry Olsavsky,56.0,31.0,RILB,9,0.0,221.0,6-1,Pittsburgh,3/29/1967,9,1.0,Pittsburgh Steelers / 10th / 258th pick / 1989,1998,
162,47,Spencer Folau,71.0,25.0,T,3,3.0,315.0,6-5,Idaho,4/5/1973,1,1.0,,1998,
163,48,Mike Flynn,62.0,24.0,C,3,0.0,305.0,6-3,Maine,6/15/1974,Rook,0.0,,1998,
164,49,Kenyon Cotton,23.0,24.0,RB,12,0.0,255.0,6-0,Louisiana,2/23/1974,1,0.0,,1998,
165,50,Jeff Kopp,57.0,27.0,LB,7,0.0,244.0,6-3,USC,7/8/1971,3,0.0,Miami Dolphins / 6th / 194th pick / 1995,1998,
166,51,Wally Richardson,14.0,24.0,QB,1,0.0,225.0,6-4,Penn St.,2/11/1974,Rook,0.0,Baltimore Ravens / 7th / 234th pick / 1997,1998,
167,52,Harper LeBel,82.0,35.0,TE,5,0.0,250.0,6-4,Colorado St.,7/14/1963,9,0.0,Kansas City Chiefs / 12th / 321st pick / 1985,1998,
168,53,A.J. Ofodile,89.0,25.0,TE,5,0.0,260.0,6-6,Missouri,10/9/1973,1,0.0,Buffalo Bills / 5th / 158th pick / 1994,1998,
169,54,Ryan Yarborough,80.0,27.0,WR,6,1.0,195.0,6-2,Wyoming,4/26/1971,4,0.0,New York Jets / 2nd / 41st pick / 1994,1998,
170,55,Lional Dalton,91.0,23.0,DT,2,0.0,315.0,6-1,East. Michigan,2/21/1975,Rook,0.0,,1998,
171,56,Team Total,,27.0,,16,,245.5,6-1.9,,,3.9,,,1998,
172,0,Ray Lewis,52.0,24.0,LB,16,16.0,240.0,6-1,Miami (FL),5/15/1975,3,20.0,Baltimore Ravens / 1st / 26th pick / 1996,1999,
173,1,Michael McCrary,99.0,29.0,DE,16,16.0,266.0,6-4,Wake Forest,7/7/1970,6,13.0,Seattle Seahawks / 7th / 170th pick / 1993,1999,
174,2,Rod Woodson,26.0,34.0,DB,16,16.0,200.0,6-0,Purdue,3/10/1965,12,12.0,Pittsburgh Steelers / 1st / 10th pick / 1987,1999,
175,3,Peter Boulware,58.0,25.0,LB,16,11.0,255.0,6-4,Florida St.,12/18/1974,2,12.0,Baltimore Ravens / 1st / 4th pick / 1997,1999,
