,Division Placement,Points For,Points for Per Game,Points For Ranking,Points Against,Points Against Per Game,Points Against Ranking,Expected Wins,Expected Losses,Team Rating SRS,SRS rank,Strength of Schedule
1971,3,221,15.8,22,302,21.6,20,4.5,9.5,-4.27,20,1.51
1972,5,145,10.4,26,352,25.1,22,1.5,12.5,-14.57,25,.22
1973,3,310,22.1,8,393,28.1,25,5.1,8.9,-4.23,18,1.70
1974,4,242,17.3,16,217,15.5,7,7.9,6.1,2.92,10,1.14
1975,5,225,16.1,21,302,21.6,16,4.7,9.3,-4.57,19,.93
1976,4,165,11.8,27,286,20.4,19,3.0,11.0,-8.69,23,-0.04
1977,4,220,15.7,19,207,14.8,7,7.5,6.5,-0.59,15,-1.51
1978,2,270,16.9,18,250,15.6,5,8.7,7.3,2.30,9,1.05
1979,2,339,21.2,12,282,17.6,9,9.7,6.3,2.70,10,-0.87
1980,1,384,24.0,6,222,13.9,1,12.6,3.4,9.72,1,-0.41
1981,2,368,23.0,5,221,13.8,1,12.3,3.7,8.67,1,-0.52
1982,5,191,21.2,11,195,21.7,19,4.4,4.6,.68,15,1.12
1983,4,233,14.6,28,322,20.1,8,5.1,10.9,-3.12,23,2.44
1984,5,278,17.4,23,320,20.0,14,6.7,9.3,-2.40,18,.22
1985,4,286,17.9,24,310,19.4,10,7.2,8.8,-3.44,22,-1.94
1986,4,256,16.0,24,312,19.5,12,6.2,9.8,-1.52,20,1.98
1987,4,337,22.5,12,380,25.3,25,6.4,8.6,-2.04,20,.83
1988,1,379,23.7,5,319,19.9,14,9.6,6.4,3.40,7,-0.35
1989,2,342,21.4,13,274,17.1,5,10.1,5.9,5.06,5,.81
1990,2,396,24.8,3,299,18.7,12,10.6,5.4,5.58,6,-0.48
1991,3,285,17.8,18,244,15.3,5,9.5,6.5,4.66,6,2.10
1992,2,354,22.1,5,245,15.3,6,11.3,4.7,8.89,3,2.08
1993,3,293,18.3,17,315,19.7,19,7.3,8.7,.41,13,1.79
1994,4,308,19.3,17,308,19.3,11,8.0,8.0,.58,12,.58
1995,2,318,19.9,21,338,21.1,15,7.4,8.6,-1.72,19,-0.47
1996,2,363,22.7,9,341,21.3,21,8.6,7.4,.55,13,-0.82
1997,3,317,19.8,19,372,23.3,24,6.5,9.5,-2.96,20,.48
1998,5,161,10.1,30,344,21.5,19,2.3,13.7,-12.76,30,-1.32
1999,5,272,17.0,25,357,22.3,22,5.5,10.5,-4.23,25,1.08
2000,2,351,21.9,12,245,15.3,4,11.2,4.8,3.06,11,-3.57
2001,1,343,21.4,9,208,13.0,2,12.3,3.7,7.73,3,-0.71
2002,1,415,25.9,4,241,15.1,2,12.5,3.5,8.30,3,-2.58
2003,1,374,23.4,11,287,17.9,7,10.4,5.6,4.41,9,-1.03
2004,1,386,24.1,8,260,16.3,2,11.5,4.5,5.55,9,-2.32
2005,4,310,19.4,18,388,24.3,27,5.9,10.1,-2.31,19,2.57
2006,1,398,24.9,6,328,20.5,15,9.8,6.2,3.39,11,-0.98
2007,4,336,21.0,17,300,18.8,9,9.1,6.9,5.25,7,3.00
2008,2,416,26.0,6,289,18.1,4,11.3,4.7,7.83,5,-0.11
2009,2,429,26.8,5,337,21.1,19,10.2,5.8,5.99,9,.24
2010,1,439,27.4,3,377,23.6,21,9.4,6.6,4.22,8,.34
2011,2,396,24.8,8,328,20.5,10,9.8,6.2,4.72,8,.47
2012,4,280,17.5,29,444,27.8,29,4.0,12.0,-8.87,28,1.38
2013,1,442,27.6,4,382,23.9,17,9.4,6.6,1.85,13,-1.90
2014,2,474,29.6,3,400,25.0,22,9.6,6.4,3.92,10,-0.70
2015,2,377,23.6,13,430,26.9,28,6.8,9.2,-4.62,23,-1.31
2016,4,367,22.9,16,331,20.7,12,9.0,7.0,3.80,7,1.55
2017,1,457,28.6,3,295,18.4,4,11.8,4.2,9.41,1,-0.71
2018,2,367,22.9,18,348,21.8,12,8.5,7.5,1.74,12,.55
2019,1,385,24.1,12,354,22.1,15,8.8,7.2,.26,16,-1.68
2020,4,334,20.9,26,418,26.1,20,5.9,10.1,-4.40,24,.85
2021,1,43,21.5,21,23,11.5,2,1.6,0.4,-23.66,28,-33.66
