,index,Player,No.,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Year,Salary
27,27,Larry Steinbach,34.0,33.0,T,3,0.0,214.0,6-0,St. Thomas,12/23/1900,3,,,1933,
28,28,Dick Thornton,28.0,25.0,BB,4,1.0,165.0,5-6,"Michigan,Missouri S&T",2/4/1908,Rook,,,1933,
29,29,Guy Turnbow,33.0,25.0,T,9,7.0,217.0,6-2,Mississippi,3/28/1908,Rook,,,1933,
30,30,Jodie Whire,,23.0,FB,2,1.0,185.0,6-1,Georgia,6/11/1910,Rook,,,1933,
31,31,Diddie Willson,25.0,22.0,G,7,1.0,196.0,5-10,Pennsylvania,1/17/1911,Rook,,,1933,
32,32,Lee Woodruff,11.0,23.0,B,9,2.0,202.0,6-0,Mississippi,4/4/1910,2,,,1933,
33,33,Jim Zyntell,21.0,23.0,G,8,7.0,200.0,6-1,Holy Cross,4/27/1910,Rook,,,1933,
34,34,Team Total,,24.9,,9,,197.7,5-11.8,,,1.1,,,1933,
35,0,Dan Barnhart,26.0,22.0,TB,1,0.0,200.0,6-0,"St. Mary's (CA),Centenary",6/27/1912,Rook,,,1934,
36,1,Joe Carter,31.0,25.0,E,11,10.0,201.0,6-1,"Austin,SMU",7/23/1909,1,,,1934,
37,2,Algy Clark,21.0,30.0,B,3,0.0,190.0,5-10,Ohio St.,5/7/1904,4,,,1934,
38,3,Paul Cuba,21.0,26.0,T,10,10.0,212.0,6-0,Pittsburgh,6/12/1908,1,,,1934,
39,4,Jack Dempsey,27.0,22.0,T,1,0.0,225.0,6-2,Bucknell,3/12/1912,Rook,,,1934,
40,5,Swede Ellstrom,10.0,28.0,WB,8,7.0,203.0,6-1,Oklahoma,5/15/1906,Rook,,,1934,
41,6,Bob Gonya,27.0,24.0,T,9,1.0,208.0,6-2,Northwestern,6/15/1910,1,,,1934,
42,7,Len Gudd,25.0,24.0,E,1,0.0,212.0,6-3,Temple,9/25/1910,Rook,,,1934,
43,8,Chuck Hajek,8.0,24.0,C,11,2.0,210.0,6-1,"South Carolina,Northwestern",11/11/1910,Rook,,,1934,
44,9,Swede Hanson,14.0,27.0,B,11,8.0,192.0,6-1,Temple,11/10/1907,3,,,1934,
45,10,Lorne Johnson,,25.0,FB,1,0.0,195.0,6-2,Temple,4/19/1909,Rook,,,1934,
46,11,George Kavel,10.0,24.0,HB,1,0.0,170.0,5-11,Carnegie Mellon,5/3/1910,Rook,,,1934,
47,12,George Kenneally,13.0,32.0,E,11,10.0,190.0,6-0,St. Bonaventure,4/12/1902,8,,,1934,
48,13,Red Kirkman,3.0,29.0,B,10,7.0,195.0,6-1,"Case Western Reserve,Washington & Jefferson",10/17/1905,1,,,1934,
49,14,Jack Knapper,11.0,24.0,B,2,0.0,190.0,6-3,Ottawa (KS),1/12/1910,Rook,,,1934,
50,15,Joe Kresky,5.0,28.0,G,10,6.0,215.0,6-0,Wisconsin,4/27/1906,2,,,1934,
51,16,Rick Lackman,24.0,24.0,HB,8,0.0,186.0,5-11,none,9/20/1910,1,,,1934,
52,17,Jim Leonard,19.0,24.0,B,9,5.0,204.0,6-0,Notre Dame,2/14/1910,Rook,,,1934,
53,18,John Lipski,20.0,,C,10,9.0,200.0,5-11,Temple,0/0/0,1,,,1934,
54,19,Jim MacMurdo,6.0,25.0,T,11,11.0,209.0,6-1,Pittsburgh,9/2/1909,2,,,1934,
55,20,Ed Matesic,12.0,27.0,TB,11,11.0,198.0,6-1,Pittsburgh,11/6/1907,Rook,,,1934,
56,21,Barnes Milam,30.0,28.0,G,2,0.0,190.0,6-2,Austin,1/4/1906,Rook,,,1934,
57,22,John Norby,26.0,24.0,HB,1,0.0,195.0,6-0,Idaho,8/30/1910,Rook,,,1934,
58,23,Joe Pilconis,2.0,23.0,E,9,2.0,189.0,6-1,Temple,10/9/1911,Rook,,,1934,
59,24,Phil Poth,23.0,23.0,G,1,0.0,195.0,5-11,Gonzaga,5/2/1911,Rook,,,1934,
60,25,Jack Roberts,12.0,24.0,B,1,1.0,210.0,6-0,Georgia,9/27/1910,2,,,1934,
61,26,Ed Storm,22.0,27.0,B,10,5.0,195.0,6-1,Santa Clara,10/2/1907,Rook,,,1934,
62,27,Guy Turnbow,28.0,26.0,T,2,0.0,217.0,6-2,Mississippi,3/28/1908,1,,,1934,
63,28,Reds Weiner,18.0,23.0,B,5,0.0,180.0,5-9,Muhlenberg,1/24/1911,Rook,,,1934,
64,29,Diddie Willson,15.0,23.0,G,11,11.0,196.0,5-10,Pennsylvania,1/17/1911,1,,,1934,
65,30,Vince Zizak,23.0,26.0,G,6,1.0,208.0,5-8,Villanova,8/8/1908,Rook,,,1934,
66,31,Jim Zyntell,9.0,24.0,G,8,5.0,200.0,6-1,Holy Cross,4/27/1910,1,,,1934,
67,32,Team Total,,24.5,,11,,199.4,6-0.3,,,0.9,,,1934,
68,0,Howard Bailey,20.0,22.0,T,1,0.0,205.0,6-0,Tennessee,1/10/1913,Rook,,,1935,
69,1,Steve Banas,29.0,28.0,BB,2,0.0,190.0,6-0,Notre Dame,4/30/1907,Rook,,,1935,
70,2,Harry Benson,30.0,26.0,G,6,0.0,218.0,5-10,Western Maryland,10/7/1909,Rook,,,1935,
71,3,Bill Brian,31.0,24.0,T,9,5.0,210.0,6-2,Gonzaga,10/12/1911,Rook,,,1935,
72,4,Tom Bushby,45.0,24.0,TB,2,0.0,200.0,5-10,Kansas St.,12/30/1911,1,,,1935,
73,5,Glenn Campbell,29.0,31.0,E,1,0.0,199.0,5-11,Emporia St.,4/20/1904,6,,,1935,
74,6,Joe Carter,17.0,26.0,E,11,11.0,201.0,6-1,"Austin,SMU",7/23/1909,2,,,1935,
75,7,Paul Cuba,21.0,27.0,T,10,8.0,212.0,6-0,Pittsburgh,6/12/1908,2,,,1935,
76,8,Dick Frahm,,29.0,WB,1,0.0,195.0,5-10,Nebraska,4/11/1906,3,,,1935,
77,9,Tom Graham,31.0,26.0,G,2,0.0,210.0,6-3,Temple,8/14/1909,Rook,,,1935,
78,10,Homer Hanson,14.0,25.0,C,1,0.0,217.0,6-0,Kansas St.,7/25/1910,1,,,1935,
79,11,Swede Hanson,14.0,28.0,B,11,8.0,192.0,6-1,Temple,11/10/1907,4,,,1935,
80,12,Bud Jorgensen,42.0,24.0,T,11,2.0,205.0,6-0,St. Mary's (CA),2/5/1911,1,,,1935,
81,13,George Kenneally,13.0,33.0,E,8,2.0,190.0,6-0,St. Bonaventure,4/12/1902,9,,,1935,
82,14,Red Kirkman,3.0,30.0,B,1,1.0,195.0,6-1,"Case Western Reserve,Washington & Jefferson",10/17/1905,2,,,1935,
83,15,Joe Kresky,5.0,29.0,G,9,8.0,215.0,6-0,Wisconsin,4/27/1906,3,,,1935,
84,16,Irv Kupcinet,31.0,23.0,QB,2,1.0,190.0,6-1,"Northwestern,North Dakota",7/31/1912,Rook,,,1935,
85,17,Rick Lackman,24.0,25.0,HB,11,0.0,186.0,5-11,none,9/20/1910,2,,,1935,
86,18,Jim Leonard,19.0,25.0,B,11,11.0,204.0,6-0,Notre Dame,2/14/1910,1,,,1935,
87,19,Jim MacMurdo,6.0,26.0,T,4,3.0,209.0,6-1,Pittsburgh,9/2/1909,3,,,1935,
88,20,Eggs Manske,36.0,23.0,E,10,9.0,185.0,6-0,Northwestern,7/5/1912,Rook,,,1935,
89,21,Ed Matesic,12.0,28.0,TB,11,11.0,198.0,6-1,Pittsburgh,11/6/1907,1,,,1935,
90,22,Forrest McPherson,26.0,24.0,G,7,3.0,233.0,5-11,Nebraska,10/22/1911,Rook,,,1935,
91,23,Max Padlow,28.0,23.0,E,4,0.0,199.0,6-1,Ohio St.,8/15/1912,Rook,,,1935,
92,24,Alabama Pitts,50.0,26.0,HB,3,0.0,185.0,5-10,none,11/22/1909,Rook,,,1935,
93,25,Leo Raskowski,45.0,29.0,T,2,0.0,219.0,6-3,Ohio St.,3/28/1906,3,,,1935,
94,26,Hank Reese,25.0,26.0,C,11,11.0,214.0,5-11,Temple,10/24/1909,2,,,1935,
95,27,Burle Robison,27.0,25.0,E,7,0.0,197.0,6-4,BYU,2/17/1910,Rook,,,1935,
96,28,Bob Rowe,37.0,24.0,HB,4,0.0,198.0,6-0,Colgate,5/28/1911,1,,,1935,
97,29,Mike Sebastian,34.0,25.0,HB,4,0.0,185.0,5-11,Pittsburgh,6/7/1910,Rook,,,1935,
98,30,Harry Shaub,23.0,24.0,G,1,0.0,215.0,5-7,Cornell,7/15/1911,Rook,,,1935,
99,31,Ed Storm,22.0,28.0,B,11,3.0,195.0,6-1,Santa Clara,10/2/1907,1,,,1935,
100,32,Stumpy Thomason,29.0,29.0,B,7,7.0,189.0,5-7,Georgia Tech,2/24/1906,5,,,1935,
101,33,Izzy Weinstock,10.0,22.0,FB,11,2.0,190.0,5-11,Pittsburgh,6/27/1913,Rook,,,1935,
102,34,Clyde Williams,20.0,27.0,T,3,0.0,210.0,6-2,Georgia Tech,9/17/1908,Rook,,,1935,
103,35,Diddie Willson,15.0,24.0,G,10,10.0,196.0,5-10,Pennsylvania,1/17/1911,2,,,1935,
104,36,Vince Zizak,23.0,27.0,G,4,1.0,208.0,5-8,Villanova,8/8/1908,1,,,1935,
105,37,Jim Zyntell,16.0,25.0,G,7,4.0,200.0,6-1,Holy Cross,4/27/1910,2,,,1935,
106,38,Team Total,,26.1,,11,,201.6,5-11.8,,,1.5,,,1935,
107,0,Reds Bassman,19.0,23.0,HB,8,0.0,180.0,5-11,Ursinus,2/25/1913,Rook,,,1936,
108,1,Bill Brian,31.0,25.0,T,11,3.0,210.0,6-2,Gonzaga,10/12/1911,1,,,1936,
109,2,Art Buss,12.0,25.0,T,12,12.0,219.0,6-3,Michigan St.,7/14/1911,2,,,1936,
110,3,Joe Carter,17.0,27.0,E,9,9.0,201.0,6-1,"Austin,SMU",7/23/1909,3,,,1936,
111,4,Glenn Frey,32.0,24.0,B,12,8.0,193.0,5-10,Temple,3/6/1912,Rook,,,1936,
112,5,Rudy Gollomb,14.0,25.0,G,4,0.0,205.0,5-11,"Wisconsin,Carroll (WI)",11/6/1911,Rook,,,1936,
113,6,Swede Hanson,42.0,29.0,B,12,10.0,192.0,6-1,Temple,11/10/1907,5,,,1936,
114,7,Don Jackson,10.0,23.0,TB,10,2.0,184.0,5-11,North Carolina,11/14/1913,Rook,,,1936,
115,8,Carl Kane,36.0,23.0,B,1,0.0,195.0,5-11,St. Louis,1/24/1913,Rook,,,1936,
116,9,John Kusko,21.0,22.0,B,12,1.0,194.0,5-11,Temple,3/27/1914,Rook,,,1936,
117,10,Jim Leonard,19.0,26.0,B,10,10.0,204.0,6-0,Notre Dame,2/14/1910,2,,,1936,
118,11,Jim MacMurdo,6.0,27.0,T,9,9.0,209.0,6-1,Pittsburgh,9/2/1909,4,,,1936,
119,12,Eggs Manske,11.0,24.0,E,12,11.0,185.0,6-0,Northwestern,7/5/1912,1,,,1936,
120,13,Walt Masters,53.0,29.0,B,2,0.0,192.0,5-10,Pennsylvania,3/28/1907,Rook,,,1936,
121,14,Forrest McPherson,26.0,25.0,G,12,11.0,233.0,5-11,Nebraska,10/22/1911,1,,,1936,
122,15,George Mulligan,42.0,22.0,E,9,0.0,198.0,6-1,Catholic,6/7/1914,Rook,,,1936,
123,16,Max Padlow,28.0,24.0,E,1,0.0,199.0,6-1,Ohio St.,8/15/1912,1,,,1936,
124,17,Joe Pilconis,18.0,25.0,E,12,4.0,189.0,6-1,Temple,10/9/1911,2,,,1936,
125,18,Joe Pivarnik,29.0,24.0,G,6,0.0,217.0,5-9,Notre Dame,2/18/1912,Rook,,,1936,
126,19,Hank Reese,25.0,27.0,C,10,10.0,214.0,5-11,Temple,10/24/1909,3,,,1936,
127,20,Jim Russell,22.0,28.0,G,11,10.0,210.0,5-11,Temple,8/18/1908,Rook,,,1936,
128,21,Dave Smukler,13.0,22.0,FB,10,8.0,226.0,6-1,"Missouri,Temple",5/28/1914,Rook,,,1936,
129,22,Pete Stevens,20.0,27.0,C,4,2.0,215.0,6-0,Temple,6/18/1909,Rook,,,1936,
130,23,Stumpy Thomason,15.0,30.0,B,12,9.0,189.0,5-7,Georgia Tech,2/24/1906,6,,,1936,
131,24,Vince Zizak,23.0,28.0,G,10,3.0,208.0,5-8,Villanova,8/8/1908,2,,,1936,
132,25,Team Total,,25.4,,12,,202.4,5-11.5,,,1.3,,,1936,
133,0,Jay Arnold,34.0,25.0,HB,10,6.0,210.0,6-1,Texas,9/9/1912,Rook,,,1937,
134,1,Winnie Baze,26.0,23.0,B,10,4.0,190.0,5-11,"Schreiner College,Texas Tech",7/14/1914,Rook,,,1937,
135,2,Art Buss,12.0,26.0,T,11,11.0,219.0,6-3,Michigan St.,7/14/1911,3,,,1937,
136,3,Joe Carter,17.0,28.0,E,10,8.0,201.0,6-1,"Austin,SMU",7/23/1909,4,,,1937,
137,4,Jack Dempsey,27.0,25.0,T,2,1.0,225.0,6-2,Bucknell,3/12/1912,3,,,1937,
138,5,Fritz Ferko,11.0,27.0,T,10,5.0,242.0,6-1,"West Chester,Mount St. Mary's",12/23/1910,Rook,,,1937,
139,6,Glenn Frey,32.0,25.0,B,6,5.0,193.0,5-10,Temple,3/6/1912,1,,,1937,
140,7,Swede Hanson,42.0,30.0,B,2,0.0,192.0,6-1,Temple,11/10/1907,6,,,1937,
141,8,Maurice Harper,10.0,23.0,C,9,3.0,227.0,6-4,Austin,5/14/1914,Rook,,,1937,
142,9,Bill Hewitt,56.0,28.0,E,11,11.0,190.0,5-9,Michigan,10/8/1909,5,,,1937,
143,10,Tex Holcomb,,24.0,T,1,1.0,235.0,6-2,Texas Tech,6/21/1913,Rook,,,1937,
144,11,Billy Hughes,15.0,22.0,G,11,8.0,226.0,6-1,Texas,4/11/1915,Rook,,,1937,
145,12,Rabbit Keen,24.0,23.0,QB,8,0.0,170.0,5-9,Arkansas,12/10/1914,Rook,,,1937,
146,13,Charlie Knox,29.0,,B,1,0.0,185.0,5-11,St. Edmonds,0/0/0,Rook,,,1937,
147,14,John Kusko,16.0,23.0,B,10,4.0,194.0,5-11,Temple,3/27/1914,1,,,1937,
148,15,Jim Leonard,19.0,27.0,B,2,0.0,204.0,6-0,Notre Dame,2/14/1910,3,,,1937,
149,16,Jim MacMurdo,20.0,28.0,T,3,0.0,209.0,6-1,Pittsburgh,9/2/1909,5,,,1937,
150,17,Bob Masters,30.0,24.0,HB,9,3.0,200.0,5-11,Baylor,1/16/1913,Rook,,,1937,
151,18,Forrest McPherson,35.0,26.0,G,3,0.0,233.0,5-11,Nebraska,10/22/1911,2,,,1937,
152,19,Emmett Mortell,31.0,21.0,B,11,11.0,181.0,6-1,"Notre Dame,Wisconsin",4/8/1916,Rook,,,1937,
153,20,Joe Pilconis,18.0,26.0,E,11,3.0,189.0,6-1,Temple,10/9/1911,3,,,1937,
154,21,George Rado,27.0,25.0,G,9,1.0,194.0,5-9,Duquesne,10/24/1912,2,,,1937,
155,22,Hank Reese,20.0,28.0,C,11,8.0,214.0,5-11,Temple,10/24/1909,4,,,1937,
156,23,Herb Roton,18.0,24.0,E,9,1.0,210.0,6-2,Auburn,8/28/1913,Rook,,,1937,
157,24,Jim Russell,17.0,29.0,G,3,1.0,210.0,5-11,Temple,8/18/1908,1,,,1937,
158,25,Dave Smukler,13.0,23.0,FB,11,11.0,226.0,6-1,"Missouri,Temple",5/28/1914,1,,,1937,
159,26,Ray Spillers,33.0,25.0,T,10,3.0,218.0,6-3,Arkansas,10/23/1912,Rook,,,1937,
160,27,Mule Stockton,21.0,24.0,G,11,11.0,214.0,6-1,McMurry,12/29/1913,Rook,,,1937,
161,28,Vince Zizak,23.0,29.0,G,2,1.0,208.0,5-8,Villanova,8/8/1908,3,,,1937,
162,29,Team Total,,24.5,,11,,207.2,6-0.1,,,1.6,,,1937,
163,0,Jay Arnold,34.0,26.0,HB,11,11.0,210.0,6-1,Texas,9/9/1912,1,,,1938,
164,1,Joe Bukant,36.0,23.0,B,11,1.0,216.0,6-0,Washington (MO),10/31/1915,Rook,,Philadelphia Eagles / 3rd / 17th pick / 1938,1938,
165,2,Tom Burnette,19.0,23.0,BB,8,0.0,194.0,6-1,North Carolina,7/29/1915,Rook,,Pittsburgh Pirates / 8th / 64th pick / 1938,1938,
166,3,Joe Carter,17.0,29.0,E,11,11.0,201.0,6-1,"Austin,SMU",7/23/1909,5,,,1938,
167,4,John Cole,37.0,23.0,FB,11,0.0,197.0,5-9,St. Joseph's (PA),8/28/1915,Rook,,,1938,
168,5,Woody Dow,14.0,22.0,BB,10,10.0,195.0,6-0,West Texas A&M,12/16/1916,Rook,,,1938,
169,6,Drew Ellis,35.0,24.0,T,11,10.0,215.0,6-1,TCU,12/27/1914,Rook,,Philadelphia Eagles / 3rd / 21st pick / 1937,1938,
170,7,Fritz Ferko,19.0,28.0,T,2,0.0,242.0,6-1,"West Chester,Mount St. Mary's",12/23/1910,1,,,1938,
171,8,Bill Fiedler,38.0,24.0,G,1,0.0,200.0,5-9,Pennsylvania,11/10/1914,Rook,,,1938,
172,9,Wimpy Giddens,26.0,24.0,T,9,0.0,220.0,6-2,Louisiana Tech,11/25/1914,Rook,,,1938,
173,10,Maurice Harper,10.0,24.0,C,11,9.0,227.0,6-4,Austin,5/14/1914,1,,,1938,
174,11,Bill Hewitt,56.0,29.0,E,11,11.0,190.0,5-9,Michigan,10/8/1909,6,,,1938,
175,12,Billy Hughes,29.0,23.0,G,11,6.0,226.0,6-1,Texas,4/11/1915,1,,,1938,
176,13,Ray Keeling,28.0,23.0,T,9,3.0,242.0,6-3,Texas,8/24/1915,Rook,,,1938,
177,14,Rabbit Keen,24.0,24.0,QB,1,0.0,170.0,5-9,Arkansas,12/10/1914,1,,,1938,
178,15,John Kusko,16.0,24.0,B,1,0.0,194.0,5-11,Temple,3/27/1914,2,,,1938,
179,16,Bernie Lee,11.0,26.0,QB,1,0.0,190.0,5-11,Villanova,10/25/1912,Rook,,,1938,
180,17,Bob Masters,30.0,25.0,HB,1,1.0,200.0,5-11,Baylor,1/16/1913,1,,,1938,
181,18,Emmett Mortell,31.0,22.0,B,11,7.0,181.0,6-1,"Notre Dame,Wisconsin",4/8/1916,1,,,1938,
182,19,Bob Pylman,39.0,25.0,T,11,1.0,214.0,6-4,South Dakota St.,10/30/1913,Rook,,,1938,
183,20,George Rado,27.0,26.0,G,10,6.0,194.0,5-9,Duquesne,10/24/1912,3,,,1938,
184,21,Red Ramsey,12.0,27.0,E,11,0.0,196.0,6-0,Texas Tech,4/9/1911,Rook,,Philadelphia Eagles / 6th / 42nd pick / 1938,1938,
185,22,Hank Reese,20.0,29.0,C,11,2.0,214.0,5-11,Temple,10/24/1909,5,,,1938,
186,23,Dick Riffle,45.0,23.0,B,11,4.0,200.0,6-1,Albright,2/2/1915,Rook,,Philadelphia Eagles / 2nd / 12th pick / 1938,1938,
187,24,Theodore Schmitt,41.0,22.0,G,11,2.0,219.0,5-11,Pittsburgh,10/2/1916,Rook,,,1938,
188,25,Dave Smukler,13.0,24.0,FB,11,10.0,226.0,6-1,"Missouri,Temple",5/28/1914,2,,,1938,
189,26,Mule Stockton,21.0,25.0,G,11,8.0,214.0,6-1,McMurry,12/29/1913,1,,,1938,
190,27,Billy Wilson,23.0,27.0,E,1,0.0,184.0,5-10,Gonzaga,5/8/1911,3,,,1938,
191,28,Clem Woltman,15.0,24.0,T,10,8.0,214.0,6-1,Purdue,12/4/1914,Rook,,Philadelphia Eagles / 8th / 62nd pick / 1938,1938,
192,29,Team Total,,24.8,,11,,206.4,6-0.1,,,1.2,,,1938,
193,0,Jay Arnold,34.0,27.0,HB,10,9.0,210.0,6-1,Texas,9/9/1912,2,,,1939,
194,1,Rankin Britt,18.0,24.0,E,1,0.0,205.0,6-2,Texas A&M,4/11/1915,Rook,,Philadelphia Eagles / 9th / 74th pick / 1939,1939,
195,2,Joe Bukant,36.0,24.0,B,11,3.0,216.0,6-0,Washington (MO),10/31/1915,1,,Philadelphia Eagles / 3rd / 17th pick / 1938,1939,
196,3,Joe Carter,17.0,30.0,E,11,11.0,201.0,6-1,"Austin,SMU",7/23/1909,6,,,1939,
197,4,Zed Coston,23.0,24.0,C,1,0.0,222.0,6-2,Texas A&M,7/12/1915,Rook,,Philadelphia Eagles / 5th / 34th pick / 1939,1939,
198,5,Bree Cuppoletti,37.0,29.0,G,10,8.0,200.0,5-10,Oregon,6/19/1910,5,,,1939,
199,6,Woody Dow,14.0,23.0,BB,9,2.0,195.0,6-0,West Texas A&M,12/16/1916,1,,,1939,
200,7,Drew Ellis,35.0,25.0,T,11,9.0,215.0,6-1,TCU,12/27/1914,1,,Philadelphia Eagles / 3rd / 21st pick / 1937,1939,
201,8,Maurice Harper,10.0,25.0,C,11,8.0,227.0,6-4,Austin,5/14/1914,2,,,1939,
202,9,Bill Hewitt,56.0,30.0,E,10,2.0,190.0,5-9,Michigan,10/8/1909,7,,,1939,
203,10,Billy Hughes,29.0,24.0,G,11,6.0,226.0,6-1,Texas,4/11/1915,2,,,1939,
204,11,Ray Keeling,28.0,24.0,T,9,0.0,242.0,6-3,Texas,8/24/1915,1,,,1939,
205,12,Elmer Kolberg,22.0,23.0,HB,8,3.0,201.0,6-4,Oregon St.,1/21/1916,Rook,,Philadelphia Eagles / 9th / 72nd pick / 1938,1939,
206,13,Emmett Kriel,25.0,23.0,G,1,0.0,199.0,6-2,Baylor,5/12/1916,Rook,,Philadelphia Eagles / 10th / 82nd pick / 1938,1939,
207,14,Emmett Mortell,31.0,23.0,B,8,2.0,181.0,6-1,"Notre Dame,Wisconsin",4/8/1916,2,,,1939,
208,15,Fran Murray,11.0,24.0,B,11,6.0,200.0,6-0,Pennsylvania,7/21/1915,Rook,,Philadelphia Eagles / 2nd / 11th pick / 1937,1939,
209,16,Chuck Newton,40.0,23.0,FB,9,7.0,204.0,6-0,Washington,11/15/1916,Rook,,Philadelphia Eagles / 2nd / 14th pick / 1939,1939,
210,17,Davey O'Brien,8.0,22.0,QB,11,8.0,151.0,5-7,TCU,6/22/1917,Rook,,Philadelphia Eagles / 1st / 4th pick / 1939,1939,
211,18,Bob Pylman,39.0,26.0,T,10,2.0,214.0,6-4,South Dakota St.,10/30/1913,1,,,1939,
212,19,Red Ramsey,12.0,28.0,E,11,6.0,196.0,6-0,Texas Tech,4/9/1911,1,,Philadelphia Eagles / 6th / 42nd pick / 1938,1939,
213,20,Hank Reese,20.0,30.0,C,5,3.0,214.0,5-11,Temple,10/24/1909,6,,,1939,
214,21,Dick Riffle,45.0,24.0,B,10,3.0,200.0,6-1,Albright,2/2/1915,1,,Philadelphia Eagles / 2nd / 12th pick / 1938,1939,
215,22,Theodore Schmitt,41.0,23.0,G,11,8.0,219.0,5-11,Pittsburgh,10/2/1916,1,,,1939,
216,23,Jake Schuehle,38.0,22.0,HB,2,0.0,196.0,6-0,Rice,9/28/1917,Rook,,Philadelphia Eagles / 6th / 44th pick / 1939,1939,
217,24,Dave Smukler,13.0,25.0,FB,4,4.0,226.0,6-1,"Missouri,Temple",5/28/1914,3,,,1939,
218,25,George Somers,19.0,24.0,T,9,3.0,253.0,6-2,La Salle,10/5/1915,Rook,,Philadelphia Eagles / 8th / 64th pick / 1939,1939,
219,26,Allie White,21.0,24.0,G,7,0.0,212.0,5-11,TCU,3/23/1915,Rook,,Philadelphia Eagles / 13th / 114th pick / 1939,1939,
220,27,Clem Woltman,15.0,25.0,T,11,8.0,214.0,6-1,Purdue,12/4/1914,1,,Philadelphia Eagles / 8th / 62nd pick / 1938,1939,
221,28,Team Total,,24.9,,11,,208.2,6-0.6,,,1.6,,,1939,
222,0,Jay Arnold,34.0,28.0,HB,9,3.0,210.0,6-1,Texas,9/9/1912,3,,,1940,
223,1,Dick Bassi,35.0,25.0,G,11,9.0,214.0,5-11,Santa Clara,1/1/1915,2,,Washington Redskins / 4th / 36th pick / 1937,1940,
224,2,Joe Bukant,36.0,25.0,B,11,4.0,216.0,6-0,Washington (MO),10/31/1915,2,,Philadelphia Eagles / 3rd / 17th pick / 1938,1940,
225,3,Joe Carter,17.0,31.0,E,6,4.0,201.0,6-1,"Austin,SMU",7/23/1909,7,,,1940,
226,4,Chuck Cherundolo,21.0,24.0,C,11,5.0,215.0,6-1,Penn St.,8/8/1916,3,,,1940,
227,5,John Cole,37.0,25.0,FB,7,1.0,197.0,5-9,St. Joseph's (PA),8/28/1915,2,,,1940,
