,Division Placement,Points For,Points for Per Game,Points For Ranking,Points Against,Points Against Per Game,Points Against Ranking,Expected Wins,Expected Losses,Team Rating SRS,SRS rank,Strength of Schedule
1985,5,278,17.4,27,414,25.9,24,4.5,11.5,-10.08,28,-1.58
1986,5,218,13.6,28,351,21.9,21,3.9,12.1,-8.11,25,.20
1987,3,362,24.1,7,368,24.5,23,7.4,7.6,-0.90,16,-0.50
1988,4,344,21.5,11,398,24.9,27,6.6,9.4,-3.20,18,.18
1989,4,258,16.1,25,377,23.6,20,4.6,11.4,-7.15,25,.29
1990,5,268,16.8,24,396,24.8,24,4.5,11.5,-6.70,25,1.30
1991,5,196,12.3,27,344,21.5,22,3.3,12.7,-5.41,23,3.84
1992,5,243,15.2,24,332,20.8,20,5.2,10.8,-3.06,19,2.51
1993,4,326,20.4,9,269,16.8,7,9.8,6.2,3.95,7,.39
1994,3,235,14.7,27,267,16.7,4,6.8,9.2,-2.29,19,-0.29
1995,5,275,17.2,27,422,26.4,30,4.3,11.7,-7.47,28,1.72
1996,4,300,18.8,22,397,24.8,26,5.4,10.6,-7.48,27,-1.42
1997,5,283,17.7,25,379,23.7,25,5.3,10.7,-6.41,27,-0.41
1998,2,325,20.3,15,378,23.6,24,6.6,9.4,-7.37,26,-4.06
1999,4,245,15.3,30,382,23.9,27,4.1,11.9,-8.75,27,-0.19
2000,5,210,13.1,29,443,27.7,30,2.3,13.7,-15.23,31,-0.67
2001,4,295,18.4,20,343,21.4,22,6.6,9.4,-4.16,24,-1.16
2002,4,262,16.4,29,417,26.1,29,4.0,12.0,-9.89,31,-0.20
2003,4,225,14.1,32,452,28.3,32,2.6,13.4,-12.55,32,1.64
2004,3,284,17.8,26,322,20.1,12,6.8,9.2,-4.87,26,-2.50
2005,3,311,19.4,17,387,24.2,26,6.0,10.0,-4.98,24,-0.23
2006,4,314,19.6,19,389,24.3,29,6.0,10.0,-6.93,29,-2.24
2007,2,404,25.3,7,399,24.9,27,8.1,7.9,-3.94,22,-4.25
2008,1,427,26.7,3,426,26.6,28,8.0,8.0,-1.89,21,-1.95
2009,1,375,23.4,11,325,20.3,14,9.3,6.7,-0.28,20,-3.41
2010,4,289,18.1,26,434,27.1,30,4.4,11.6,-12.66,31,-3.60
2011,2,312,19.5,24,348,21.8,17,7.0,9.0,-2.22,21,.04
2012,4,250,15.6,31,357,22.3,17,4.8,11.2,-3.19,23,3.50
2013,3,379,23.7,16,324,20.3,7,9.5,6.5,6.45,6,3.01
2014,2,310,19.4,24,299,18.7,5,8.3,7.7,1.98,14,1.29
2015,1,489,30.6,2,313,19.6,7,11.9,4.1,12.31,1,1.31
2016,2,418,26.1,6,362,22.6,14,9.4,6.6,1.59,13,-1.91
2017,3,295,18.4,25,361,22.6,19,6.1,9.9,-3.72,22,.41
2018,4,225,14.1,32,425,26.6,26,2.9,13.1,-11.50,32,1.00
2019,4,361,22.6,16,442,27.6,28,6.1,9.9,-3.23,23,1.84
2020,3,410,25.6,13,367,22.9,12,9.0,7.0,2.57,12,-0.12
2021,1,72,36.0,2,46,23.0,14,1.5,0.5,7.44,10,-5.56
