,index,Player,No.,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Year,Salary
11,11,John Houser,67.0,25.0,G,11,11.0,238.0,6-3,Redlands,6/21/1935,3,5.0,,1960,
12,12,Nate Borden,87.0,28.0,DE,12,12.0,234.0,6-0,Indiana,9/22/1932,5,5.0,Green Bay Packers / 25th / 293rd pick / 1955,1960,
13,13,Don Bishop,44.0,26.0,B,12,12.0,209.0,6-2,Los Angeles CC,7/1/1934,2,5.0,,1960,
14,14,Jerry Tubbs,50.0,25.0,LB,12,12.0,221.0,6-2,Oklahoma,1/23/1935,3,5.0,Chicago Cardinals / 1st / 10th pick / 1957,1960,
15,15,Fred Dugan,89.0,27.0,E,12,12.0,205.0,6-3,Dayton,5/12/1933,2,5.0,San Francisco 49ers / 7th / 80th pick / 1957,1960,
16,16,Billy Howton,81.0,30.0,E,11,7.0,191.0,6-2,Rice,7/3/1930,8,4.0,Green Bay Packers / 2nd / 15th pick / 1952,1960,
17,17,John Gonzaga,76.0,27.0,T,11,11.0,247.0,6-3,none,3/6/1933,4,4.0,,1960,
18,18,Don McIlhenny,42.0,26.0,HB,11,7.0,197.0,6-0,SMU,11/22/1934,4,4.0,Detroit Lions / 3rd / 27th pick / 1956,1960,
19,19,Mike Falls,63.0,26.0,G,11,5.0,240.0,6-2,Minnesota,3/3/1934,Rook,3.0,New York Giants / 20th / 237th pick / 1956,1960,
20,20,Walt Kowalczyk,35.0,25.0,FB,12,7.0,208.0,6-0,Michigan St.,4/17/1935,2,3.0,Philadelphia Eagles / 1st / 6th pick / 1958,1960,
21,21,Bob Bercich,20.0,24.0,DB,12,7.0,198.0,6-1,Michigan St.,11/9/1936,Rook,3.0,New York Giants / 15th / 179th pick / 1959,1960,
22,22,Buzz Guy,60.0,24.0,G,12,7.0,248.0,6-3,Duke,3/20/1936,2,3.0,Cleveland Browns / 3rd / 34th pick / 1958,1960,
23,23,Paul Dickson,71.0,23.0,DT,8,8.0,252.0,6-5,Baylor,2/26/1937,1,3.0,Los Angeles Rams / 1st / 9th pick / 1959,1960,
24,24,Dave Sherer,86.0,23.0,E,11,0.0,210.0,6-3,"New Mex. Mil. Inst.,SMU",2/14/1937,1,3.0,Baltimore Colts / 2nd / 24th pick / 1959,1960,
25,25,Frank Clarke,82.0,26.0,E,8,3.0,215.0,6-1,Colorado,2/7/1934,3,3.0,Cleveland Browns / 5th / 61st pick / 1956,1960,
26,26,Bill Herchman,72.0,27.0,DT,11,0.0,246.0,6-2,Texas Tech,3/10/1933,4,3.0,San Francisco 49ers / 3rd / 26th pick / 1956,1960,
27,27,Byron Bradfute,77.0,23.0,T,12,0.0,243.0,6-3,Southern Miss,12/12/1937,Rook,3.0,,1960,
28,28,Tom Braatz,51.0,27.0,RLB,12,0.0,216.0,6-1,Marquette,5/12/1933,3,3.0,Washington Redskins / 14th / 159th pick / 1955,1960,
29,29,Jim Mooty,24.0,23.0,DB,7,0.0,177.0,5-11,Arkansas,6/15/1937,Rook,2.0,,1960,
30,30,Gene Babb,33.0,26.0,LB,10,6.0,216.0,6-3,Austin,12/27/1934,3,2.0,San Francisco 49ers / 19th / 224th pick / 1957,1960,
31,31,Dick Klein,79.0,26.0,T,7,4.0,254.0,6-4,"Georgia,Iowa",2/11/1934,2,2.0,Chicago Bears / 29th / 347th pick / 1955,1960,
32,32,Fred Cone,31.0,34.0,FB,12,0.0,199.0,5-11,Clemson,6/21/1926,9,2.0,Green Bay Packers / 3rd / 27th pick / 1951,1960,
33,33,Gary Wisener,84.0,22.0,DB,10,3.0,206.0,6-1,Baylor,8/24/1938,Rook,2.0,,1960,
34,34,Don Heinrich,11.0,30.0,QB,12,1.0,182.0,6-0,Washington,9/19/1930,6,1.0,New York Giants / 3rd / 35th pick / 1952,1960,
35,35,Mike Dowdle,30.0,23.0,LB,2,0.0,235.0,6-3,Texas,12/6/1937,Rook,1.0,San Francisco 49ers / 15th / 179th pick / 1960,1960,
36,36,Don Meredith,17.0,22.0,QB,6,1.0,210.0,6-3,SMU,4/10/1938,Rook,1.0,Chicago Bears / 3rd / 32nd pick / 1960,1960,
37,37,Fred Doelling,34.0,22.0,DB,2,2.0,190.0,5-10,Pennsylvania,9/27/1938,Rook,1.0,,1960,
38,38,Jack Patera,56.0,27.0,LB,3,2.0,234.0,6-1,Oregon,8/1/1933,5,1.0,Baltimore Colts / 4th / 44th pick / 1955,1960,
39,39,Mike Connelly,54.0,25.0,C,12,1.0,247.0,6-4,"Washington St.,Utah St.",10/16/1935,Rook,1.0,Los Angeles Rams / 12th / 141st pick / 1959,1960,
40,40,Woodley Lewis,23.0,35.0,DB,6,0.0,185.0,6-0,Oregon,6/14/1925,10,0.0,Los Angeles Rams / 8th / 103rd pick / 1950,1960,
41,41,Ray Mathews,25.0,31.0,HB,6,2.0,185.0,6-0,Clemson,2/26/1929,9,0.0,Pittsburgh Steelers / 7th / 81st pick / 1951,1960,
42,42,Dick Bielski,36.0,28.0,E,12,3.0,224.0,6-1,Maryland,9/7/1932,5,0.0,Philadelphia Eagles / 1st / 9th pick / 1955,1960,
43,43,Team Total,,26.7,,12,,217.0,6-1.4,,,3.7,,,1960,
44,0,Don Bishop,44.0,27.0,B,14,14.0,209.0,6-2,Los Angeles CC,7/1/1934,3,9.0,,1961,
45,1,Frank Clarke,82.0,27.0,E,14,14.0,215.0,6-1,Colorado,2/7/1934,4,9.0,Cleveland Browns / 5th / 61st pick / 1956,1961,
46,2,Don Perkins,43.0,23.0,FB,14,14.0,204.0,5-10,New Mexico,3/4/1938,Rook,8.0,Baltimore Colts / 9th / 106th pick / 1960,1961,
47,3,Jerry Tubbs,50.0,26.0,LB,14,14.0,221.0,6-2,Oklahoma,1/23/1935,4,7.0,Chicago Cardinals / 1st / 10th pick / 1957,1961,
48,4,Billy Howton,81.0,31.0,E,14,14.0,191.0,6-2,Rice,7/3/1930,9,7.0,Green Bay Packers / 2nd / 15th pick / 1952,1961,
49,5,Dicky Moegle,47.0,27.0,DB,14,14.0,195.0,6-0,Rice,9/14/1934,6,7.0,San Francisco 49ers / 1st / 10th pick / 1955,1961,
50,6,Don Healy,78.0,25.0,DT,14,14.0,259.0,6-3,Maryland,8/28/1936,3,7.0,Chicago Bears / 3rd / 37th pick / 1958,1961,
51,7,Nate Borden,87.0,29.0,DE,14,14.0,234.0,6-0,Indiana,9/22/1932,6,6.0,Green Bay Packers / 25th / 293rd pick / 1955,1961,
52,8,Mike Connelly,53.0,26.0,C,14,14.0,247.0,6-4,"Washington St.,Utah St.",10/16/1935,1,6.0,Los Angeles Rams / 12th / 141st pick / 1959,1961,
53,9,Bob Fry,75.0,31.0,T,14,14.0,235.0,6-4,Kentucky,11/11/1930,8,6.0,Los Angeles Rams / 3rd / 36th pick / 1953,1961,
54,10,Bob Lilly,74.0,22.0,DT,14,14.0,260.0,6-5,TCU,7/26/1939,Rook,6.0,"Dallas Cowboys / 1st / 13th pick / 1961, Dallas Texans / 2nd / 14th pick / 1961",1961,
55,11,Eddie LeBaron,14.0,31.0,QB,14,10.0,168.0,5-9,Pacific,1/7/1930,9,6.0,Washington Redskins / 10th / 123rd pick / 1950,1961,
56,12,Dick Bielski,36.0,29.0,E,14,14.0,224.0,6-1,Maryland,9/7/1932,6,6.0,Philadelphia Eagles / 1st / 9th pick / 1955,1961,
57,13,Chuck Howley,54.0,25.0,LB,13,13.0,228.0,6-3,West Virginia,6/28/1936,3,6.0,Chicago Bears / 1st / 7th pick / 1958,1961,
58,14,Mike Falls,63.0,27.0,G,14,14.0,240.0,6-2,Minnesota,3/3/1934,1,6.0,New York Giants / 20th / 237th pick / 1956,1961,
59,15,Bill Herchman,72.0,28.0,DT,14,14.0,246.0,6-2,Texas Tech,3/10/1933,5,6.0,San Francisco 49ers / 3rd / 26th pick / 1956,1961,
60,16,Don Meredith,17.0,23.0,QB,8,4.0,210.0,6-3,SMU,4/10/1938,1,5.0,Chicago Bears / 3rd / 32nd pick / 1960,1961,
61,17,Gene Babb,33.0,27.0,LB,14,11.0,216.0,6-3,Austin,12/27/1934,4,5.0,San Francisco 49ers / 19th / 224th pick / 1957,1961,
62,18,Charley Granger,71.0,23.0,T,8,7.0,240.0,6-2,Southern,8/9/1938,Rook,4.0,Boston Patriots / 26th / 203rd pick / 1961,1961,
63,19,Andy Cvercko,62.0,24.0,G,11,10.0,243.0,6-1,Northwestern,11/6/1937,1,4.0,Green Bay Packers / 5th / 55th pick / 1959,1961,
64,20,Amos Marsh,31.0,22.0,HB,14,7.0,218.0,6-0,Oregon St.,5/7/1939,Rook,4.0,,1961,
65,21,Jimmy Harris,40.0,27.0,DB,11,6.0,178.0,6-1,Oklahoma,11/12/1934,4,4.0,Philadelphia Eagles / 5th / 50th pick / 1957,1961,
66,22,Warren Livingston,41.0,23.0,DB,8,8.0,192.0,5-10,Arizona,7/5/1938,Rook,4.0,,1961,
67,23,Mike Dowdle,30.0,24.0,LB,14,4.0,235.0,6-3,Texas,12/6/1937,1,3.0,San Francisco 49ers / 15th / 179th pick / 1960,1961,
68,24,J.W. Lockett,35.0,24.0,FB,12,7.0,226.0,6-2,Central Oklahoma,2/23/1937,Rook,3.0,,1961,
69,25,Bob Grottkau,64.0,24.0,G,13,0.0,228.0,6-4,Oregon,3/22/1937,2,3.0,Detroit Lions / 4th / 46th pick / 1959,1961,
70,26,John Houser,67.0,26.0,G,14,7.0,238.0,6-3,Redlands,6/21/1935,4,3.0,,1961,
71,27,Ken Frost,79.0,23.0,DT,14,0.0,242.0,6-4,Tennessee,11/17/1938,Rook,3.0,,1961,
72,28,Bob Bercich,20.0,25.0,DB,6,6.0,198.0,6-1,Michigan St.,11/9/1936,1,3.0,New York Giants / 15th / 179th pick / 1959,1961,
73,29,Tom Franckhauser,32.0,24.0,DB,6,4.0,195.0,6-0,Purdue,5/26/1937,2,2.0,Los Angeles Rams / 3rd / 33rd pick / 1959,1961,
74,30,Bob McCreary,70.0,22.0,T,9,4.0,256.0,6-5,Wake Forest,6/20/1939,Rook,2.0,San Francisco 49ers / 5th / 65th pick / 1961,1961,
75,31,Byron Bradfute,77.0,24.0,T,5,0.0,243.0,6-3,Southern Miss,12/12/1937,1,2.0,,1961,
76,32,L.G. Dupre,45.0,29.0,HB,10,0.0,190.0,5-11,Baylor,9/10/1932,6,1.0,Baltimore Colts / 3rd / 27th pick / 1955,1961,
77,33,Allen Green,61.0,23.0,K,14,0.0,216.0,6-2,Mississippi,2/15/1938,Rook,1.0,New York Giants / 8th / 109th pick / 1961,1961,
78,34,Sonny Davis,88.0,23.0,LB,2,0.0,219.0,6-2,Baylor,9/25/1938,Rook,1.0,"Denver Broncos / 4th / 27th pick / 1961, Dallas Cowboys / 4th / 44th pick / 1961",1961,
79,35,Jim Doran,83.0,34.0,E,14,0.0,201.0,6-2,"Buena Vista,Iowa St.",8/11/1927,10,1.0,Detroit Lions / 5th / 55th pick / 1951,1961,
80,36,Buddy Humphrey,11.0,26.0,QB,2,0.0,198.0,6-1,Baylor,9/29/1935,2,0.0,Los Angeles Rams / 2nd / 16th pick / 1959,1961,
81,37,Merrill Douglas,34.0,25.0,FB,6,0.0,204.0,6-0,Utah,3/15/1936,3,0.0,Chicago Bears / 6th / 65th pick / 1958,1961,
82,38,Don McIlhenny,42.0,27.0,HB,3,0.0,197.0,6-0,SMU,11/22/1934,5,0.0,Detroit Lions / 3rd / 27th pick / 1956,1961,
83,39,Glynn Gregory,21.0,22.0,E,14,4.0,195.0,6-2,SMU,7/6/1939,Rook,0.0,"Dallas Texans / 13th / 101st pick / 1961, Dallas Cowboys / 9th / 114th pick / 1961",1961,
84,40,Lee Murchison,80.0,23.0,WR,14,0.0,205.0,6-3,Pacific,4/16/1938,Rook,0.0,San Francisco 49ers / 6th / 70th pick / 1960,1961,
85,41,Jack Patera,56.0,28.0,LB,1,0.0,234.0,6-1,Oregon,8/1/1933,6,0.0,Baltimore Colts / 4th / 44th pick / 1955,1961,
86,42,Team Total,,25.7,,14,,218.9,6-1.7,,,2.9,,,1961,
87,0,Amos Marsh,31.0,23.0,HB,14,14.0,218.0,6-0,Oregon St.,5/7/1939,1,14.0,,1962,
88,1,Frank Clarke,82.0,28.0,E,12,12.0,215.0,6-1,Colorado,2/7/1934,5,13.0,Cleveland Browns / 5th / 61st pick / 1956,1962,
89,2,Don Perkins,43.0,24.0,FB,14,14.0,204.0,5-10,New Mexico,3/4/1938,1,10.0,Baltimore Colts / 9th / 106th pick / 1960,1962,
90,3,Billy Howton,81.0,32.0,E,14,14.0,191.0,6-2,Rice,7/3/1930,10,9.0,Green Bay Packers / 2nd / 15th pick / 1952,1962,
91,4,Don Bishop,44.0,28.0,B,14,14.0,209.0,6-2,Los Angeles CC,7/1/1934,4,9.0,,1962,
92,5,Don Meredith,17.0,24.0,QB,13,8.0,210.0,6-3,SMU,4/10/1938,2,9.0,Chicago Bears / 3rd / 32nd pick / 1960,1962,
93,6,Bob Fry,75.0,32.0,T,14,14.0,235.0,6-4,Kentucky,11/11/1930,9,8.0,Los Angeles Rams / 3rd / 36th pick / 1953,1962,
94,7,Dale Memmelaar,70.0,25.0,G,14,14.0,247.0,6-2,Wyoming,1/15/1937,3,8.0,Chicago Cardinals / 21st / 242nd pick / 1959,1962,
95,8,Sam Baker,38.0,33.0,K,14,0.0,217.0,6-2,Oregon St.,11/12/1929,9,8.0,Los Angeles Rams / 11th / 133rd pick / 1952,1962,
96,9,Jerry Tubbs,50.0,27.0,LB,14,14.0,221.0,6-2,Oklahoma,1/23/1935,5,8.0,Chicago Cardinals / 1st / 10th pick / 1957,1962,
97,10,Mike Connelly,53.0,27.0,C,14,14.0,247.0,6-4,"Washington St.,Utah St.",10/16/1935,2,8.0,Los Angeles Rams / 12th / 141st pick / 1959,1962,
98,11,Andy Cvercko,62.0,25.0,G,14,14.0,243.0,6-1,Northwestern,11/6/1937,2,8.0,Green Bay Packers / 5th / 55th pick / 1959,1962,
99,12,Eddie LeBaron,14.0,32.0,QB,14,6.0,168.0,5-9,Pacific,1/7/1930,10,7.0,Washington Redskins / 10th / 123rd pick / 1950,1962,
100,13,Lee Folkins,83.0,23.0,TE,14,11.0,215.0,6-5,Washington,7/4/1939,1,7.0,Green Bay Packers / 6th / 82nd pick / 1961,1962,
101,14,Bob Lilly,74.0,23.0,DT,14,14.0,260.0,6-5,TCU,7/26/1939,1,7.0,"Dallas Cowboys / 1st / 13th pick / 1961, Dallas Texans / 2nd / 14th pick / 1961",1962,
102,15,Mike Dowdle,30.0,25.0,LB,14,14.0,235.0,6-3,Texas,12/6/1937,2,6.0,San Francisco 49ers / 15th / 179th pick / 1960,1962,
103,16,Guy Reese,68.0,23.0,DT,14,14.0,258.0,6-5,SMU,9/22/1939,Rook,6.0,"Dallas Texans / 11th / 83rd pick / 1962, Dallas Cowboys / 15th / 200th pick / 1962",1962,
104,17,Jerry Norton,25.0,31.0,DB,14,14.0,195.0,5-11,SMU,5/17/1931,8,6.0,Philadelphia Eagles / 7th / 81st pick / 1954,1962,
105,18,John Meyers,78.0,22.0,DT,14,14.0,276.0,6-6,Washington,1/16/1940,Rook,6.0,"Oakland Raiders / 4th / 25th pick / 1962, Los Angeles Rams / 3rd / 31st pick / 1962",1962,
106,19,Monte Clark,73.0,25.0,T,14,10.0,265.0,6-6,USC,1/24/1937,3,6.0,San Francisco 49ers / 4th / 41st pick / 1959,1962,
107,20,George Andrie,66.0,22.0,DE,14,14.0,250.0,6-6,Marquette,4/20/1940,Rook,6.0,"Dallas Cowboys / 6th / 82nd pick / 1962, San Diego Chargers / 12th / 96th pick / 1962",1962,
108,21,Chuck Howley,54.0,26.0,LB,14,14.0,228.0,6-3,West Virginia,6/28/1936,4,6.0,Chicago Bears / 1st / 7th pick / 1958,1962,
109,22,Mike Gaechter,27.0,22.0,DB,14,9.0,190.0,6-0,Oregon,1/9/1940,Rook,5.0,,1962,
110,23,Joe Bob Isbell,60.0,22.0,G,9,0.0,243.0,6-1,Houston,7/7/1940,Rook,4.0,Houston Oilers / 20th / 159th pick / 1962,1962,
111,24,Lynn Hoyem,51.0,23.0,G,14,0.0,244.0,6-4,Long Beach St.,6/27/1939,Rook,4.0,"Denver Broncos / 29th / 226th pick / 1962, Dallas Cowboys / 19th / 254th pick / 1961",1962,
112,25,Dick Nolan,23.0,30.0,DB,11,11.0,185.0,6-1,Maryland,3/26/1932,8,4.0,New York Giants / 4th / 41st pick / 1954,1962,
113,26,Clyde Brock,77.0,22.0,T,14,0.0,268.0,6-5,Utah St.,8/30/1940,Rook,4.0,"Chicago Bears / 2nd / 20th pick / 1962, Houston Oilers / 8th / 63rd pick / 1962",1962,
114,27,Don Talbert,71.0,23.0,T,14,4.0,255.0,6-5,Texas,3/1/1939,Rook,3.0,"Houston Oilers / 34th / 271st pick / 1962, Dallas Cowboys / 8th / 100th pick / 1961",1962,
115,28,Bob Long,56.0,28.0,LB,8,0.0,232.0,6-3,UCLA,2/24/1934,7,2.0,Los Angeles Rams / 2nd / 18th pick / 1955,1962,
116,29,Cornell Green,34.0,22.0,DB,14,5.0,208.0,6-3,Utah St.,2/10/1940,Rook,2.0,,1962,
117,30,Amos Bullocks,22.0,23.0,HB,11,0.0,202.0,6-1,Southern Illinois,2/7/1939,Rook,2.0,"Buffalo Bills / 10th / 76th pick / 1962, Dallas Cowboys / 20th / 270th pick / 1962",1962,
118,31,J.W. Lockett,35.0,25.0,FB,14,0.0,226.0,6-2,Central Oklahoma,2/23/1937,1,1.0,,1962,
119,32,Glynn Gregory,21.0,23.0,E,6,3.0,195.0,6-2,SMU,7/6/1939,1,1.0,"Dallas Texans / 13th / 101st pick / 1961, Dallas Cowboys / 9th / 114th pick / 1961",1962,
120,33,Ken Frost,79.0,24.0,DT,3,0.0,242.0,6-4,Tennessee,11/17/1938,1,1.0,,1962,
121,34,Pettis Norman,84.0,23.0,TE,14,3.0,222.0,6-3,Johnson C. Smith,1/4/1939,Rook,0.0,Dallas Texans / 16th / 123rd pick / 1962,1962,
122,35,Donnie Davis,89.0,22.0,WR,11,1.0,225.0,6-3,Southern,9/18/1940,Rook,0.0,Dallas Cowboys / 6th / 74th pick / 1962,1962,
123,36,Warren Livingston,41.0,24.0,DB,3,1.0,192.0,5-10,Arizona,7/5/1938,1,0.0,,1962,
124,37,Team Total,,25.3,,14,,225.3,6-2.5,,,2.7,,,1962,
125,0,Don Meredith,17.0,25.0,QB,14,12.0,210.0,6-3,SMU,4/10/1938,3,11.0,Chicago Bears / 3rd / 32nd pick / 1960,1963,
126,1,Frank Clarke,82.0,29.0,E,14,14.0,215.0,6-1,Colorado,2/7/1934,6,10.0,Cleveland Browns / 5th / 61st pick / 1956,1963,
127,2,Cornell Green,34.0,23.0,DB,14,14.0,208.0,6-3,Utah St.,2/10/1940,1,8.0,,1963,
128,3,Dale Memmelaar,70.0,26.0,G,14,14.0,247.0,6-2,Wyoming,1/15/1937,4,7.0,Chicago Cardinals / 21st / 242nd pick / 1959,1963,
129,4,Sam Baker,38.0,34.0,K,14,0.0,217.0,6-2,Oregon St.,11/12/1929,10,7.0,Los Angeles Rams / 11th / 133rd pick / 1952,1963,
130,5,Chuck Howley,54.0,27.0,LB,14,14.0,228.0,6-3,West Virginia,6/28/1936,5,7.0,Chicago Bears / 1st / 7th pick / 1958,1963,
131,6,Warren Livingston,41.0,25.0,DB,14,14.0,192.0,5-10,Arizona,7/5/1938,2,7.0,,1963,
132,7,Amos Marsh,31.0,24.0,HB,14,9.0,218.0,6-0,Oregon St.,5/7/1939,2,7.0,,1963,
133,8,Bob Fry,75.0,33.0,T,14,14.0,235.0,6-4,Kentucky,11/11/1930,10,7.0,Los Angeles Rams / 3rd / 36th pick / 1953,1963,
134,9,Bob Lilly,74.0,24.0,DT,14,14.0,260.0,6-5,TCU,7/26/1939,2,7.0,"Dallas Cowboys / 1st / 13th pick / 1961, Dallas Texans / 2nd / 14th pick / 1961",1963,
135,10,Mike Connelly,53.0,28.0,C,14,14.0,247.0,6-4,"Washington St.,Utah St.",10/16/1935,3,7.0,Los Angeles Rams / 12th / 141st pick / 1959,1963,
136,11,Don Bishop,44.0,29.0,B,13,13.0,209.0,6-2,Los Angeles CC,7/1/1934,5,7.0,,1963,
137,12,Mike Gaechter,27.0,23.0,DB,14,11.0,190.0,6-0,Oregon,1/9/1940,1,6.0,,1963,
138,13,Don Perkins,43.0,25.0,FB,11,10.0,204.0,5-10,New Mexico,3/4/1938,2,6.0,Baltimore Colts / 9th / 106th pick / 1960,1963,
139,14,Guy Reese,68.0,24.0,DT,14,14.0,258.0,6-5,SMU,9/22/1939,1,6.0,"Dallas Texans / 11th / 83rd pick / 1962, Dallas Cowboys / 15th / 200th pick / 1962",1963,
140,15,Billy Howton,81.0,33.0,E,11,7.0,191.0,6-2,Rice,7/3/1930,11,6.0,Green Bay Packers / 2nd / 15th pick / 1952,1963,
141,16,Jerry Tubbs,50.0,28.0,LB,14,14.0,221.0,6-2,Oklahoma,1/23/1935,6,6.0,Chicago Cardinals / 1st / 10th pick / 1957,1963,
142,17,Larry Stephens,79.0,25.0,DE,14,10.0,250.0,6-3,Texas,9/24/1938,3,5.0,Cleveland Browns / 2nd / 18th pick / 1960,1963,
143,18,George Andrie,66.0,23.0,DE,12,11.0,250.0,6-6,Marquette,4/20/1940,1,5.0,"Dallas Cowboys / 6th / 82nd pick / 1962, San Diego Chargers / 12th / 96th pick / 1962",1963,
144,19,Lee Folkins,83.0,24.0,TE,13,13.0,215.0,6-5,Washington,7/4/1939,2,5.0,Green Bay Packers / 6th / 82nd pick / 1961,1963,
145,20,Lee Roy Jordan,55.0,22.0,LB,8,8.0,221.0,6-1,Alabama,4/27/1941,Rook,4.0,"Dallas Cowboys / 1st / 6th pick / 1963, Boston Patriots / 2nd / 14th pick / 1963",1963,
146,21,Jim Ray Smith,64.0,31.0,G,8,8.0,241.0,6-3,Baylor,2/27/1932,7,4.0,Cleveland Browns / 6th / 64th pick / 1954,1963,
147,22,Amos Bullocks,22.0,24.0,HB,14,6.0,202.0,6-1,Southern Illinois,2/7/1939,1,4.0,"Buffalo Bills / 10th / 76th pick / 1962, Dallas Cowboys / 20th / 270th pick / 1962",1963,
148,23,Pettis Norman,84.0,24.0,TE,14,5.0,222.0,6-3,Johnson C. Smith,1/4/1939,1,4.0,Dallas Texans / 16th / 123rd pick / 1962,1963,
149,24,Dave Edwards,52.0,24.0,LB,14,6.0,225.0,6-1,Auburn,12/14/1939,Rook,4.0,Denver Broncos / 25th / 194th pick / 1962,1963,
150,25,Ed Nutting,76.0,24.0,T,14,7.0,246.0,6-4,Georgia Tech,2/8/1939,2,4.0,"Cleveland Browns / 2nd / 27th pick / 1961, Dallas Texans / 15th / 117th pick / 1961",1963,
151,26,Lynn Hoyem,51.0,24.0,G,14,6.0,244.0,6-4,Long Beach St.,6/27/1939,1,4.0,"Denver Broncos / 29th / 226th pick / 1962, Dallas Cowboys / 19th / 254th pick / 1961",1963,
152,27,John Meyers,78.0,23.0,DT,14,7.0,276.0,6-6,Washington,1/16/1940,1,3.0,"Oakland Raiders / 4th / 25th pick / 1962, Los Angeles Rams / 3rd / 31st pick / 1962",1963,
153,28,Harold Hays,56.0,24.0,LB,14,0.0,225.0,6-2,Southern Miss,9/24/1939,Rook,3.0,"Dallas Cowboys / 14th / 186th pick / 1962, Houston Oilers / 26th / 207th pick / 1962",1963,
154,29,Joe Bob Isbell,60.0,23.0,G,8,0.0,243.0,6-1,Houston,7/7/1940,1,3.0,Houston Oilers / 20th / 159th pick / 1962,1963,
155,30,Tony Liscio,72.0,23.0,T,7,5.0,264.0,6-5,Tulsa,7/2/1940,Rook,3.0,"Green Bay Packers / 3rd / 42nd pick / 1963, New York Jets / 10th / 75th pick / 1963",1963,
156,31,Jim Stiger,40.0,22.0,HB,14,3.0,204.0,5-11,Washington,1/7/1941,Rook,3.0,Dallas Cowboys / 19th / 258th pick / 1963,1963,
157,32,Clyde Brock,77.0,23.0,T,4,0.0,268.0,6-5,Utah St.,8/30/1940,1,2.0,"Chicago Bears / 2nd / 20th pick / 1962, Houston Oilers / 8th / 63rd pick / 1962",1963,
158,33,Ray Schoenke,65.0,22.0,G,9,2.0,250.0,6-4,SMU,9/10/1941,Rook,2.0,"Oakland Raiders / 10th / 73rd pick / 1963, Dallas Cowboys / 11th / 146th pick / 1963",1963,
159,34,Gary Barnes,80.0,24.0,WR,12,3.0,200.0,6-4,Clemson,9/13/1939,1,2.0,"Green Bay Packers / 3rd / 41st pick / 1962, New York Titans / 9th / 69th pick / 1962",1963,
160,35,Eddie LeBaron,14.0,33.0,QB,13,2.0,168.0,5-9,Pacific,1/7/1930,11,2.0,Washington Redskins / 10th / 123rd pick / 1950,1963,
161,36,Jerry Overton,20.0,22.0,DB,10,1.0,190.0,6-2,Utah,1/24/1941,Rook,1.0,Dallas Cowboys / 15th / 202nd pick / 1963,1963,
162,37,Lance Poimbeouf,62.0,23.0,G,1,0.0,225.0,6-3,Louisiana,11/10/1940,Rook,1.0,,1963,
163,38,Jimmy Ridlon,42.0,29.0,DB,7,3.0,181.0,6-1,Syracuse,7/11/1934,6,1.0,San Francisco 49ers / 4th / 39th pick / 1957,1963,
164,39,Wendell Hayes,33.0,23.0,RB,1,0.0,220.0,6-1,Humboldt St.,8/5/1940,Rook,0.0,,1963,
165,40,Team Total,,25.5,,14,,224.5,6-2.4,,,2.8,,,1963,
166,0,Bob Lilly,74.0,25.0,DT,14,14.0,260.0,6-5,TCU,7/26/1939,3,16.0,"Dallas Cowboys / 1st / 13th pick / 1961, Dallas Texans / 2nd / 14th pick / 1961",1964,
